,0,1,2,3,4,5,6,7,8,9,10,11,12,13
33,08/20/2021,dreadinglifewithoutanED,"Simple version: I want to want to recover. But I also want to stay sick. I've seen people say ""I don't want to shrink myself"" or ""I want to live my life"" and I want to feel like that but I don't. Did something change for them? or are they just faking it to make it?Long version: I have no idea how to WANT to recover. My family has pushed/forced me in the past, but ultimately I ignore them. People have told me that I have an eating disorder, but I stay seeking validation, looking for ""sick enough"". I don't want to burden the people around me with the bullshit that comes along with EDs, but I'd still rather be dying than recovering. I want to want to be better. I don't know how to recover with so little motivation or self-esteem (but not none). I don't have hopes or dreams to come back to, I don't want to face life without my eating disorder. Currently I'm using excuses. I'm not severely restricting like I was, it's not that bad, it's under control, it's just dieting, etc etc etc etc etc. I keep saying I am just fine with living with an eating disorder for the rest of my life, that nobody will be able to help because I don't even want to help myself. But a teeny, tiny part of me knows that long-term EDs are not ideal. They are the opposite of ideal. I don't want to be sick but it's the easiest thing I know. Additionally, a little bit unrelated, I was diagnosed with Borderline personality disorder a little while ago, and knowing it commonly co-occurs with eating disorders, I wanted to start a discussion. I feel like if I give up an eating disorder, I'll have to adopt a new self-destructive habit like alcohol abuse. It's like I don't know how to cope with my own life. If anyone has any advice or comments, I would so appreciate it!! Anything to feel a little less lost.","Hi, thank you for posting and we hope you get the support you deserve. You had mentioned some concerning language in your post so we would just like to pass along some resources you can reach out to: 
Please take care. ","ED's always come with a lot of ambiguity. I think it is normal to have periods of time when we are motivated to recover and some others when we are not. I still believe that I can be recovered and still keep my anorexic figure. I know that is not possible but I like to think it could be real.Long time ago, I felt like you. At some point, I stopped all treatment and said: ""If I can not stop my ED, I will stop fighting with it"" and decided to keep an eating-disordered life.To my surprise, reducing the focus on my ED helped me to be more flexible and natural with regards to my eating, exercise and body perception.I was cronically ill but I was functional... UNTIL I got tired of being pseudo-recovered and gave full recovery another try.That is where I am. I know sometimes it is not our moment to recover. Sometimes, we need to fake it until we make it. But there is a point in our lives when we realize the damage we are doing to our body and to our own life. Then, the desire to change comes.The only thing I will say is that ED's limit our lives. They make us live in a little box. We miss a lot of experiences and social interactions.If we want to live life fully, we can choose to be fine (or at least, the best that we can).Cheers
Annet","I really appreciate your input. Right now, I'm in a spot where I've pretty much given up on therapy and treatment, but like you said, not trying to solve the problems at the very least takes them out of the spotlight. I want to restrict, I want to purge or use laxatives, I want to be full in disordered, but I am not acting on it, simply because I'm not? It's like I'm too lazy for recovery, but too lazy for an eating disorder too. I know the eating disorder limits my life, but like I told my therapist a while ago, it's not my main concern. The anxiety limits my life, the depression limits my life, the obsessions limit my life, and it is all so overwhelming, I don't know where to start or how hard it will be so I don't even try recovery. Anyways, thank you!","I perfectly understand this: ""It's like I'm too lazy for recovery, but too lazy for an eating disorder too"". Often, I find myself there. It is like a ""limbo"" place but eventually, it helps.
When we are there, we may not recover but we may also not make things worse.Whatever you experiencing now will not last forever. I just want you to know that any depression, anxiety, darkness in your life shall pass. Stay strong and try to do things that make you feel happy.Hugs
Annet","I hope that you find somewhere deep within your body and spirit, a few good reasons to recover. Sure if people have no reason to behave because they have lost  trust and hope for a higher power like God, then they have lost hope in life. A quality life vr a life w/o meaning or reason. Don't you have friends to talk to and spend time with? When your family doesn't seem to be what you need than begin searching for your own reasons to live and be healthy.Good luck in your recovery. It's a process,  like accepting a loss. There are these phases of recovery:DenialAngerBargainingDepression     and Acceptance","Hi! I just wanted to add my two cents in here. I’ve been in your shoes and it sucks. I pseudo-recovered and now I’m back in ED hell. What I’ve been told before is that it doesn’t matter if you WANT to recover, just that you’re WILLING to take the steps necessary to start the recovery process. Im not sure you will ever hear someone with anorexia who says they want to gain weight and recover, but it’s important that they are willing to take that next step. Also, you made a comment that it isn’t that bad, that you’re not that sick. Again, this is a comment theme around eating disorders. We never feel as though we are sick enough to warrant treatment, that we could still handle losing a few more pounds, that our labs were mostly normal and we’re not in the ICU too sick to move, so that somehow gives our sick brains the green light to continue the self harm that comes along with an eating disorder. When someone brought it to my attention that I was engaging in self harm, it opened my eyes a lot. I don’t cut myself or anything like that, but I am doing damage to my body by depriving it of essential nutrients by restricting and/or purging. I too sometimes feel as though I am too lazy to continue in eating disordered behaviors, but also not motivated enough to recover. It’s difficult to find the energy to do anything when you are not fueling your body with what it needs. I don’t have the answers, but I do know that if you wait until you WANT recovery, it could be too late. Open up with your therapist about how you feel and your fears surrounding recovery. Tell them you are scared you might take up drinking or drugs to fill the void of the ED and they should be able to help you come up with some other coping skills to fill that void. Good luck! You can do this!","This is where I compare ED to depression. If someone is too depressed to get help, it's because depression saps your motivation. ED works in a similar way. It's hard to be motivated to do something when you are lacking the energy to stay motivated! Just remember that motivation isn't everything. I don't like to clean my apartment. Sometimes I do, but most of the time I don't. And sometimes it reaches a point where I have to bust out the feather duster and vaccuum because you can't take it anymore! Other times, I have to badger myself. The end result is the same.
I think EDs are kind of like that. Don't punish yourself for not ""wanting"" to get better. You being on this forum proves that you do. Otherwise, you wouldn't reach out. You didn't want to, but you did it anyway.","Oh why can't I be addicted to something not destructive?! I've done a few of them, self-mutilation (recovered 2009), alcohol abuse (recovered 2012), gambling (recovered 2008), I feel like if I 100% give up the anorexia/bulimia then I'm going to spin out of control and revert to old habits or pick up new ones. Bottom line is I'm constantly trying to find an escape from me, my depression and anxiety and inability to live instead of just exist. All I can say with certainty is recovery 15 years ago would have been a lot easier to start and commit to than it is now. The health repercussions have caught up to me. I am 'sick enough'. This is killing me. And that ED voice is still playing the same mind control game. ""Don't recover yet..."" Ultimately, waiting any longer is only going to lead to one thing.","Hi EphWhyEye, we are sorry to hear about what’s been going on. Your post mentioned self-harm so we wanted to post the following resources: For more support, you can contact the NEDA Confidential Helpline: 800.931.2237 (M-TH 11am-9pm ET, F 11am-5pm ET) or use the NEDA Online Chat  Monday to Thursday 9am to 9pm and Friday 9am to 5pm. Stay safe and keep posting.","I have been there. I remember the apathy. I remember part of me wanting to get better, but another part of me thinking it's more important to be skinny and we'll die if we aren't skinny. There was never a perfect number because I was always lowering it. In terms of Borderline. It is possible to become symptom free. Research shows that symptoms improve with age and the most effective treatment is DBT. One lady was a psychologist with Borderline personality disorder. Another lady did amazing work in eating disorder recovery after overcoming her own eating disorder.
I personally am sober in AA, have recovery from bulimia, and Borderline personality disorder and I'm a psychologist. I had recovery from the anorexia until I developed some very serious food allergies a few months ago, but I'm fighting to get it back. I believe change is possible. I'm definitely not who I was 6 years ago or even a year ago. Be a warrior.","Hi AdultingBoo! It's wonderful that you are sharing your story and offering support to others. However we did have to slightly edit your post to remove specific people, which violates our community guidelines. You can view them here, https://www.nationaleatingdisorders.org/forums/community-guidelines. Keep posting! "
34,09/07/2021,starving/bingeonrepeat,"I'm trying my best, but I starve myself in the morning and at night, normally around 11pm or 12am, I binge so much I feel like throwing up. This was constant and now I'm slowly getting better. I've been  eating during the day to break my body's natural food clock and drinking more water to make myself feel full at night. Sometimes I break my routine to go back to old habits, I won't lie. I'm at the biggest I've ever been and as a high schooler I shouldn't be this size. My future career even told me to lose weight, so hopefully this can motivate me to do better and live better. I just wanted to share this with people online because I was too scared to share my problem with family, but communicating with them really helped me set boundaries to what I can access that'll bring me back to bad habits. I wish everyone luck on their recovery, stay safe and loved.",,,,,,,,,,,
35,08/22/2021,PostpartumRelapse,"Hi all,
I just signed up because I recently relapsed and have been struggling with immense guilt and shame.  I am a 30 year old first time mother of a 7 month old.  I have been struggling with anorexia since I was in 4th grade and bullemia since undergrad.  This is my first relapse in over 10 years for bullemia and I am devastated.  I was sleep training my daughter last night but ran to throw up in the middle of it.  To say that I am beating myself up is an understatement.  I never want my daughter to go through this or feel the way I do.  I am supposed to be setting a good example for her and feel like I have already let her down.  I would love to have some support around this!  I am already in therapy but just feel like I need additional support from those who understand what I am going through.  Thank you!!Mamabear","My daughter is 7 years old. When she was 7 months old, I was in recovery. I've been all over the place since then, anorexic, bulimic, recovering, relapsing. I try to shield her from it all as much as possible. I have felt like I've failed her and my 1.5 year old son on so many occasions. My daughter has the words yours doesn't yet. She informs me often that I am the best mother ever. Somehow, even when we do wrong, we can do no wrong in our young children's eyes. Just keep taking positive steps and don't beat yourself up for the negative. That will just get you in a worse place.","Your story sounds so familiar to my own. I relapsed when my son was born and I got into unhealthy habits trying to loose the baby weight. I since got back on track and am pregnant again with my second. First trimester had me throwing up (unintentionally) after most meals. Onto second trimester and the nauseousness went away. But my urge to want to throw up after meals did not, and I have unfortunately been giving in on occasion. I keep saying ""this is it"" after every time it happens, but it seems not to be. I never thought this would be the example I am leading for my children and I want more than anything for it not to be.",,,,,,,,,
36,08/02/2021,strugglingw/nofamily/supportsystem,"Hello,
I truly appreciate the opportunity to be heard. I have had an eating disorder since age 14. I am now 27 with two young children. I was very very sick before I got pregnant with my first child. I had tried multiple eating disorder centers. even flying myself to other states because i didn't trust myself to stay. I'm a chronic bad patient, checking in and out depending on my emotions. It's so hard getting help as an adult, because when the eating disorder voice saying ""I don't want to be here"" kicks in, there's nothing to stop you from leaving treatment. I feel that most people have family support throughout their treatment. But I had no one pushing me to stay or get help. My fiance at the time watched my health decline and it got to the point where I knew no one was going to save me. I found a lovely counselor who specializes in eating disorders, I was able to get healthy. And almost immediately got pregnant once at a healthy weight.This is where I felt my eating disorder was ""cured""
when I was pregnant, I knew the babies health was too important to restrict. I finally had a good appetite, my pregnancy brain was protecting me from depression. I was looking forward to this new life.
Of course this was very naive. Now with my second child almost 2 years old. I'm falling back into old habits. using restricting as a coping skill to deal with the depression from lack of family support. my families Lack of concern about my health (mentally and physically). self destructing slowly and quietly. I was brought up in a family where you keep your problems quiet.
It makes me sad that this has happened before, and I still feel shame in asking for help. How could I be so selfish? why haven't I ""grown up"" yet?
I have panic attacks, extreme anxiety to the point I can't work. I've been denied disability, and I feel like caring for my children just isn't enough.
I'm currently in college, but still don't feel like i'm doing enough. What breaks my heart is my fear of losing control again. becoming so sick that I can't care for my children properly. I care about them more than I care about myself, which is probably part of the problem. my self worth has always been low. How do you get into recovery with noone supporting you? not even your significant other?
is it reasonable to expect him to help me when we're both dealing with working and caring for kids?
This was why I never succeeded in typical recovery centers. I don't want help from a rotating shift of strangers. I want people who actually care. but they just don't exist. its so depressing.how would I fit recovery into my busy mom schedule?
I'm afraid of the future after recovery, how am I going to wake up, get me and my kids ready and out the door, work an 8 hour shift, come home, cook dinner, get them ready for bed etc?
I've been in therapy for years but still feel I have no good coping skills. Nothing works for me.It all seems like too much. I love my children, but I feel like a horrible mother for having this problem.
I'm extremely resentful toward my family for making me feel like I need to suck it up and never complain.
I don't have the energy to do the things I want to do. I don't feel loved. I don't feel worthy of anything. I don't enjoy hobbies. My fear and obsession with food is consuming my life again. Id love to just have someone to talk to about this stuff, without judging or assuming I want attention (which is another fear i have about talking about it)Does anyone else feel like this? Am I the only adult who still feels like a child inside my body? forced to go through the motions but knowing everything might come crashing down at any moment.To whoever is reading this,
Thank you for thinking of me.
Kandace","Hi Kandace - welcome to the forums. We’re so glad you’re here, and we wanted to make sure you knew about the NEDA Helpline at (800) 931-2237. You can contact the Helpline for support, resources, and treatment options. Helpline phone hours are Monday-Thursday from 11AM to 9PM ET, and Friday from 11AM to 5PM ET. Helpline chat hours are Monday-Thursday from 9AM to 9PM ET and Friday 9AM to 5PM ET. Please don’t hesitate to reach out and please continue posting! Recovery is possible.","hey,
Many people will just say something along the lines, everything will be alright so I won't say that. what I can say is I can relate to you 200%. My family isn't the nicest they are very judgmental and gossip. Naturally I won't vent to them but lately I've been venting to my mom. I told her the real way I lost weight (not eating unfortunately), how long I've been like this for, and my concern. she then told me that she used to be anorexic and bulimic (found this out today). But again why didnt she tell me sooner instead of waiting for me to vent? These questions as much as they are good to ask we dont necessarily need the answer to them. my family as well lacks the concern for my health none of them come to see if im ok or how im doing. I have many siblings and none of them except a brother that I connected with from my fathers side who has been through worse than me. But the ones I actually grew up with my sisters dont ask me how im doing or if I wanna go out and just take a moment to vent about life. my mom doesn't do this either we talk text. so I definitely can relate to you, you are not alone.just like your husband my man doesn't push me to get help. I push him to get the help he needs and to take days off to rest as needed but why won't he return the favor or not technically a favor but why can't he care for me in the way we care for them? (another one of those annoying useless questions that just drag us down.) Ive been noticing my bones and joints hurting. I tell him my thoughts and then only thing I get is either im fine and healthy just like my doctor said or I should make an Appointment. boom end of conversation.I totally get the just everything you said I can't even pin point it anymore cause im also a college student with depression and severe anxiety that cause me to have panic attacks. I also feel like caring for my daughter isn't enough I feel like im just doing the bare minimum. I know how you feel about wanting someone who just cares so I care. I care about your health and your concerns as if they were my own. we can do this for ourselves and for our children I believe in us.","No one in my family really knows the struggles I go through with my Ed. In the past, they supported me but some of them never got it OR they just became like the ""food police"" to me.As an adult now, I have decided to battle this on my own. I know it would be lovely to have my family supporting me but from past experiences, I know they are not in the best position to do it. They have many other worries to think of (a sister with terrible OCD issues, a depressed mum, terrible fights at home, etc.). So, the least that I want is having them chasing me to eat, over-observing me, making my life harder or my making their lives harder.Family support is great when the system is a healthy one but when you have a toxic family, sometimes is better to do it alone.If you crave some support from your loved ones, go for it. You deserve it and I am sure they will be willing to give it to you. Just choose carefully. Please also think that we need to do this for ourselves if we want to succeed. Many times I have done it for my parents, for my family, for others and things have not fully worked. That can be a good starting point but eventually, you need to do this for YOU.Cheers with this adventure. You can succeed. I also care for you both.",Thank you so much for this response!I talked to my mom and sister and it turns out they both had them. my sister had one after her kids and my mom had anorexia and bulimia when she was a teen. im looking into therapy now because I dont wanna be like this.my only struggle is finding food that won't make me nauseous so far fruits have been a hit for me but everything else I can't even look smell or taste it. I force myself but I can only do it so much.,"Dear ilostmyself.98, we would like to inform you that we edited your post to remove details about disordered eating behaviors that could be triggering to other users. You can review our community guidelines here. Thanks for your understanding and please continue to post! ","I could have written your post almost exactly. Except my husband left when I had our 2nd child. My brain hasn't developed properly due to malnutrition. In some ways, I am childlike but with the responsibility of an adult. It's all so overwhelming. My children are both miracle babies I was told I would never be able to have. They are my only support system without even realizing it. The best way to care for them is to care for myself.",,,,,
37,08/19/2021,MyBoyfriendissofrustratedwithmeandmyED.,"I started battling an ED in November 2020, it went away on its own. But, it came back with so much more force in April this year. Throughout this period, I've gotten help, and im still receiving this help. But my boyfriend, I just don't think he knows what to say or do. Some days, he's completely understanding that my mood changes a lot, especially after the discussion of food or eating, and he comforts me and supports me. But some days, like today, he gets so frustrated with me. I am slowly, very slowly, recovering, but I am still nowhere near where I *should* be. Today, I ate more than I normally would. and didn't want to eat anything for dinner, as I felt full. When I mentioned he should eat, he reacted negatively. He told me to stop talking, and I didn't know what to do after this. I sat on the bed and waited for him to apologise, or come sit with me. But he didn't. I left the room to let him sleep for his early shift, and he followed me out and ranted at me. Saying that I promise him things, and don't act on them. I explained that my feelings throughout the day change, and I can never promise to stick to something. He said that if I wanted someone who would let me just ""not eat"" then I should break up with him, even after I explained that I had eaten more today than I had in weeks, and this was an achievement. I just want him to see that getting angry and frustrated with me, makes me feel worse, when my head is already a mess and pushes negative thoughts onto me. I want him to read more into how he can talk and help me, but I don't want to ask him to. I stood on the stairs crying and telling him that its not that easy, and recovery doesn't come in a day. he says he understands but I don't think he does. He says ""do I have to not eat to get you to eat?"" because I always encourage him to eat. This made me feel awful, like its my fault if he doesn't eat, when im feeling down.
Has anyone else had issues with their partners not understanding how to cope and deal with their partners ED? I just want to know I'm not alone. Thanks <3.","Before I got married, I confessed my ED and informed him he couldn't handle it. He assured me he could. He can't. No one can. How can we expect someone to say or do the right thing around us if we don't even know what that is most of the time? Years later I still get hostility ""I can't help you. I don't know how to help you. Are you going to order something? I hate when you just sit there not eating."" Etc. But other days I get support ""you'll eat when you can. Do you need anything from the store? Try a bite, it's just a bite. I saved you some for when you want it."" Etc. Your boyfriend gets angry and frustrated because he cares and feels he can't help. Understand he is his own person and don't try to micromanage when or what he does or does not eat. They don't like that and it kind of makes us hypocritical. Even with all the knowledge in the world, he will never be you and completely understand. Just remember, he's still by your side through recovery and let that be all that matters.",,,,,,,,,,
38,09/03/2021,OtherwiseUnspecified,"Hi, I was wondering if other people have an ED that doesn't fit into current diagnoses that well, or presents in a way different? I struggled in a PHP group because there was so much focus on a specific way EDs often manifest that I don't experience, it made me feel kind of alienated from my own treatment, or like i should be thankful that it's not ""worse"". But it's a struggle, especially when i can't seem to get treatment to ""fit"" me. I find ""otherwise unspecified"" to be really difficult to navigate. It's like, people tell you that you have aspects for for other ED diagnoses, but also that you're different enough not to fit into either. They also say that labels don't matter. But, I dunno, I find it helpful to use words to describe an experience. Saying that blue is a color so it doesn't matter what type feels like it's just ignoring helpful experiences. Or like, you can't acknowledge that blue is different than green?Sorry if the analogy is confusingHow do some of you navigate an ED that doesn't look like how most treatment thinks of ED? How do you make ED treatment ""fit"" your ED?","I have been given most of the ED-related labels and currently, I do not know what I fit in... last thing I heard was ""OSFED""... so, my problem is not specified, either...I have never been inpatient but at some point, there were not ED Support groups at the place where I was in treatment. So, they sent me to attend some OCD related sessions.I did not have a lot in common with those patients BUT something that we all struggled with was with an obsession and a compulsion. Most of us struggled with anxiety and depression or simply with not finding the way out.So, those are some things you can somehow relate with... and with human suffering, in general.I would suggest you to have your individual therapy sessions and if groups/treatment are being difficult to you because you do not feel you fit in, talk to your team.Maybe they can help you find some other groups where you feel better.I send you a warm hug and I want you to know that you are NOT alone. Eating disorders can come in many ways and forms. We are all different and our ED's are, too.So, keep fighting yours and in the sessions you attend, check if any of the other people's strategies may help you. Or simply ask them for ideas to fight your own daemons...Cheers
Annet",,,,,,,,,,
39,09/06/2021,Tiredofdoingthistomyself,"Please help me! So I’ve been bulimic since I was younger but I recently gained what I consider to be a lot of weight, and I told myself that I would lose the weight I gained by making myself throw up. I am obsessed with getting down to a specific weight and I have been doing this to myself for (maybe 9 months on and off) 40 days straight. At first the binges and purges were easy.. but now I feel my body struggling. I have chest pains during this, and just recently I have been urinating on myself every time I purge. I am frightened that this is still not enough to convince me to stop. I want help, but I’m also afraid of keeping food down for fear of gaining the weight I have lost back. I am so scared I have decided to reach out for help here. Why am I urinating on myself? What’s causing this chest pain? Is my body finally giving up because I mistreated it for so long? I feel unable to stop despite these problems. I just hope to get some answers, I hope someone else has been in my shoes. Thank you for letting me share.","Hi Immacoolgirl - welcome to the forums. We're glad you're here. Your post had to be edited because it contained specific numbers and behaviors that can be triggering to others. Please take a moment to review our Community Guidelines. You also mentioned some concerning symptoms.The following are just some of the signs of a serious problem that demands immediate medical attention: •accidentally or deliberately caused themselves a physical injury •become suicidal •confused thinking and is not making any sense •delusions (false beliefs) or hallucinations (experiencing things that aren’t there) •disoriented; doesn’t know what day it is, where they are or who they are •vomiting several times a day or has uncontrollable vomiting or diarrhea •experiencing dizziness or fainting spells •too weak to walk or collapses •painful muscle spasms •complaining of chest pain or having trouble breathing •blood in their bowel movements, urine or vomit •a body mass index (BMI) of less than 16 •an irregular heartbeat, and fast heartbeat, or very low heart beat (less than 50 beats per minute) •cold or clammy skin indicating a low body temperature or has a body temperature of less than 35 degrees Celsius/95 degrees Fahrenheit. If you experience any of the above, we highly recommend that you seek medical attention as soon as possible. Another option is 911. Seek medical help soon on an outpatient basis if you: •have significant heartburn and/or a burning sensation after eating •have other gastrointestinal concerns •have high blood pressure •struggle with significant joint or muscle pain •have difficulty sleeping (falling and/or remaining asleep) •struggle with fatigue, sudden weight gain, and/or hair loss •have frequent urination or unquenchable thirst •have gained and lost significant weight repeatedly •have gained significant weight in a short period of time •struggle with chronic diarrhea or constipation. Please take good care of yourself!","I am sorry to hear you are struggling with vomiting. At first, it feels like ""paradise"" but as the years go by, your body starts experiencing the consequences.I had bulimia for many years but it came to a point where my body could not tolerate my behaviors any longer. As of now, I barely vomit. That is ""out of my vocabulary"" BUT if I ever do it, I feel very very bad (physically). I perfectly understand your bladder's lack of control. If I vomit, that also happens to me. It is due to the big effort you are putting on your muscles... your chest, your stomach, your back, your bladder, everything.Please get some treatment if you are not receiving any. ED's are a deadly disease and vomiting is something that completely depletes your body from all minerals and nutrients. For example: your chest pain can not only be caused due to the effort of vomiting but also, due to an electrolyte imbalance. That can cause heart attacks...My experience... the first days that you keep the food down, it is really hard. However, the longer you do it, the easier it becomes. Please start leaving that food in your body. Food is energy. It is not a bad thing...AND You DESERVE to LIVE!Hugs
Annet",,,,,,,,,
40,07/28/2021,Relapsingafterweighingmyself,"Hi, I have bulimia with phases of anorexia, I'm in recovery for over two years now, and that's also when I banned the scales. They were still in my bathroom, but knowing how much pain they've caused me, I never felt the urge to step on them ever again after finally knowing how good it felt to live a fuller life. I've gained weight, I knew that, it was bothering me, but still, going back into this dark place never felt like an option. Until a couple of days ago, I don't know why, but I stepped on the scales, two days later, and I'm still getting sweaty hands and a racing heart thinking about the number I saw. My BMI is now close to 'overweight', I don't know if I was in such denial or just busy enjoying life, but it made me question everything. I wish I could unsee the number, but the damage's been done and I feel like relapsing is all I can do now to stop this anxiety. I'd be really thankful for some tips <3","Hi Julia,
I am so sorry you had to go though that. I am totally new to this but I saw your post and it caught my attention so I wanted to reach out and tell you that you aren't alone. I haven't been on a scale for as long as I can remember for that exact same reason. You said maybe you were busy enjoying your life? I think that is beautiful and what we should all strive for, not some stupid number on a machine. Maybe focus on all the fun you've had, the enjoyable moments with your self or with friends and family. I say ditch the scale! I am sorry I can't be more helpful, but wanted you to know that someone cares about you and understands what you are going through.","I know I will never be okay with the number on the scale, no matter what that number is. I used to weigh myself obsessively. Thought oh X amount more, get to this number. Then a little more, then a little more. At some point I realized my ED voice would try to convince me to go to nothing. I only get weighed at doctor appointments now and I absolutely hate that they have to do it. I'm tempted sometimes to weigh at home but I don't want to start that vicious number game again.",,,,,,,,,
41,05/18/2020,quarantineismakingmegobacktooldtriggerfoods(BED),"quarantine has made my cravings worse, now i want everything salty, crunchy, and in a bag. I just sit in bed watching tv and eat bag after bag, until my room is littered with wrappers and i feel so disgusting. I try to hide it so i can forget about it. but it’s too late and i want it out but i’m too scared and just let it sit in my body. i want so badly to stop feeling hungry but it’s constant, my mind constantly wanders to what i will eat and when i don’t know what comes over me when i do this, i eat quickly and until my stomach feels like it’s gonna burst and the bag is gone, over and over again. why can’t i learn how to stop? why do i have no self control? i’m trying to control my appetite but sitting at home every day makes things worse, the kitchen is right there, my biggest temptation. it seems like the harder i try to avoid bingeing, the worse it gets. i wish i could be normal about food. does anyone else feel like this?","Welcome to the forums! We are writing to let you know we had to edit some of your post of specific ED behaviors and things not permissible on the forums. If you have any questions you can always review the community guidelines https://www.nationaleatingdisorders.org/forums/community-guidelines  Again, welcome to the forums. We hope you continue to post. Take care!",I like to try to pick out healthy snacks. My favorite healthy snack is X. I know it's easier said than done though. I've considered going as far as putting locks on the fridge and cabinet that only my family can unlock...,"i went shopping and got some healthier alternatives, thank you! i love X too! i used to cook them in the oven and they’re so yummy, they even have them in packs now as a healthier alternative to Y","Hi LanACDC. We edited the phrasing of your comment to remove mentions of specific foods and nutritional advice, which are not allowed on the forums. You can review this in our community guidelines found here. Thank you for understanding and please continue to post! ","I am sorry that quarantine is making things harder for you. It is really hard to be home all day and not experience negative feelings and emotions, and even harder not to act. I wish I could offer you more advice, but for now I just want to let you know I am here, and I understand. The forums are here to support you and I am so glad you reached out. Stay strong, and stay safe. Sending love.",I totally feel you. It has been so hard to control my eating and the stress of everything I find myself binging on salty foods too. I am trying really hard to just take a breath after a setback and tell myself that this isn’t forever. I can start the next with small steps . We can do this!,"It helped me to plan my food during quarantine.
It helped me to plan my food during quarantine. I, for example, learned some tips and tricks online. I hope my advice is helpful! We all should eat to feel our best.",Your comments are inappropriate on an eating disorder pro RECOVERY site.  Outside links are also not allowed.,"Hi Annavyney - your post had to be edited to comply with our Community Guidelines. Giving nutrition advice is not allowed on the forums, as we are not healthcare professionals and it can be triggering to other users. Please also refrain from sharing links from outside of the NEDA website. Please take a moment to review our guidelines, and please continue posting!",,
42,09/05/2021,TiredbutI'mfiredup,Being full is foreign and scary. Being hungry makes it difficult to concentrate but is comforting. I'm always thinking about my next meal. How do I make it stop?,,,,,,,,,,,
43,08/28/2021,Earlydiagnosis:Willitgoawayonitsown?,"Hi everyone,I was recently diagnosis with an eating disorder a couple of weeks ago. While I have had serious body image issues my whole life, leading to a year long work with a therapist, my ED behaviors began less than two months ago. I believe I was diagnosed early because I have an active treatment team for co-existing mental health concerns. Now, I'm shocked an in denial that I could be diagnosed so quickly. My friends and family encourage me to seek the recommended PHP by saying things like ""you wouldn't wait for stage 2 cancer to become stage 4 before getting treatment."" I really think it will go away on its own though. I've tried support groups but I always leave feeling like my struggles are so insignificant because the majority of group members have been suffering for so long.Can anyone relate?Thank you!
AR","ED'S never go away on its own, just gets worse.  You need professional help and a program that specifically is for ED'S.","Thanks for responding. That's what I'm afraid of :( I feel like it's just too early to know though. Has anyone else had experience ""catching"" the ED early on? I feel like my ED isn't valid because it's been such a short period of time.","If it makes you feel any better, I caught my ED relatively early in the scheme of things (got help after 3 months, still getting help but struggling with relapses). If you've reached a point where the ED is diagnosable, then you are sick enough. Something that helps me when I feel like I'm not sick enough is to think about the ED as a worm in my brain, feeding on my ED behaviors. It doesn't want to die, so it sends out messages to sustain itself, i.e. ""you're not sick enough to get help,"" ""you should keep engaging in these behaviors,"" etc. My advice is to call that voice out as your ED, rather than giving that message credence as your own voice.","It might be longer than you think. I can't do numbers, but my ED was underlying for a long time, and then decided to put on a show only recently. I never addressed it before, but it doesn't mean it wasn't there. When a problem starts doesn't matter. You don't earn points for ""suffering"" for a certain amount of time. You are where you are now, and right now, it is a problem. I get the guilt thing though. But there is not ""right"" way to struggle.",,,,,,,
