,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
247,Elizabeth.patte...,05/22/2019,Bingeing/Purging/Starving cycle- thought i “outgrew” this,"I barely know how to begin. I can’t believe I’m here again. I’m 26 years old and i first realized i had an eating disorder when i was about 14. I was obsessed with engaging in certain behaviors and then eventually this led me to have a huge obsession with food. I felt guilty for eating a single meal, which led me to engage in certain behaviors. Eventually i did start engaging in different behaviors because i knew it would help me feel better. I always knew this behavior was straight up crazy because nobody else around me ever felt out of control around food. I never told anybody. I’ve never been over weight because of it technically but I’ve gained plenty of weight over the years and then i would diet hard or even just eat healthy and go back to what felt like a better weight. Anyway, although i have such a history with a certain eating disorder behavior i mostly stopped this cycle a few years ago. I learned how to eat more “carefully” i thought, and i would  often think that this was finally gone. Until one night where my obsessions would creep back in and i would eat anything i could get my hands on that might satisfy my cravings. Within the last year i got better at being on such a good schedule with food and i completed a workout program successfully and my body has been looking pretty great, except for the fact that most nights I engage certain eating disorder behaviors. I keep trying to forgive myself and let it go so i can start fresh but each day i come up with a new crazy way to sabotage myself again. Maybe never fully dealing with this unhealthy fixation on food has just crept back in on me. I have been dealing with a lot and working a ton. It’s just feels like i keep giving up on myself and i truly can’t believe I’m back engaging in these behaviors that i honestly thought i beat. If anyone reads this and can relate or has advice i would appreciate it so much. Thanks",_admin_moderator,"Wed,05/22/2019-12:44pm",Post Edited,"Hi Elizabeth.patte..., We are glad to hear that you are finding support here on the NEDA forums. A portion of your post was edited and deleted due to the mention of specific behaviors and numbers that may be triggering to other members of the forum. Our community guidelines are always available to review here: http://www.nationaleatingdisorders.org/community-guidelines . In the event you need further assistance, please do not hesitate to call the NEDA helpline at 1-800-931-2237 (Monday-Thursday 9:00am-9:00pm, Friday 9:00am-5:00pm EST).",,,,,,,,,,,,,,,,
248,Missyd,05/24/2019,Light headed during activities,"I let my nutritionist and therapist know that during exercise and normal routine activities I have been getting light headed or dizzy. They said it's serious and needs to be checked out. How serious is this? Is it something that can wait a few days or a week for an appointment?Thank you,
Dawn",_admin_moderator,"Fri,05/24/2019-2:34pm","Dear Missyd, you mentioned","Dear Missyd, you mentioned that you were feeling dizzy. Dizziness is a sign of a medical emergency that requires immediate medical attention. The following are just some of the signs of a serious problem that demands immediate medical attention:
We recommend that you seek medical help as soon as possible. Please stay safe.",,,,,,,,,,,,,,,,
249,cin110,05/16/2019,Help. I’m so tired of this ED,"I am 52 years old and I have had an eating disorder since college. I was able to get a handle on it around the time I was 24/25, but it crept in again about 7 years ago and it’s been with me ever since. I’ve tried several times to free myself of this burden I carry every second of every day, but it’s too strong. I overexercise and I want to stop so badly. I’m aware of what I’m doing, but I can’t stop. I have very minimal food during the day, and then I save everything for nighttime. I used to deal with certain eating disorder symptoms, but I went to a nutritionist for eating disorders and now I maintain a certain calorie intake. I eat the same thing every single day because this way I know how many calories I’m eating. Then on Friday and Saturdays I eat whatever I want. I eat more of certain foods and I love every minute of it...until it’s over. Then I feel so guilty and go right back to my restricted ritual on Sunday.  I weigh myself a couple times a day. I want it all to stop. I want to be normal. I want to exercise a normal amount and I want to eat what I want when I want. I hide so many things and I’m tired of it. I’ve been to therapy but clearly I’m not ready to let go because I’m still doing it. I keep saying I’m going to stop but I just don’t know how.",_admin_moderator,"Sat,05/18/2019-10:52am",Welcome to the forums,Hi cin110. Thank you for posting to the NEDA forums! We had to slightly edit your post to remove specific behaviors and numbers that may be harmful for other users to view. You can review the community guidelines here. We encourage you to continue posting and seeking support. You can also contact the NEDA helpline if you would like assistance in finding care. Give them a call at 800.931.2237 M-TH 9-9 EST and F 9-5 EST. We hope to see you continue using the forums!,,,,,,,,,,,,,,,,
250,NikkiLincoln,05/18/2019,I need help,"So...I've finally come to terms with the fact that I probably have an eating disorder. No one in my family knows. My friends know. I struggle with certain behaviors a lot. I don't know how to stop. I just, eat whenever I want, then I feel fat and gross and make it all go away. The thing is I am actually clinically overweight. So it's not like I just think I'm fat but I'm not. And the only advice I get is to eat better, but that doesn't help at all. I feel so disgusting most of the time I hate my body. How do you stop purging? Like should I go on a diet, is that safe? What do other people do when they feel full and fat and gross like what are some good ways to not enact in these behaviors?",_admin_moderator,"Sun,05/19/2019-7:46pm",Welcome to the forums!,"Hi NikkiLincoln, thank you for posting to the forums! We had to slightly edit your post to remove specific numbers and behaviors that may be triggering to others. You can review community guidelines here. We hope that you continue to use the forums to share and find support!",,,,,,,,,,,,,,,,
251,foodconfused,05/23/2019,personal story/personal group chat ,"I'm Ally. (23)
I've always had issues with my body. My mother was a model, and out of my 5 siblings, I seem to be the only one who isn't underweight naturally. I've had a lot of issues dealing with this growing up and dealt with it by emotional eating. ""Luckily"" back when I was at school and always enrolled in sports. Once I quit sports, I started gaining weight pretty steadily, to the point where I almost reached (a number I won't mention because I don't want to trigger anyone!) But, there was a drastic difference. Whenever there was a significant change in my body, my family would point it out. ""Maybe you should go to the gym."" ""Maybe you shouldn't eat that"" ""Maybe you could try losing X pounds so you don't go too far."" Or one of the worst comments: ""your food stinks! How could you eat that?"" from my younger sister who does have model measurements and has always had model measurements. If I asked her to borrow a top or even an oversized sweater she would remind me pretty harshly that we were NOT the same size. I would stretch the clothing or ruin it. This hurt me deeply, and I think this was the beginning of my body dysmorphia, mostly really bad thoughts about myself and sense of self-worth. I stopped shopping for clothing until necessary because I felt like I was a ""stretched"" out version of the model. I started to feel deeply unattractive and withdrew from the people around me. I still deal with these really dark thoughts. In college, I met my current best friend M, who was suffering from anorexia at the time. She noticed I had a very unhealthy relationship with food but I brushed it off. For some background, I had eating rules to minimize the embarrassment of people seeing me eat. I know this is irrational but I still do this.I reached a breaking point recently. In December of last year, I was at the highest weight I have ever been due to extreme binge eating, and the gym suggestions were coming at me on a daily basis from others. My anxiety keeps me from the gym so I took up another unhealthy habit after seeing a model/influencer try it. I started smoking. The weight dropped, I am ** pounds down. Before last week, it has been only praise from my friends since February and I have felt on cloud 9, but now my paranoia is fixed on my weight number, what foods to avoid for ""bloating"" and I no longer struggle to use behaviors. Nobody said anything negative about my body anymore. In fact, I had multiple people including my mom ask me for advice, all was good. Until last week, when I hung out at ""M""'s house (who has now recovered.. sort of) has expressed concern again. I tried brushing this off as jealousy until her friend told me she has been extensively talking about my recent weight loss and is very concerned, so I started to reflect on my behavior and also realized I had been saying things that are unhealthy. This week has been bad with family problems, and I was so upset that I pretty much used behaviors on Tuesday. Yesterday I did it again until my friend ""R"", saw me in an oversized t-shirt and jeans that now look pretty baggy. She was really concerned and forced me to eat, her boyfriend was also there so... not the best time lol. I understand she was trying to be supportive but it has made me feeling really embarrassed/ashamed and angry. I spent all night thinking about my body issues, goals, why and how I got here. I wanted to make/join a WhatsApp support group or group chat with people who are recovering if anyone would be interested, or maybe even just a texting buddy who's going through something similar. I'm tired of reaching out/talking to people I know and having them attempt to take control or charge of the situation from an authoritative viewpoint and I'm also tired of using behaviors and feeling so afraid of gaining weight. Would love to find more people on here interested in that extra boost of support too :) If you're not interested in a group chat and have read this entire ramble I've been staring at for over an hour now, then feel free to please give any words of advice or support, I would love to hear if anyone has these anxieties and also does this. I hope I made sense, I sort of rambled for a bit.",_admin_moderator,"Thu,05/23/2019-2:54pm","Dear foodconfused, welcome to","Dear foodconfused, welcome to the forums! We would like to let you know that we removed and edited portions of your post to remove mentions of specific eating disorder behaviors, which can be triggering to other users and are not allowed on the forums. You can review our community guidelines here. Sharing personal information is not allowed on the forums. You can contact the NEDA Helpline for online support group options. The Helpline number is 800-931-2237. You can also chat online here. We hope you find support on our forums. Please continue posting!  ",,,,,,,,,,,,,,,,
252,joyquill,05/23/2019,abusive family+ed recovery struggles,"I am a 17 y/o girl in high school. I've been struggling with bulimia and purging anorexia for almost a year now. It began as trying to be healthier and stop being overweight, but it disintegrated into starving and then binging and purging. My family has become involved and I'm enrolled in an outpatient recovery program at my medical provider. I'm being monitored by my parents and I have to sleep in their room at night to prevent any disordered eating. My parents are extremely upset at me for my disordered eating and they keep getting more upset as time goes on. They hold things over my head, like the time they set aside for taking me to appointments or the money they spend on food that I binge/purge. This is after years of shaming me for my eating habits and weight throughout my childhood. They refuse to take blame for my illness and insist that I have chosen to hurt myself on my own accord.I want to recover so badly and live a normal life, but it's so hard to even maintain a few days of normal eating and abstinence without giving in to my self hatred and reliance on food and body image. My daily routine practically revolves around food or using behaviors. My friends are concerned about me and my boyfriend wants me to recover and be healthy. I want to do it for them but I'm scared of gaining weight or losing my coping mechanism for my toxic family and depression.I know that what I'm doing is unhealthy and that I will never be happy with my weight as long as I have an eating disorder. Does anyone have any advice for overcoming my abusive family and healing myself? I'm truly lost right now and I'm losing my will to fight against the illness.",_admin_moderator,"Thu,05/23/2019-3:23pm","Dear joyquill, we would like","Dear joyquill, we would like to let you know that we edited your post to remove specific eating disorder behaviors, which are not allowed on the forums. You can review our community guidelines here. Thank you for your understanding and please continue posting! ",,,,,,,,,,,,,,,,
253,icanandiwill33,05/20/2019,my story + scared to ask for doctor's help?,"Please read all the way through, thank you so much.I've always thought I was fat.
I was an extremely skinny child (which I can now see, looking back at photos). But since I was 10 or 11, I've always looked in the mirror and seen myself as fat. My parents laughed when they found out I thought that, because I was so thin, it almost looked unhealthy. In reality, I ate a lot of food and loved it, I was just very athletic.I've always had a huge appetite. I remember eating lunch at school when I was 12, and seeing my friends with smaller appetites barely eat a thing. I wondered why I couldn't have the same self control they had. That same year, a boy commented that my butt looked big in skinny jeans. This stuck with me for YEARS until I realized that a big butt was something desirable in society. Nevertheless, to me, it only confirmed what I already thought in my head: I was fat.When I started going through puberty, I perceived my totally normal weight gain as a sign that I needed to go on a diet. It's so sick that my mind was already so skewed, to even think that gaining weight to accommodate for the fact that I was also growing a lot taller was abnormal. The diets never worked. I was extremely active and loved food, I couldn't eat less. I always ate more than other people. I think this is pretty normal for an active, growing teenager. But as I grew, this appetite never left me.In my first year of high school, I ate all the food my brother got at a party. My parents had it hidden somewhere. This was the first time I remember being shamed for eating something. Partly because it was my brother's, and partly because it was a lot. From then on, whenever I ate a lot of something, or food would go missing, my family would shame me. I understand. They thought it was disrespectful. They bought this food for everyone, and they bought it to use as ingredients in dinner, and I was just eating it all. But, 3 years later, and these voices of shame and guilt have become the ED voice in my head. At the end of grade 9, I had to be in a bathing suit for an event. I thought I was unfit. I desperately wanted abs. I tried to eat better, and exercise more, but I still couldn't control my eating. Keep in mind that at this time, I was still growing, and was still very thin. Grade 10 flipped my life upside down. I continued to gain weight (still was slim), as I was still growing taller. It started to fill out in places like my butt. At the beginning of that year, I started to get attention from guys because of my body. In grade 9, I had been shy, awkward, and unwanted. Now, I had a desirable feature, and I was made to think this was the only good thing I had going for me. I was harassed by boys I considered friends. It really messed me up. For a long time, I was simultaneously disgusted and flattered by their behavior. Even my friends didn't help. Sometimes I would go overboard on eating. I still had a big appetite, and only mild binging tendencies, but no ED behaviors yet. I was still happy as could be, a little insecure sometimes, but I didn't obsess about food and weight. I didn't have a clue what a calorie was and what they meant.I vividly remember something I said to a friend that year that really showcases how an ED was starting...""I feel like I could eat this food right now and I'd still be hungry."" It's so painful looking back at that. I wish I could hug the girl I was 2 years ago. She had such an insatiable hunger within her, likely caused by insecurities and loneliness. That's how I interpret this quote, anyways.Going into grade 11, I gained enough weight to start looking a little less like my usual self. This is the first time I remember eating weird combinations of food in large amounts when I was stressed, bored, and/or alone. I hardly noticed. It's sad, because I didn't really want to. I just thought...someone likes some part of me, so may as well go to them and feel less lonely, right?Over the course of that year, I got to my highest weight ever, and was looking unhealthy. I was still doing my sports, but they were more difficult. Sometime in that year, the shame after eating started. I realized how much weight I had gained and I was embarrassed that people had to look at me this way. Family members made comments. I tried to diet and lose weight, and that just caused more self hatred when I binged.The summer after grade 11 began, and I was doing a 4 week camp for my sport. I was still using eating disorder behaviors, but I still rapidly lost weight and muscle. I knew I had a problem at this point, but my happiness from the weight loss overshadowed my concerns.
I got compliments from family members. Some mothers of the girls I play sports with said ""you're so skinny now!"" They thought they were being nice, but this was toxic. Grade 12 (this year) started, and I was terrified of gaining weight, and of subsequently disappointing myself and others (including my family, and those moms who made the comments).This is when everything took a turn for the worst. Since September, I have felt suffocated and trapped. Every moment of my day is spent thinking about food and weight. What should I eat next? How can I eat the lowest calories possible? Have I gained weight? I can;t go a day without thinking about the weight of myself and others. I cried after I ate and my stomach felt extremely full, most times after a binge. My binges this year have been so bad, I have not even been able to walk afterwards. I just lie in my bed and cry. I despise myself so much. I constantly would take pictures of myself all year and compare them to pictures from the summer to see how much I gained. I have been so consumed by this, I can barely focus in school. I don't want to go to social events or hang out with my friends, I lie in my bed and cry before I go, if at all. I put a blanket over my mirror because I get depressed when I see myself. Now, it's a month away from prom and I'm trying to use eating disorder behaviors, but I still binged today. I haven't gained everything back, but in my mind, I may as well have.
I was in a really dark place in March, and tried disordered eating behaviors, but it hardly worked. So I'm just stuck with all this weight I've gained.
My family refuses to acknowledge this, probably because I'm at a healthy weight. They still call me a rat and a pig if food goes missing.I'm going to the doctor for a physical soon, and I think I may need help. I want to tell my dr everything I said here, but I'm afraid. She's a no nonsense type of doctor, and often dismisses health concerns. As well, I'm afraid I won't be taken seriously because:-I am at a healthy weight
-She will think I am just an unhealthy eater, and need to learn how to eat better because I don't know how
-My parents don't take it seriously, so why would my doctor (granted, I haven't told my parents absolutely everything I've written here, particularly the mental struggles)
-I'll be treated, and not be allowed to lose weight in the process. I hate the weight I'm at right now, it's not comfortable at all.Any help is greatly appreciated :)",_admin_moderator,"Tue,05/21/2019-9:35am","Dear icanandiwill33, we would","Dear icanandiwill33, we would like to let you know that we edited your post to remove detailed descpriptions of sexual harassment and mentions of specific food, which is not allowed on the forums. You can review our community guidelines here. We are very sorry to hear that you went through such an experience. Our forums are for eating disorders only but you can contact RAINN to get help for those issues. Thanks for your understanding and please continue posting! ",,,,,,,,,,,,,,,,
254,Marksmith0087,05/20/2019,How do I need to approach eating when starting my recovery?,"My ED is anorexia nervosa...I just got a complete checkup from the doc and everything checked out fine. I'm male. I do not currently have the help of a dietitian although am currently trying to get that squared away. For now, I'm trying to get started on my own until that comes together.I'm not sure what the healthiest approach is however when trying to gain weight. Do I count calories and aim for a certain number? Not count and just eat a certain amount of times per day?How did you guys approach this when starting your recovery?",_admin_moderator,"Mon,05/20/2019-3:22pm","Dear Marksmith0087, we would","Dear Marksmith0087, we would like to let you know that we slightly edited your post to remove weight and height numbers, which are not allowed on the forums. You can read our community guidelines here. Thanks for your understanding and please continue posting!  ",,,,,,,,,,,,,,,,
255,equillibrium,05/21/2019,Do I even need recovery or just counseling?,"I have been struggling with this problem for the past month and it’s been affecting my mental health a lot. For a large part of my life I had been overweight and dealt with body image issues beginning middle school, but I lost a lot of weight going into high school and I became really thin. I maintained that weight for the first 2 school years until I met the love of my life during my 11th grade year, and that’s when all the weight gain began, due to the endless amount of weekend dinner dates and indulgences. But as they say, the honeymoon phase goes away and along with that, went my distraction from my body. I had a physical check up at that time and my doctor informed me my BMI was higher than what was healthy and I didn’t worry much.. After all I was taking boxing classes a few times a week. My boyfriend has his senior prom this year and since he’s taking me, I wanted to look “perfect” and decided that I needed to lose a lot of weight.. That’s what kickstarted everything. At first I attempted a “healthy” route at losing weight by just eating more nutritional whole foods but that quickly turned into heavy restriction and having safe foods I would eat every day. safe food every day along with intense workouts really depleted me. I was terrified of eating out and had to count every single calorie going into my body, which wasn’t much... This turned into a binge/purge/restrict cycle and I was miserable.. lost my period, my happiness, my sex drive, hunger cues, etc. This went on for about 3 months until I decided I was going to get better and not be scared of food so I began upping my calorie intake little by little while still losing a lot of weight. Still obsessively counting calories, exercising but I was eating a lot more than before. I eventually got to the point where I was eating more. My doctor gave me supplements and my metabolism slowly got better and I got my period back (i’ve had it twice since then). My question and genuine concern is.. I didn’t recover on the minimum calorie guidelines but I feel nutritionally restored at this point BUT my hair continues to fall out and my nails are super thin still, and of course I restrict still but not as much. I stopped counting calories a couple weeks ago, began eating whenever I felt I needed to and I have gained some noticeable weight back on these lower calories.. My mental state is at my worst currently, I’m terrified of gaining all that weight back and I have had disgusting thoughts about myself. Do I need recovery, or just counseling? I don’t want to eat more than I need to and end up overweight again..",_admin_moderator,"Tue,05/21/2019-3:06pm","Dear equillibrium, we would","Dear equillibrium, we would like to let you know that we edited your post to remove numbers for calories as well as specific details about food intake, which are not allowed on the forums. You can review our community guidelines here. Thanks for your understanding and please continue posting!  ",,,,,,,,,,,,,,,,
256,sportygirl,05/15/2019,From Lovato_ - Concerned about my habits/behavior,"Hello, I am not sure if this is place for my concerns but after reading some of the other comments I figured it was worth some discussion. I am also not sure if I am developing an eating disorder, and although I understand no one here is a doctor I figured I would reach out for some opinions before talking with my own doctor about these issues I've been dealing with. Some background info about myself is that I have been diagnosed with GAD, BP II, PTSD, and have not yet had BPD ruled out. I am 24 years old, and have been overweight for almost all of my life with brief periods of consistent and healthy exercise, and have been consuming a vegan diet.. About two months ago, after a long period of no activity, I was at my heaviest. After a yearly check up with my primary physician, my blood work showed that my cholesterol was higher than ever, and my liver enzymes were being affected in an unhealthy way. This to me was my final wake up call to make a change in my life, and ever since I have been on a spiral of obsession. In an effort to lose weight fast I began to work out vigorously every day. Weight began to slowly come off, but no matter how much I lost in one week it never felt like enough. I've started consuming a certain amount of calories every day and this was working for me, but I'm worried about the long term affects it will have on my relationship with food and my overall health. It has taken a toll on my relationship at home and with friends because I am constantly worried about ingredients in meals being prepared for me that I have just found myself eating separately from everyone else when I can. I always make sure that I am getting enough essential nutrients, but it seems that more often than not I am finding myself eating less and less to lose the weight. I have started pre planning meals days in advance and if I know that one day will be more dense than another, I find myself restricting. I know that this behavior is dangerous but I can't find myself stopping. Every time the number on the scale goes down, my mind sees it as progress and I become extremely fixated to keep going. With stress from graduate school and the addition of food obsession and worry, my anxiety has been the worst it's ever been, so much that I have started to concern myself with other health issues in my body that I worry my eating habits may have affected such as my heart and brain. It has gotten so bad that I have had trips to the emergency room in fear that something is wrong with my heart. Long story short, I am worried that I am developing eating disorder behaviors, if I have always had them, or if this is mania for me. I will be talking to my doctor about these issues, but wanted to express my concerns with a community that may understand how I'm feeling, even if it's just for a brief moment.",_admin_moderator,"Wed,05/15/2019-8:18pm",Medical Signs and Symptoms ,"Here are some signs and symptoms to keep an eye out for Lovato_: The following are just some of the signs of a serious problem that demands immediate medical attention:• accidentally or deliberately caused themselves a physical injury• become suicidal• confused thinking and is not making any sense• delusions (false beliefs) or hallucinations (experiencing things that aren’t there)• disoriented; doesn’t know what day it is, where they are or who they are• vomiting several times a day or has uncontrollable vomiting or diarrhea• experiencing dizziness or fainting spells• too weak to walk or collapses• painful muscle spasms• complaining of chest pain or having trouble breathing• blood in their bowel movements, urine or vomit• a body mass index (BMI) of less than 16• an irregular heartbeat, and fast heartbeat, or very low heart beat (less than 50 beats per minute)• cold or clammy skin indicating a low body temperature or has a body temperature of less than 35 degrees Celsius/95 degrees Fahrenheit Or any other serious medical concernsIf you experience anything on this list, we highly recommend seeking medical attention as soon as possible. Another option is 911. ",,,,,,,,,,,,,,,,
257,tiff0089,05/13/2019,Thank you and More Questions :) ,"Hello everyone, First I want to say how truly grateful I am to these forums. I really appreciate how everyone here is so supportive and offers such excellent advice and insights. This is so valuable for people like me who are in the very early stages of understanding the ED and how it has had power over me for much longer than I have realized. I am trying very hard to go against the ED voice, but I am finding that I cannot deny it for more than a day or two at a time. After I eat, I feel extremely guilty and go back to restricting and counting calories. Eating makes me feel like I have lost control and like I have failed at something. And as much as I hate to admit it, eating does make me fear that I will not only gain weight, but become fat. I now understand that these things are part of the ED and that many others who fight EDs have these very same thoughts, fears, and behaviors. These feelings are what make it so hard for me to sustain regular eating. I am wondering how one even begins to go against these fears and feelings? How can I begin to see eating as something healthy and purposeful and not some shameful practice that I need to abstain from?  Thank you again for everything so far. I deeply appreciate everyone here <3",_admin_moderator,"Wed,05/15/2019-8:05pm",Resources ,"Hi, iwanttolive, since you had mentioned self harm we just wanted to provide you with some resources in case you need them in the future: Crisis Textline: Text ""NEDA"" to 741-741 or www.crisistextline.orgS.A.F.E: (800) 366 - 8288 or selfinjury.com Please take care. ",,,,,,,,,,,,,,,,
258,jarussell,05-11-19,Appetite,"I have not been formally diagnosed with an eating disorder, but I think I have one. Throughout my whole life I've struggled with my appetite. It's been extremely bad these past few months. I always feel nauseous when I wake up, and I find it difficult to eat certain meals. When I do eat, it leads to me experiencing ED symptoms and behaviors. I seem to have lost the ability to feel hungry. I don't know what to do.",_admin_moderator,"Sun,05/12/2019-8:54pm",Welcome to the forums!,"Hi jarussell, thank you for posting, we welcome you to the NEDA forums. We just wanted to let you know that we had to slightly edit your post due to the mention of specific behaviors, which may be triggering to others. For more information about the community guidelines,please visit https://www.nationaleatingdisorders.org/forums/community-guidelines. We encourage you to keep posting and using the forum to find support! The NEDA helpline is also another useful tool for finding assistance. Give them a call at 800.931.2237 or chat with them online (http://www.nationaleatingdisorders.org/helplinechat) M-TH 9-9 EST and F 9-5 EST. I hope you find the support you are looking for!",,,,,,,,,,,,,,,,
259,moranam,05-12-19,how to ask for help,"I am 17 years old and recently food has become an obsession. When I'm not eating I want to be and when I am eating I hate myself. I've been restricting calorie intake so much that I've dropped weight in the past two months. It would be more to be honest but every few days I will stop restricting  because I'm so hungry and craving everything and I binge eat. I don't know what to do anymore, and I think part of the problem is that since I've lost weight I've gotten so much positive reinforcement from my friends and family. My mom makes comments about it and is so happy because she's always tried to get me to drop weight. But now I'm stuck in this cycle and weighing myself constantly and even my boss had to talk to me to tell me that I have been spacing at work and not being a very good employee and she doesn't know why. I have headaches and am dizzy and irritable. But I don't know how to say anything when my mom is so proud of me and the number on the scale is dropping because when that number drops I feel accomplished. But as soon as that number goes up I'm back to misery. I'm just not happy and I'm not sure what to do. If anyone has any advice I would appreciate it. Thanks for listening.",_admin_moderator,"Mon,05/13/2019-3:21pm","Dear moranam, welcome to the","Dear moranam, welcome to the forums! We would like to inform you that we slightly edited your post to remove weight numbers, which are not allowed on the forums. You can review the community guidelines here. You also mentioned that you were feeling dizzy. Dizziness is a sign of a medical emergency that requires immediate medical attention. The following are just some of the signs of a serious problem that demands immediate medical attention:
Please stay safe and continue posting! ",,,,,,,,,,,,,,,,
260,jakthebomb,05/13/2019,I am conflicted / trying to get better,"I don't know how to start this post or know what questions to ask.  I was recently diagnosed with Anorexia Nervosa, Restricting Type.  Part of me is in shock, another part is in denial.  I am also conflicted about getting help and recovering from this.  I feel that I have a logical side of me that is saying you need to eat more and take better care of yourself.  Then there is another side of me that is instilling guilt after I eat anything.  It is a constant battle, every single day.  I have friends that really don't understand what is going on.  They yell at me to ""Just Eat"" as if it is something I can do on a whim.My psychiatrist told me I must eat a minimum of calories a day (I am omitting numbers since I know it is not allowed). When she said the number, my immediate reaction was panic and defensive.  I told her F* NO.  After the appointment, I was mad at myself for reactivating the way I did.A month went by and I had my follow-up appointment.  She took my weight to see how much change occurred.  I asked her to not tell me as I have been avoiding scales like the plague.  I didn’t realize the information would be included in my after visit summary.  It showed quite a bit of loss vs a month prior.  I was filled with joy that it went down.  It is like a deep part of me is happy that I am losing weight, it also doesn’t seem to care how I achieve this.  I feel that I’d rather be dead than fat and ugly.I am proud of myself when I go so long without eating anything.  It is like a challenge I give myself, to see how long I can hold out.  When I do eat, I feel like a failure.  I say to myself over and over, you are being bad Catherine.I often watch stories about others who have struggled with this.  I look at their lowest weight as a goal to achieve rather than something to avoid.  Seeing them recover by being forced to eat or a NG tube gives me panic.Part of why I am posting this, it has gotten to a point where my work is being affected.  I am forgetting things; I feel weak and almost lose focus when driving to and from work.  But I also feel like I can’t do anything to help myself.  I work 5 days a week and don’t have time nor the money to go to a in-patent care or hospital.I am sorry that this all seems out of whack and just a bunch of random thoughts.  I have been trying to understand how I got to this point and push myself to get better.Thanks,
Catherine",_admin_moderator,"Mon,05/13/2019-3:44pm","Dear Catherine,You mentioned","Dear Catherine,You mentioned that you feel weak and lose focus. These are signs of a medical emergency that requires immediate medical attention. The following are just some of the signs of a serious problem that demands immediate medical attention:
Please stay safe and do not hesitate to contact the NEDA Helpline if you need help with treatment and support options! ",,,,,,,,,,,,,,,,
261,gg_77,05-02-19,Don't know where to start....,"Hi everyone! I am new here, and am not quite sure where to start. I have a history of eating disorders in my family. Both my parents had/have eating disorders, my extended family have eating disorders, and so on. I have always grown up around people who either eat way too much to stuff emotions or question every food decision you make, saying ""are you sure you want to eat that?"" I struggled with weight in high school. This was not due to any particular problem, just that my curves grew before I did: I grew out then up. Last summer, I went into therapy for severe OCD. This OCD didn't bleed over into my eating habits, though. I guess I have always been afraid of that. But here I am now, almost a year later. My OCD is manageable, but my eating habits are out of control. I am into weightlifting and love working out. I have a healthy relationship with the gym. One of my family members had exercise bulimia, so I make sure to not get to that point. But my eating is out of control. My cravings are absolutely wild and I give into them, I cannot resist them. When I have nothing to do, I eat. Not to fill any holes in my life, not to stuff emotions, I just can't stop thinking about food. I eat when I am not hungry, I obsess over some type of food, and I cannot stop. I want to stop. But, I don't know how. Where do I start? How do I stop these twisted cravings and thoughts and feelings of guilt after eating anything. I feel like a different person when I reach for food, I feel like I am lusting after it instead of using it to feed and fuel my body and my brain. Please help. I don't know where to start.",_admin_moderator,"Fri,05/03/2019-2:28pm","Dear gg_77, welcome to the","Dear gg_77, welcome to the NEDA forums! We would like to let you know that we slightly edited your post to remove specific mention of food, which is not allowed on the forums. You can review our community guidelines here: https://www.nationaleatingdisorders.org/forums/community-guidelinesPlease continue posting!  ",,,,,,,,,,,,,,,,
262,JJChambers12,05-06-19,Purging without meaning to?,"I don't know if I really technically have an eating disorder, but I guess my relationship with eating/food isn't the best. Lately I've been calorie restricting, which I've done before, but then every few days I will like buy food and eat half of it in one sitting. Then I guess I just purge, without really meaning to? Or I guess I kind of want to, but I don't even have to make myself force to start if that makes sense? This has happened after each time I've eaten for the past 2 days and I wasn't sure if I should be concerned? I'm at a healthy weight and bmi, but the lack of control in the situation is a little unnerving. And it's honestly gross. But worst of all I usually get this glad feeling when it starts, like now even my body is making it easy for me to not eat/purge? Has this happened to anyone else? Will it stop? I don't even know if this the right forum to be asking this question, I'm so sorry if it's not!",_admin_moderator,"Wed,05/08/2019-2:07pm","Dear JJChambers12, welcome to","Dear JJChambers12, welcome to the forums! We would like to inform you that we slightly edited your post to remove language about specific eating disorder behaviors, which is not allowed on the forums. You can read more about our community guidelines here. Thanks for your understanding and please continue posting!  ",,,,,,,,,,,,,,,,
263,justtryingtofin...,05-04-19,Chew and spit,"Hi,
After overcoming anorexia I was on my road to recovery when I began to chew and spit, it has now become and everyday occurrence  where I go and buy a certain food and then spit it all out or as much as I can, I have gained all my weight back which doesn't help the sensation. I try to quit everyday but can't seem to stop. I have tried therapy and different apps but still find myself doing it. Has anyone ever experienced this or know how to make it stop. I just want my life back and not think about food and my next binge all the time. I have trouble getting my school work done because I am preoccupied",_admin_moderator,"Sun,05/05/2019-3:57pm",Post Edited,"Hi justtryingtofin...,We are glad to hear that you are finding support here on the NEDA forums. A portion of your post was edited and deleted due to the mention of specific foods that may be triggering to other members of the forum. Our community guidelines are always available to review here: http://www.nationaleatingdisorders.org/community-guidelines . In the event you need further assistance, please do not hesitate to call the NEDA helpline at 1-800-931-2237 (Monday-Thursday 9:00am-9:00pm, Friday 9:00am-5:00pm EST). ",,,,,,,,,,,,,,,,
