,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
21,molly123,05/23/2019,New to this ,"Hi, my 15 year old daughter has been struggling with bulemia for about 7 months now. She came to me about two months ago asking for help. Admitted that it was getting out of control and she was scared. After going to numerous psychologists, we finally found one that specializes in eating disorders and she has started therapy (once a week). We've only been twice so far so I haven't seen any changes this soon.  I think she uses behaviors at least 4 times a week if not more. She uses behaviors right in front of me,  she doesn't hide her disordered eating. It is so heartbreaking when I see her doing it,  especially when I know what she will do next after the eating is done. I get so frustrated, sometimes I just want to tell her to please stop eating, but I know I shouldn't do that. Another problem is that her best friend has an eating disorder(sometimes I wonder if she has a lot to do with what my daughter is going through now) the friend was self harming back during the summer and I found out my daughter had started to self harm around Thanksgiving. She did that for about two months.  That's when the eating disorder started. Her friend also convinced her that smokimg would help with her anxiety and food cravings. I found out that my daughter had bought one from a kid at school and has been using it for about a month now. Is it wrong of me to wish that this friend would move to the other side of the world?? Ugh I just don't know how to handle all of this. Any advice is appreciated.",_admin_moderator,"Thu,05/23/2019-2:39pm","Dear molly123, we would like","Dear molly123, we would like to let you know that we edited your post to remove descriptions of specific eating disorder behaviors, which are not allowed on the forums. You can review our community guidelines here. You also mentioned that your daughter has been self-harming. This number is really important to have: (800)-273-8255 or text ""NEDA"" to 741741 immediately for support.  Your daughter can also find immediate support through these websites:
Hope you can find support on our forums. Please continue posting! ",,,,,,,,
22,MurphysLaw,04/23/2019,Anyone else in a holding pattern or plateau,"My daughter is 17 and struggled with an ED for almost 2 years now.  She was never hospitalized but lost significant weight over a 3 month span and ended up passing out at her lowest weight.  She has been seeing a therapist who has been instrumental in her recovery.  That being said - it seems she is in a holding pattern - physically out of danger and for that I am so thankful and grateful, but emotionally stuck.  Not sure that really makes sense??  She just had a physical and was back up in the 30% for girls her age so that is amazing progress but it's more of what goes through her mind that concerns me.  I realize recovery is not linear and that you can't flip a switch but I guess I was naive in hoping there would be a time when it would be behind us or that I could selfishly put it down.  I try very hard NOT to powerstruggle about food choices but then I find myself thinking ""Really???  You are going to try to have this for snack - like are you kidding me???""  But then I realize well her friends all ate the same thing so that is pretty normal that she would ask for them.
 And I know it's not about a rice cake - it's about control, shame, independence. progress, setbacks and so much more.
In talking with her therapist I know that any judgement or frustration is so counter productive yet sometimes I fall into a mode where I want her to realize how hard I am working - BUT then I think wow if this is hard for me and she doesn't want to hurt me it must be so hard for her.  I am just wondering how other parents continue to support their teens - or how they find ways to separate what is a ""normal"" teen attitude and what is food restriction or active resistance?  I try to support her but I know she perceives my frustration which makes me feel guilty b/c I know that is detrimental to her progress.  Should I take a step back and be patient and thankful or keep nudging her forward.????
Thanks for any advice",_admin_moderator,"Thu,04/25/2019-10:32am","Dear MurphysLaw, thanks for","Dear MurphysLaw, thanks for posting! We would like to let you know that we slighlty edited your post to remove metions of specific food items, which is not allowed on the forums. You can review our community guidelines here: https://www.nationaleatingdisorders.org/forums/community-guidelines. Please continue posting!",,,,,,,,
23,jongi,05/01/2019,Advice please,My daughter has recently been diagnosed with eating disorder. I've researched about it and I've read in an article that massage therapy had another impact on some patients such as decreasing many patients' dissatisfaction with their bodies and improved their mental self portrait. So I decided to go to a spa and have my daughter avail their services. We just started last week but I'm thinking if I'm doing the right medication/treatment for her...what should I do?,_admin_moderator,"Wed,05/01/2019-11:14am","Dear Jongi, welcome to the","Dear Jongi, welcome to the forums! We would like to let you know that we slightly edited your post to remove the outside link, which is not allowed on the NEDA forums. You can review our community guidelines here: https://www.nationaleatingdisorders.org/forums/community-guidelines. Please continue posting! ",,,,,,,,
24,JustWantMyDBack,04/09/2019,Making the decision to go residential,"Hi everyone,I'm looking for advice on making the decision to enroll my daughter in a residential program for Anorexia.She is 14yr old and was diagnosed in January 2018 (15 months ago).  She did an 11 day hospital stay and we've been managing her illness with the support of an FBT therapist.  Actually multiple:  we originally spent the first 8 months with one via an FBT research study, then we stayed on our own for a while, and now we have a new therapist and a dietician that we really like.We've been able to keep her weight stable and close to her targets, but her anorexic behaviors and willingness to see this as an illness that she wants to fight have not budged.  In some ways, things are worse now than when she first got out of the hospital.  Then, she was eager to do what it took to get her freedoms back, but now she's depressed and has resigned herself to us ""controlling her life"" (her perception) and there's no light at the end of the tunnel for her.On the other side, my wife and I are so incredibly burnt out... plating her food, having lunches with her at school, taking tons of time off work for therapist/dietician/medical appointments, having the predictable arguments and dealing with the tantrums (including the rage-filled moments where she'll get violent and start hitting (anger mgmt issues as well)) is taking a major toll on us and the family as a whole since this process has gone on for so long.  We keep hearing that if she gets to and can stay at some magic weight that eventually she'll start to shift her mindset and we just don't see that happening and are losing hope.  :-(My question for the community is at what point, and how did you come to the decision for your child that home care wasn't going to work, and that you needed to enroll your daughter in a residential program?  And if you did, how did it turn out and would you do it again?I know that we can't talk about particular programs here, but I'd also be interested to know based on your experiences what kinds of questions I should be asking to ensure we get a good fit should we decide to go this route.Thanks in advance,David",_admin_moderator,"Thu,04/18/2019-9:25am","Hello, We would like to let","Hello, We would like to let you know that we edited your post to remove your email address. As per our guidelines sharing personal information is not allowed on the forums. You can review our community guidelines here: https://www.nationaleatingdisorders.org/forums/community-guidelines. Please continue posting! ",,,,,,,,
25,scaredmom1322,11/19/2018,"The at HOME help that no Doctor, Psychologist, or Psychiatrist can give me","HI! My name is Amy, and I am the mother of a 12 year old girl that is suffering from anorexia. My daughter's struggle begin last spring when she started losing weight because a boy started teasing her about being a FAT COW!!! She begin this journey weighing in the triple digits last spring, to a low double digit as of recent. I took her to the Doctor in May 2018 with concerns and the Pediatrician told me she was in the normal weight range and her BMI was in normal range, and I got told she was an active girl, and was doing just fine!!! That was when things slowly begin to slip. I told the Pediatrician it wasn't the fact that she was in ""normal range"" it was that she had lost a certain number of pounds which is a HUGE weight loss for a child in the 6th grade. He assured me, that there was NOTHING wrong with her, of course in my heart I knew differently.The summer went on, and the weight continued to poor off of her. They told me that I would need to bring her back to the Doctor for a three month check up and lab work and I decided to try taking her to a Family Medicine Professional instead of the Pediatrician.In August 2018 she was down again, and the Family Medicine Doctor thought it was time to have her see a Clinical Psychologist. She begin seeing a Clinical Psychologist August 6, 2018. During the first 6 weeks of the visits with the Clinical Psychologist were spent with my daughter, the Psychologist, my husband, and myself. WE would go to sessions and I would do 95% of the talking and I wasn't sure why she wasn't spending any individual time with our daughter.She started seeing her alone, and some sessions were good, and some were not productive at all.....She felt it was appropriate to move her visits to bi-weekly with her progression. My daughter seems to relate o.k. to the Psychologist but, I am not convinced she is 100% the best fit. I would like her to spend more time with her, and less time visiting with us (mom and dad)Approx, 2 weeks ago she had a re-check up and it didn't go so well this time. She was directly admitted from the Clinic to the hospital for dehydration and low BP. She was back down to her double digit low. Her lab work came back perfect, EKG's came back normal, and she HATED being in the hospital.She stayed two nights, and she was very sad while there. It was very scary for all of us.
She is now seeing a Psychiatrist, Psychologist, and and doing weekly weigh-ins. She says she wants to get better, says she is too skinny, but her behaviors show otherwise. She does the sneaky things at meal time. (Dropping food, throws it away when not looking)
But, desperately says she wants to get better. I am looking for at HOME advice.....
-We are currently doing a meal plan of 6 meals per day.
(Small meals)
-What do other parents do to encourage their child to eat?
-How do you find a fine line between Screaming and yelling to not saying much of anything at all?
-Do any parents use reward systems for their child?
-We are currently using POSITIVE reinforcement every time she does something good, but it just doesn't seem to be enough
-How do parents Cope with the moods and depression
-Have parents tried an anti-depressant and has it been successful for them and their family.
-What tips can you give me to make the home life more comfortable for my family and II know this is a lot of information but I am looking for support. Any information and help is much appreciated.
Thank-you!!
Amy",_admin_moderator,"Wed,11/21/2018-12:11am",Hello and welcome to the,Hello and welcome to the forums scaredmom1322. Your post has been slightly editedt to more adhere to the community guideliness. Users are discouraged from sharing specific numbers.    https://www.nationaleatingdisorders.org/forums/community-guidelines    Thank you and please continue posting.,,,,,,,,
26,mauricio.malago...,03/23/2019,Orthorexia/anorexia,"Hello everyone and thanks for being on this site. First time I ever joined a forum. Let’s get right to the point. My 12 year old daughter was diagnosed with orthopedic/anorexia nervous while in the ICU. She did 2 weeks in hospital, 2 weeks inpatient, 3 months outpatient. She is finally back at home. I am a father and divorced 50/50% custody.   Meals are difficult as you can imagine and with orthorwxia even more as I don’t necessarily disagree with eating healthy and my daughter has no issue with her weight, actually is happy when she maintains or even gains, to get out of the programs.  Still she is anorexic as she needed hospitalization.  My ex and I are amicable and on the same page usually. My issue is this and all help is appreciated. My ex has issues with all programs my daughter has entered. She has shown disdain for all medical professionals in front of our daughter and feels she is not getting the correct treatment.  This in turns emboldens my daughter to feel she is right in thinking these programs are useless and Shenzhen knows what she is doing.  I have had my issues with her treatment teams throughout but the difference is, I have absorbed much information about the disease and the treatment and understand their plan. My ex wife and daughter feels she needs emotional therapy and that the concentration thus far has only been on her relationship with food.  I’ve explained the whole “anxiety wont kill her/ but an ED will”
Now we were accepted into a research program but now the ex is finds no issues with this as well and in front of my daughter again so she will feel like she can quit with her mother’s blessing.  Her mom now says that the only good treatment are the ones that I simply can’t afford. I do not believe that money is the answer and the more you spend the better therapy you will receive.   How do I get an ex wife to read and understand why solving the disordered eating is the first and most important issue to confront instead of just saying it is not enough.  We are finally going to receive some FBT and learn how to help feed our daughter.  It seems they argue a lot when she is feeding her and she is giving up. My daughter entered the hospital in November 2018 after a very rapid amount of weight loss in less than a certain amount of time. Any help is greatly appreciated",_admin_moderator,"Sun,03/24/2019-9:35pm",Post Edited,"Hi mauricio.malago..., We are glad to hear that you are finding support here on the NEDA forums. A portion of your post was edited and deleted due to the mention of specific numbers that may be triggering to other members of the forum. Our community guidelines are always available to review here: http://www.nationaleatingdisorders.org/community-guidelines . In the event you need further assistance, please do not hesitate to call the NEDA helpline at 1-800-931-2237 (Monday-Thursday 9:00am-9:00pm, Friday 9:00am-5:00pm EST).",,,,,,,,
27,WorriedMom13,02/16/2019,Any help appreciated,"My son is 13. He has been a picky eater since he started eating solid food pretty much. Over time, it has gotten much worse. He will say he is hungry, but nothing sounds good. No matter what I suggest, I usually hear, ""That doesn't sound good."" He will eat only about a dozen things. And food items keep dropping off the list. He used to like a certain food, but won't eat it anymore-no good reason-he says he doesn't like it. He is NOT intentionally anorexic. He WANTS to eat, but can't force himself to if something doesn't 'sound good' to him. Feeding him is my number one worry and stress. He ends up eating alot of fast food because that is what I can get him to eat at times and he doesn't like more than a couple of things I make. He is now starting to say he doesn't like fast food-so the list is dwindling even smaller. He is in a certain percentile in weight for his age/height. He also hates this. He is a very anxious child and exhibits some OCD tendencies.
I have never heard of this type of eating disorder issue before. His doctor doesn't seem to be much help. I have had him to counseling for anxiety and that didn't help at all. I feel this may be a brain chemistry issue and don't know where to turn. Has anyone else had an issue similar to this?",_admin_moderator,"Wed,03/06/2019-12:52pm",Post Edited,"Hi WorriedMom13, We are glad to hear that you are finding support here on the NEDA forums. A portion of your post was edited and deleted due to the mention of specific numbers and foods that may be triggering to other members of the forum. Our community guidelines are always available to review here: http://www.nationaleatingdisorders.org/community-guidelines . In the event you need further assistance, please do not hesitate to call the NEDA helpline at 1-800-931-2237 (Monday-Thursday 9:00am-9:00pm, Friday 9:00am-5:00pm EST).",,,,,,,,
28,caringdaddy0325,07/29/2018,My DD is ill and I feel helpless and hopeless,"Hi
I have a 17 year old daughter that has been diagnosed with depression, anxiety and anorexia. For the past couple of years i thought something was wrong but could not figure it out and my dd had not been forthcoming to her therapist.  Last month i found out my dd had been harming herself over a 6 month period, drinking, smoking, sneaking out of the house, lying, manipulating, dieting and exercising ( she is thin ) being promiscuous and she has a 4.0 GPA taking all honors and ap classes and plays to high school sports.
She has been in a PHP day program for about 4 weeks, last week stopped eating over the weekend because she had ex-boyfriend trouble and ended up in the hospital for dehydration.
I am so lost.  I don't know how to handle meal times on the weekends and evenings when she is not at program.  I have her meal plan, list of food and exchanges but she is picky, does not want to eat and I want to make food she will eat and likes.  It's a vicious circle.  She will eat when we go to a restaurant but that's not sustainable.  I don't understand.
She sits on her phone and the couch, barely talks and has told my wife that she has done a lot of ""bad things"" and has shame, but she is not willing to share this.  I believe it will help her get out of shame by getting it off her chest.  I honestly don't care what she's done or has happened.  i believe she can develop better morals, values and charater traits going forward.
She asked the Dr. to discharge her tomorrow.  She has been there for 4 weeks and barely seems like anything is different about her.  It seems like she thinks her way to wellness almost delusional but her behaviour and actions don't really seem like that.
I really don't know where to begin or what to do. Seems like i just want to help her eat and stay alive.  Seems like such a low bar.  Please help me with suggestions, insight and direction.  I am struggling.  I need some reality from a person in this forum that has similar experience or situation.
Thank you so much.",_admin_moderator,"Thu,01/10/2019-7:38pm",Resources ,"Hi, caringdaddy0325, we're sorry to hear about what's going on with your daughter. We understand the delay in our response but we wanted to provide you with some information in case you may need to know this now or in the future. Just because you mentioned she's been harming herself, we would like to provide you with with numbers and websites she can reach out to. Crisis Textline: Text ""NEDA"" to 741-741 or www.crisistextline.org National Suicide Prevention Lifeline: (800) 273 - 8255 or www.suicidepreventionlifeline.org S.A.F.E: (800) 366 - 8288 or www.selfinjury.com Just because you also mentioned that she had experienced dehydration in the past, we wanted to provide information on the signs and symptoms of a medical emergency. The following are just some of the signs of a serious problem that demands immediate medical attention:• accidentally or deliberately caused themselves a physical injury• become suicidal• confused thinking and is not making any sense• delusions (false beliefs) or hallucinations (experiencing things that aren’t there)• disoriented; doesn’t know what day it is, where they are or who they are• vomiting several times a day or has uncontrollable vomiting or diarrhea• experiencing dizziness or fainting spells• too weak to walk or collapses• painful muscle spasms• complaining of chest pain or having trouble breathing• blood in their bowel movements, urine or vomit• a body mass index (BMI) of less than 16• an irregular heartbeat, and fast heartbeat, or very low heart beat (less than 50 beats per minute)• cold or clammy skin indicating a low body temperature or has a body temperature of less than 35 degrees Celsius/95 degrees FahrenheitOr any other serious medical concernsIf she has experienced any of the above, we highly recommend seeking medical attention as soon as possible. Another option is 911. ",,,,,,,,
29,Maido,01/30/2019,First post,"I’ve just discovered my 20 year old daughter is bulimic (she also has PTSD from bullying). She has just come out of a really bad binge/purge cycle.At present she will not see a doctor (we live in an Asian country which is quite backward regarding mental health issues), go to counseling or take medicine but she knows she has a problem and is trying her best I think. Together we are working on a slow self help thing I found online related to cognitive therapy. We are on day 3.So in three days she hasn’t been sick and has eaten regular healthy meals.She is receptive to amino acid therapy and taking supplements and I would like to get advice on this.So far I have ordered a number of supplements and she is beginning to take them. She has had no sugar or processed food either and her cravings are now manageable.Any advice please for a desperate father.",_admin_moderator,"Thu,01/31/2019-12:52pm",Hello Maido and welcome to,"Hello Maido and welcome to the forums! We are sorry you are going through this with your daughter, and hope you find the support you seek on the forums. A portion of your post was edited due to mention of specific foods, behaviors, and supplement names. We are unable to provide medical advice, and our community guidelines can be found here: https://www.nationaleatingdisorders.org/forums/community-guidelines We hope that you continue to post!",,,,,,,,
30,nadanana,01/16/2019,Diarrhea in recovery?,"Hi, I’m currently helping my sister recover at home. She has been on a meal plan since January 1st and has been eating beyond it on most days. The problem is, she has severe diarrhea ever since she started eating- she goes to the bathroom probably around X times a day, if not more. I’ve considered laxative abuse but i don’t think that’s the case. What should I do? Is this normal? Is it advisable to prevent her from earing what she wants, as not to upset her stomach? How do I belp stop it? How do I know when she is in danger? I feel like if we go to a doctor they will put her on a very strict diet like if she hd the stomach flu, and I think that would pull her back into restricting. This is a lot of questions but I hope someone has some advice! Thank you in advance!",_admin_moderator,"Wed,01/16/2019-6:15pm","Hi, nadanana, we're sorry to","Hi, nadanana, we're sorry to hear about the concerns you're having in regards to your sister. Just because you mentioned her experiencing diarrhea we wanted to provide you with a list of medical signs and symptoms. The following are just some of the signs of a serious problem that demands immediate medical attention:• accidentally or deliberately caused themselves a physical injury• become suicidal• confused thinking and is not making any sense• delusions (false beliefs) or hallucinations (experiencing things that aren’t there)• disoriented; doesn’t know what day it is, where they are or who they are• vomiting several times a day or has uncontrollable vomiting or diarrhea• experiencing dizziness or fainting spells• too weak to walk or collapses• painful muscle spasms• complaining of chest pain or having trouble breathing• blood in their bowel movements, urine or vomit• a body mass index (BMI) of less than 16• an irregular heartbeat, and fast heartbeat, or very low heart beat (less than 50 beats per minute)• cold or clammy skin indicating a low body temperature or has a body temperature of less than 35 degrees Celsius/95 degrees FahrenheitOr any other serious medical concernsIf your sister experiences any of the above including diarrhea, we highly recommend seeking medical attention as soon as possible. Another option is 911.  Additionally, a portion of your post was edited due to a specific number that might be triggering for other members. Please take a look at our community guidelines: https://www.nationaleatingdisorders.org/forums/community-guidelines. If you need more resources, please do not hesitate to reach out to the NEDA Helpline at (800) 931-2237 (Monday-Thursday 9 AM - 9 PM EST Friday 9 AM - 5 PM EST) or chat with us (top right hand corner). ",,,,,,,,
31,Getwell2019,12/14/2018,My 12-year-old daughter is on a journey of recovery,"It will take a lot of baby steps, I truly get it. Especially in the beginning, it will be slow. I tell myself, be patient, beginning is always hard. The breakthrough will come eventually.At least she has opened up herself to me and expressed that she wants to seek professional help. We got a friend and pastor’s wife involved and she is a beautiful and kind fitness instructor. I am taking my girl to do workout sessions with her, and one premise is that she must eat, or “no eating, no workout”. She used to push herself do excessive workouts and skip meals. My friend and fitness instructor told her to do limited workouts and eat a certain amount and has kindly created her a simple menu framework to follow. She is not following it for sure, I am fully aware, as she intentionally hides herself in washroom at breakfast or dinner times. At least she has stopped doing excessive workout now!!! All those baby steps count...I took her out intentionally tonight and our family watched “Green Book” movie. Eating disorder also makes young girls depressed easily. Being pregnant for 7 months and working full-time, I desperately want my girl recover 100% from anorexia, though feeling tired from carrying a heavy belly around. My hubby totally did not get it, and saw eating disorder as a result of my spoiling our daughter. I yelled and screamed at him, “ stop trying to be one if you cannot make it a good doctor; just be a helper on the side if you do not know how to be a good parent, stopping making the problem worse. Enough on my body already!” Later on I showed him a YouTube video on eating disorder story, he started getting it! I also approached our family doctor and we have to wait until early Jan. There is an eating disorder program run by a local hospital, doing family-based treatments for my daughter’s age. And it does need referral from our family doctor. I am constantly tired and still on medications for morning sickness and heartburn. Plan to work until end of Jan to get top-up allowance during maternity leave. We have to consider the financial reality. I wish I could be off work now to focus on helping my daughter with her eating disorder issue. At the same time, I am sometimes unhappy with her, thinking that she is so self-Centered on her body issue and forgets that her not-so-young mother has to go through pregnancy discomfort all the time! Hope my baby will not pop out too early because of the stress! All in God’s hands...",_admin_moderator,"Thu,12/20/2018-12:43pm","Hello getwell2019, We are","Hello getwell2019, We are glad you are here on the NEDA forums seeking support in taking care of your daughter. Your post was edited slightly to remove specific numbers and behaviors that may be triggering to other forum members. The community guidelines can be found here: https://www.nationaleatingdisorders.org/forums/community-guidelinesThank you, and we hope you continue to post!",_admin_moderator,"Mon,12/24/2018-1:59pm",Resources,"Hi, iwanttolive, since you mentioned past self harm we just wanted to post some resources in case you or anyone on these forums need them now or in the future.  Crisis Text Line: text ""NEDA"" to 741-741 or www.crisistextline.org/get-help-now S.A.F.E: (800) 366 - 8288 or www.selfinjury.com ",_admin_moderator,"Mon,12/24/2018-1:56pm",Medical Signs and Symptoms ,"Hi, getwell2019, since you mentioned constantly feeling tired we just wanted to provide you with a list of some signs and symptoms of a medical emergency. The following are just some of the signs of a serious problem that demands immediate medical attention:• accidentally or deliberately caused themselves a physical injury• become suicidal• confused thinking and is not making any sense• delusions (false beliefs) or hallucinations (experiencing things that aren’t there)• disoriented; doesn’t know what day it is, where they are or who they are• vomiting several times a day or has uncontrollable vomiting or diarrhea• experiencing dizziness or fainting spells• too weak to walk or collapses• painful muscle spasms• complaining of chest pain or having trouble breathing• blood in their bowel movements, urine or vomit• a body mass index (BMI) of less than 16• an irregular heartbeat, and fast heartbeat, or very low heart beat (less than 50 beats per minute)• cold or clammy skin indicating a low body temperature or has a body temperature of less than 35 degrees Celsius/95 degrees FahrenheitOr any other serious medical concernsIf you experience any of the above, we highly recommend seeking medical attention as soon as possible. Another option is 911. "
32,greg9840,11/30/2018,My daughter disagrees about BMI,"Hello everyone,
My 13 year old daughter was recently diagnosed with anorexia nervosa.  She grew over 4 inches fairly recently (she is now 5' 4 1/2"") and simultaneously slimmed down, so my wife and I though she had slimmed down due to rapid growth, so we didn't realize there was a problem with anorexia for several months.  She later admitted she was going days at a time without eating or restricting to only X calories per day at times.  She has been unable to complete her school work due to lack of focus, which has never happened before, so we had her placed on medical school leave.  When we took her to the doctor, he checked her urine and she was dehydrated. I guess we caught this relatively early - her BMI was borderline of healthy weight when at the doctor. We took our daughter to a doctor who specializes in eating disorders, and she said our daughter needs to gain more weight to repair her brain and organs.  My daughter disagrees, saying that a BMI of X is a ""healthy"" weight, so as long as she is at least at X, she is fine.  We have a meeting with a nutritionist next week to discuss BMI in detail, but I was wondering if there is anything we should be telling our daughter in the mean time.  She insists she only has to eat X calories per day with moderate exercise (based on online calorie calculators) to maintain her X BMI.  What is normally recommended for calories at this point, and what are parents supposed to tell recovering children who argue that X BMI is healthy?
Thanks!",_admin_moderator,"Fri,11/30/2018-9:28pm",Welcome to the forums!,"We are glad that you are finding support here on the NEDA forums. A portion of your post was edited due to the mention of numbers, specific behaviors and wording that may be triggering to other forum members. Our community guidelines are always available to review here http://www.nationaleatingdisorders.org/community-guidelines. In the event you need further assistance please call the NEDA helpline at 1-800-931-2237 (M-Th 9-9 F 9-5 EST).Again, thank you for posting, and we hope you will continue to do so!",,,,,,,,
33,[email protected],11/19/2018,Thoughts?,"Hello everyone, I have been lurking around here for a month or so and feel blessed to have so much information in one place.  My daughter is currently in an in-patient treatment facility and is recovering.  What I have learned about ED's has left me trying to obtain more information, I feel bad that I didn't know anything about them in the first place.  How could ED's be what they are and I just had no clue?  I actually feel ashamed to some degree.When I started this journey as a parent I was terrified, and to be quite frank I still am.  I started a journal before she was admitted and I have found it to be a good way for me to vent, or to cope with what is happening.  Writing things out seems to help me.  I was thinking about starting a blog, my intent is to bring awareness to the disease and also share my story as a dad.  I couldn't find the specific answers I was looking for in the beginning of this journey.  I couldn't find any on the facility or anything in general about what the first day would be, or what the 21st day would be.  Maybe by sharing my journal I could help another dad like me that felt like he couldn't breathe when this all started.  I spoke to my daughter about this and she says she is ok with it.  I will not be using her name, but she says everyone knows anyway.  She seems to like what I am trying to do, or at least she says she does.  Before the Monster came we were very close, we still are, but I found out some things that had been happening with her ED that makes me wonder if she is being truthful all the time like she use to be.I guess my reason for the post is what do you think?  I feel something pulling me towards doing it but I don't want to be harmful either.   I look forward to your thoughts.  Thanks in advance.",_admin_moderator,"Fri,11/30/2018-4:04pm",Resources ,"Just because you mentioned past thoughts of suicide we wanted to provide some resources in case you or anyone on this forum needed to contact them: Crisis Text Line: Text ""NEDA"" to 741-741 or www.crisistextline.org/get-help-nowNational Suicide Prevention Lifeline: (800) 273-8255 or www.suicidepreventionlifeline.orgIMAlive: (800) 784-2433 or www.imalive.orgDial Help Inc: Call (906) 482-4357 Text (906) 356 - 3337 or www.dialhelp.org ",,,,,,,,
34,jeune,10/27/2018,Only the Stepmom. Step-daughter in her 30s Grievously Ill,"Hi, Friends,
I've only been my step-daughter's step-mom for a few years. She's become VERY ill over the last year.  Her teeth are so gray that when we saw her last week after not being with her for maybe 6 months from a distance I thought she'd gotten braces.Her diagnosis is cirrhosis due to alcoholism but her dear mom, for some reason, will not consider that she also is bulimic.  What can I as a step-mom to do?  I've been 12 Stepping for a lot of years and have seen so many lives miraculously changed that, though I think her mom and sister have lost hope, I refuse to.  There's no money for treatment, however.  I'm doing all I can to gather info for her sister to present to their mom but am VERY concerned that her disease has progressed this far.  I understand that Adult Protective Services can force someone into evaluation. Does anybody have any advice?Thanks so much!",_admin_moderator,"Sun,10/28/2018-2:30pm",Post edited,"Hi Jeune, Welcome to the forums, and thank you for your contribution! Your post was edited slightly to comply with community guidelines (found here: https://www.nationaleatingdisorders.org/forums/community-guidelines). Please remember to leave personally identifying information and numbers such as height and weight out of the posts to avoid triggering other members. We hope you continue to post. ",,,,,,,,
35,Sealfearn,08/01/2018,My 11yr old DD constantly body checking and self loathing,"Our DD was diagnosed with Anorexia in April having very quickly lost a lot of weight and becoming obsessed with exercise.
We were referred to local child mental health support service and thankfully she has restored her weight but what she is now suffering mentally by her still being completely tormented by the anorexic voice in her head that is telling her she is fat and she is obsessed with body checking in any mirror or reflective surface (shop windows, cars etc)
We have talked about this in therapy and hid the mirrors in our house.
We are now on our summer holiday and I think we have made a stupid mistake as we have chosen a poolside and beach holiday which means she is having to wear a swim suit and sienna the first few hours of the day crippling herself and burying herself because she knows she wants to jump in the pool with her sibling but the anorexia and anxiety won’t let her.
I am trying my best to say encouraging and supportive things and sit patiently with her.  Sometimes just holding her until she finds she can do it.
I am wanting to hear from any other parents who can offer words or phrases that have helped their children. It is so sad to see our girl trapped and locked in her head and we are desperate to help her.",_admin_moderator,"Wed,08/01/2018-12:41pm","Hi Sealfearn, welcome to the","Hi Sealfearn, welcome to the NEDA forums. We wanted to let you know we edited your post to remove specific behaviors that could be triggering to other users of this forum. Please review our Community Guidelines before posting to ensure we keep the forums a space safe for everyone: https://www.nationaleatingdisorders.org/forums/community-guidelines. We are glad you reached out to the forums and hope you continue to post!",,,,,,,,
36,mrsjuliad,08/16/2018,Helpless and scared,"My daughter is 16. She has anorexia, bulimia, anxiety and self harming behaviours.
She is reclusive and refuses to talk about any of her issues. She spends her time shut in her room refusing to let anyone come in. Attempts at engaging in therapy have failed because she says she doesnt wznt to get well nor speak to anyone (except me).
The services offered have been pretty useless.
I have 5 other children....and feel quite scared, helpless and hopeless.",_admin_moderator,"Mon,08/20/2018-4:53pm",NEDA Hotline,"Hi mrsjuliad, we're sorry to see you are having a difficult time. Eating disorders can be a very polarizing disease. As a caretaker, have you looked through NEDA's resources?: https://www.nationaleatingdisorders.org/learn/help/caregiversThis page also contains a Parent Toolkit, which may be helpful for you in talking to your daughter about her ED and preparing both of you for other treatment options.You can always call our NEDA Hotline for more information about speaking to your daughter and seeking treatment in your area. We are available Monday - Thursday, 9 AM - 9 PM EST and Friday, 9 AM - 5 PM at 1-800-931-2237.",,,,,,,,
