,0,1,2,3,4,5,6,7,8,9,10,11
86,Miggi,10/01/2019,Always Thinking About Food,"I remember when I was restricting I would obsess and dream about my next meal. I thought that once I started eating again I wouldn't think about my next meal all the time, but I still do. Everyday, all day, I think about what my next meal will be, when it will be, and how much it will be. It keeps me up at night, and if I go out to eat I rarely focus on the person i'm with but rather on what i'll order. And if I decide to treat myself to a dessert i'll think about how I didn't need it, and feel the urge to restrict. But I can't, because if anyone saw me skip a meal, they'd be upset with me. Not only that, but the only thing that makes the obsessive thoughts go away is just plain saying, ""I won't have a next meal.""",_admin_moderator,"Wed,10/02/2019-6:32pm",Welcome! ,"Hi, Miggi! Thank you for posting. We’re sorry to hear about what’s going on! We hope that you’re able to get the support you deserve here on the forums! We edited parts of your post as specific details could be triggering to other members of the forum. Please take a look at our community guidelines here: https://www.nationaleatingdisorders.org/forums/community-guidelines. If you’re looking for resources, please feel free to contact the Helpline at (800) 931-2237. The Helpline is open Mondays-Thursdays 9AM-9PM EST and Fridays 9AM-5PM EST. During these hours you can chat with us also by clicking the chat now option at the top right hand corner! Please continue posting! ",,,,
87,rhysbun,09/30/2019,"I’m done with recovery, I’ve had it . ","Someone at my treatment center is completely insensitive to the fact that I am transgender / nonbinary and that recovery for me will need to be different than people who don’t have that experience . The risk of having breasts after fully restoring weight would be detrimental to me . I have a hysterectomy surgery coming up next year which I have been cleared for by two doctors, the surgeon and my psychologist and got told at treatment that I cannot be allowed to make such a decision despite it being a life saving surgery as a trans person . I reached out for being suicidal and was told that I’m depressed simply because I’m malnourished . I felt so angry and humiliated and its been a whole week since this happened and I’m still upset . I want to leave the treatment center and recover on my own or with someone else .",_admin_moderator,"Mon,09/30/2019-1:28pm","Dear rhysbun, we are very","Dear rhysbun, we are very sorry to hear about your experience. We would like to pass on some numbers since you mentioned being suicidal. This number is really important to have: (800)273-TALK(8255).  If you don't feel comfortable talking, please text ""NEDA"" to 741741 or visit one of these websites:
Please be safe!",,,,
88,LastOneFastOne,09/21/2019,Relapse,"I think it’s important I come to terms with this. I’m definitely facing a relapse here. I kept thinking I was just having slip ups here and there and that I still had total control, but my friends and coworkers are making frequent comments about my skipping meals, so I think I need to be honest with myself. I don’t know exactly when I strayed from the path but I guess it’s been a bit of a long time coming. I’m ready to make a change and hold others accountable with me - let’s get back on track together!!",_admin_moderator,"Mon,09/23/2019-9:02pm",Relapse and Recovery,"Hi LastOneFastOne. Maintaining recovery is a process, and relapse is a part of that process for many. I wanted to share the link to NEDA’s page about Relapse and Recovery, check it out if you think it might be helpful - https://www.nationaleatingdisorders.org/learn/general-information/recovery.",,,,
89,Blue44,09/30/2019,"Feeling angry, nervous and a little hopeless ",My husband starts a new job soon so our health insurance will change. I’m feeling really nervous about this change. The policy has a high deductible. The plan will start November 1st. It will be expensive to continue my medicine and therapy. I’ve already canceled an appointment with my psychiatrist and I have started cutting back on my medicine. I do plan to continue therapy through October until the new plan starts. This job change had to happen because we have to have a job but I’m really angry that I will no longer have mental health help. I still struggle to eat. I’m afraid of relapse. Also I feel a little hopeless with going off my medicine. I feel very alone and depressed.,_admin_moderator,"Tue,10/01/2019-12:57am",Edited Your Post,"Hi Blue44. Your post had to be edited to reflect our community guidelines (https://www.nationaleatingdisorders.org/forums/community-guidelines). Also, as a precaution, we wanted to make sure you know there are resources if you ever need to reach out for support: Crisis Textline: Text ""NEDA"" to 741-741 or www.crisistextline.orgNational Suicide Prevention Lifeline: Call (800) 273-8255 or www.nationalsuicidepreventionlife.orgIMAlive: Call (800) 784-2433 or www.imalive.orgDial Help Inc.: Call (906) 482-4357 or Text (906) 356-3337 or www.dialhelp.org",,,,
90,alwaysthinking,09/25/2019,Slight slip-up,"I've had a slight slip-up today.  Still very depressed, which has always played a big factor in my eating habits.  Lunch was different.  Then, I had an anxiety attack after my afternoon snack, which did not put me in the best of places for going into supper.  By suppertime, I'd worked up myself into such a depressed state.  I was in my head entirely too much, and I ended up restricting, and later, I exercised more than I needed to for the day.  I'm not beating myself up about it, though.  I made it a week with no behaviors, and I'm really doing all of this on my own.  I don't have a true support system to help me with my eating disorder.  Just like everything else in my life, I'm doing this on my own.  I'm tired of feeling so alone.  Still trying, though.  Going to keep fighting.",_admin_moderator,"Thu,09/26/2019-7:49pm",Edited Your Post,Hi Alwaysthinking - your post had to be edited a little to comply with all our community guidelines. Please refer to this link for further information on what is allowed. https://www.nationaleatingdisorders.org/forums/community-guidelines Talking about engaging in certain behaviors may be triggering for some of our users and we want to make sure all our forums stay a safe place for everyone. Thank you for understanding. ,,,,
91,alwaysthinking,09/22/2019,A normal life,Does anybody ever wish that they could just have a normal life? That they could just eat whatever they felt like eating. That they didn't have to worry about any type of disordered behavior. Just doing whatever felt right at the time. I would love to just say I don't have an eating disorder. I would love to just eat whatever I want to eat and not worry about whether it's according to some meal plan. I just want to eat because it's enjoyable. I think I'm getting more stressed trying to follow the meal plans then if I were just to eat simply because I want to be eating. I don't know; just something that's been going through my head recently.,_admin_moderator,"Mon,09/23/2019-9:24pm",Edited Your Post,"Hi alwaysthinking - your post had to be edited because you included some specifics about disordered eating and food, which can be triggering to others. You can review our Community Guidelines here: https://www.nationaleatingdisorders.org/forums/community-guidelines. Please keep posting, take care, and remember that recovery is possible.",,,,
92,alwaysthinking,09/22/2019,That old anxiety,"I've been trying to fight it the past 2 days and today has just been awful. Every time I go to eat, that old anxiety just resurfaces and makes me absolutely petrified. I've been able to power through it and eat anyway but I am so frustrated that this feeling has returned so quickly. I'm not really sure why it has returned so quickly. Maybe it's because I don't have proper follow-up care. It's not like I didn't try to get that follow-up care. It's just not available in my area. I'm doing my own PHP again and I'm doing everything I can to prevent relapse and I'm just dealing with a lot of physical exhaustion which could have a lot to do with it as well. I'm not really sure why I'm having this physical exhaustion and if it continues, when I have my wellness check with my physician in a week I'm going to let him know and see what he says about it. Because it's really getting exasperating. I'm still determined and still very motivated not to let my eating disorder ruin my life anymore. I'm also very determined not to let any of my other disorders through in my life anymore. There are just some days and moments when they seem to have the upper hand. Today seems to be one of those days. I know logically that I need to be eating and I need to be eating a certain amount in order to be healthy and in order to do my Ministry. I want to be healthy. I want to be able to do my Ministry. And if I'm being completely honest, there is still a part of me that is hanging on to the other disorders and yes, the eating disorder because then if I am not healthy, if I get sick, it means I have someone to take care of me when I go into the hospital. Something I never had growing up. I've always been the caretaker. Granted, it's not the way I truly want it to be because it's not the real relationship I want to have with people. But in my distorted mind, my brain is saying I have no idea what it's like to have someone take care of me so I might as well keep getting sick to have some idea of what it's like to have somebody take care of me. I know I don't really want this. I enjoy taking care of other people. I enjoy being there for others. I feel so messed up right now. I'm tired of feeling defective. I'm tired of my life being so screwed up. I wish I knew what it's like to be normal.",_admin_moderator,"Mon,09/23/2019-8:51pm",Edited Your Post!,"Hi Braveheart. Your post had to be edited a little bit to comply with our Community Guidelines (https://www.nationaleatingdisorders.org/forums/community-guidelines). Mean spirited talk is not allowed on our forums - and that includes the way we speak about ourselves. Recovery is a process, and recovery is possible. And I agree, when you’re doing your best, you cannot be a failure. Take care!",_admin_moderator,"Mon,09/23/2019-8:55pm",Additional Support,"Hi alwaysthinking. Sounds like you’re going through a lot. We wanted to make sure you remembered the NEDA Helpline at (800) 931-2237, open Monday-Thursday 9AM-9PM EST and Friday 9AM-5PM EST. Please continue posting, and please don’t hesitate to reach out for support."
93,hermione3,09/22/2019,Anxious about tomorrow ,So nervous about tomorrow and my assessment and going back to work and hoping to take another leave. My friend said it is no different than a physical health problem it’s just I get caught up in my head over it. I also have insurance concerns of course so just feeling overwhelmed. I don’t feel good about both my eating and body today. Just want tomorrow to be over.,_admin_moderator,"Mon,09/23/2019-8:34pm",Edited Your Post!,Hi hermione3. Your post had to be edited a little bit to comply with our Community Guidelines (https://www.nationaleatingdisorders.org/forums/community-guidelines). Mean spirited talk is not allowed on our forums - and that includes the way we speak about ourselves. We’re sorry you’re feeling so overwhelmed! Be kind to yourself and take care.,,,,
94,alizee,09/13/2019,i'm confused,"Hello,
I am weight recovered for now about 1.5 years,but only weight restored.
I am thinking everyday about my weight and what i'll eat or not eat. Everytime i'm eating something, i'm guilty.
I am overweight since then, i have about X pounds to be where i feel the best and i am trying to loose weight healthily, with doing exercise and eating healthy and sometimes of course indulging some treats. But it leads to nothing. I am exercising and eating healthy since june of 2018 and nothing is changing, i'm still overweight and even gaining weight (that isnt muscles!). yes during summer i stopped my routine and indulged more treats but like any other girls my age, but i'm always the one to gain weight. and i feel it in my clothes and everything.
i'm afraid cause i feel that i will never be a normal young woman, that i will always have to be careful with what i eat, that i will always be the chubby one. I'm afraid cause the only answer i see in my head is going back to my dirty old habits. but in one hand i know its not the answer .
Is it normal that i cannot lose weight after my ed whatever am i doing ?
thank you.",_admin_moderator,"Fri,09/13/2019-11:31am","Dear alizee, we would like to","Dear alizee, we would like to inform you that we edited your post to remove weight numbers, which are not allowed on the forums. You can review our community guidelines here. Thanks for your understanding and please continue to post! ",,,,
95,jester,09/14/2019,Restricted today,"Today I didnt eat all day, and thought I would be able to eat my nighttime meal without anxiety. But I instinctively went and prepared myself dinner, and by the time my eating disorder brain caught up I had already committed to eating so I did. But now I know when I eat later I will feel anxious and bad. Even though I didn't eat much, and before that hadn't eaten all day. Not really ""maintaining recovery"" but that's where I am.My mood has been so up and down. Last night I was miserable and hopeless, and today I was feeling ok. Caffeine strongly influences my mood for the better, but I worry about dependency so I try to only have it every few days. So not only is my mood dropping now because of food, but without caffeine tomorrow I likely won't have nearly as much of a chance at a good mood.
Lots of despair lately - I had a good few days/maybe a week, but as of last night the despair is back. I know relapsing fully wouldn't be good, but it feels like it would help at least as a distraction.",_admin_moderator,"Tue,09/17/2019-2:57pm",Resources ,"Hi, jester. Just because you mentioned some concerning feelings, for precaution we just  wanted to provide you with some resources you can reach out to for support: 
Please take care! ",,,,
96,tryingtobebrave,09/14/2019,I hate this ,"I hate living with this much chronic pain. I don’t want to do this for seven more months. I want to throw away my sobriety and recovery and not feel this anymore. It’s unbearable and there’s nothing anyone can do for now, and I try so hard to keep a positive attitude but the last couple days have been relentless and I’m so done with it. I’m really sorry for being negative and while I won’t actually throw away my recoveries, I’m in a dark place emotionally and don’t want to put forth the effort either. I feel really beaten down and alone.",_admin_moderator,"Sun,09/15/2019-11:19pm",Resources,"Dear tryingtobebrave, we’re glad you reached out to the forums. Since you mentioned some concerning feelings we wanted to post some resources in case you need support through these emotions.  Stay strong and please take care.",,,,
97,Blue44,09/05/2019,Having a difficult time ,I’m sorry I haven’t been replying to your posts the last few days. I’m having a really difficult time. The job hunt has so far been unsuccessful. I’m still very worried about my husband’s job. It’s not any security in his job. So he is also looking for a job. My anxiety has been really bad. My psychiatrist gave me a new prescription but I’m nervous about getting it filled because I might abuse the medicine especially if it were to make me drowsy. I spend a lot of time sleeping or thinking about how to escape. Life is very hard right now.  I’m also taking my frustration out on food by restricting some. Thanks for reading this. I really needed to vent.,_admin_moderator,"Mon,09/09/2019-12:13am",Resources,"Dear Blue44, we’re glad you reached out to the forums. Since you mentioned some concerning feelings we wanted to post some resources in case you need support through these thoughts.  Please take care.",,,,
98,Thais2,09/11/2019,One day at a time,"I literally just googled binge eating forums because I felt I needed to talk with people who have been through the same. This year has been very challenging for me. Whenever I try to ""stay"" clean the only thing that comes to my mind is food. So I usually end up having binge episodes after two or three weeks which makes me feel weak and powerless not being able to mantain a ""healthy"" recovery. Today was different I said. Instead of thinking about how hard is gonna be the next two weeks or the next month I will just think about one day at a time. At least tricks my mind to think is easier. No recovery is easy I know. But if I want to keep going I need to give myself a little help, because In the end I only have myslef. :)",_admin_moderator,"Wed,09/11/2019-8:56pm",Welcome! ,"Hi! Thank you for posting. We’re sorry to hear about what’s going on! We hope that you’re able to get the support you deserve here on the forums! When you get the chance, please take a look at our community guidelines here: https://www.nationaleatingdisorders.org/forums/community-guidelines. If you’re looking for resources, please feel free to contact the Helpline at (800) 931-2237. The Helpline is open Mondays-Thursdays 9AM-9PM EST and Fridays 9AM-5PM EST. During these hours you can chat with us also by clicking the chat now option at the top right hand corner! Please continue posting!  ",,,,
99,kmcsherry,09/08/2019,I feel like my ED will be a never-ending struggle and I don't know if I can take it ,"One of the hardest things for me is imagining what people would think of me having an ED. I feel like i look average in weight, and i'm not saying this because I have an ED. I look at girls all the time and they are so much skinnier than me. And then I think to myself, if i was to stand next to a bunch of thin girls, I would be the last guess for ""who's anorexic?."" I feel like some of my friends don't even think my ED is that serious, like i don't have MAJOR mental issues. At school I do my best not to show it and out in public. But at home, it's a whole different story. I scream at my parents and siblings, cursing, crying, and screaming. I just feel like this will be a never ending struggle. I feel like I'll never feel confident and I'll always resent myself. I'm so exhausted. It's been 2 years, and I've ben on a meal plan for a year and a half of it with an Eating Disorder program.I feel like I have no control and my life is not my life. I just can't imagine how I can keep doing this, and waking up everyday to a battle. Is anyone else feeling this way, and or they felt this way in the past. I never really thought about blogging about my feelings, but I need help.",_admin_moderator,"Wed,09/11/2019-6:01pm",Resources ,"Hello. You mention some concerning feelings so for precaution we just wanted to post some resources in case you would like to reach out to one of them for support.  
Please take care!  ",,,,
100,BitterMeringue,09/09/2019,Giving up my runs for now...,"It’s become dyer with my weight loss at this point and I think my next weigh in will determine weather I’m admitted into inpatient or not. I really want to avoid this as it would be detrimental to my grades. I haven’t exactly been eating more but I have stopped going for my run once a day. I doubt that run was even substantial but I still feel disgusted and angry with myself for putting a halt to this part of my exercise routine. I’m still doing high-intensity workouts X times a day but I still feel extreme guilt. How can I deal with this feeling? Should I go back to running? I feel lost and scared. Will I lose the toned look i’ve obtained? I really need some answers or link to articles that could help me with these thoughts, thanks <3",_admin_moderator,"Tue,09/10/2019-2:32pm",Editing note ,Hello! We slightly edited your post as there was detailed mention of some behaviors that might be triggering for other members of the forum. Please make sure to take a look at our community guidelines here: https://www.nationaleatingdisorders.org/forums/community-guidelines. Thank you for understanding and please keep posting! ,,,,
101,hermione3,09/07/2019,update on therapy,Saw my therapist today it did not go well. she is at a loss I told her the dumb thing I did and she said basically she didn't know whether to drive me to the hospital or what. she asked me what I thought she should do...she is at a loss and I feel just hopeless. It's not her fault I need to do things but I am just emotionally spent. Now this week I am seeing my doctor to make sure there are no medical complications from it Tuesday then her again Wednesday and then my psychiatrist Thursday she even called my mom today. my mom saw me and didn't say much acted normal. I told a close friend and she said she always worries about losing me and she feels my therapist cares about me too and feels that way as well. I wish I could just be better for people but I can't.,_admin_moderator,"Mon,09/09/2019-12:05am",Resources," Hi hermione3! We’re glad you reached out to the forums. Since you mentioned some concerns about hopelessness, we wanted to post some resources in case you need support through these thoughts.  Please take care.",,,,
102,hermione3,09/06/2019,just i don't know..,Sorry to keep posting. I did something really stupid the other night by accident and it could have been bad but turned out ok. I plan on telling my therapist but she is not going to be thrilled by it I know it. I was also triggered a bit by it in a way. I also am still owned by my weight like why I can't just trash my scale I don't know but I weighed myself today and I just wanted to cry. I am supposed to be gaining or I think its also a lot of trauma stuff right now. I have been very dissociative and just disconnected and feeling so many emotions over everything .I have been eating and drinking water and I just want to give up again like why it hurts I know I am getting worked up over small things. I am putting more pressure on myself at work then I need to and its just getting to me.,_admin_moderator,"Mon,09/09/2019-12:00am",Resources,"Hi hermione3! We’re sorry you are having a tough time right now. We’re glad you reached out to the forums and want you to be safe. Since you mentioned some concerning feelings, we wanted to post some resources in case you need support through these thoughts. • Crisis Textline: Text ""NEDA"" to 741-741 or www.crisistextline.org• National Suicide Prevention Lifeline: Call (800) 273-8255 or www.nationalsuicidepreventionlife.org• IMAlive: Call (800) 784-2433 or www.imalive.org• Dial Help Inc.: Call (906) 482-4357 or Text (906) 356-3337 or www.dialhelp.orgPlease take care.",,,,
103,tryingtobebrave,09/03/2019,Savedbygrace,"Hi, just wanted to check in and see how you’re doing? How is recovery going? I really appreciate all the support you give on the forum.
Hugs, Braveheart",_admin_moderator,"Wed,09/04/2019-6:56pm",Resources ," Since you mentioned some concerning feelings we just wanted to post some resources in case you need support through these thoughts. 
Please take care. ",_admin_moderator,"Fri,09/06/2019-11:34am",Crisis numbers,"Dear Savedbygrace, We are concerned about your safety. Please reach out to the following resources if you are feeling suicidal.
Please stay safe! "
104,lovetowrite81,08/31/2019,Julesthefox,Hi Julesthefox-Just wanted to check in and see how you are doing since your last post? I'm sorry you have been struggling lately. I'm proud of you for the work you've put in your recovery even though it's been difficult. We're here for you <3Lovetowrite81,_admin_moderator,"Tue,09/03/2019-4:00pm",Resources ,"Hi julesthefox. Since you mentioned some concerning feelings, we just wanted to post some resources that you can reach out to in case you need support. 
 Please take care! ",,,,
105,hermione3,08/29/2019,i hate myself,I saw my therapist last night and she said some hard truths. I was in the hospital but it was really my own fault to be dehydrated I won't go into it fully I don't want to be triggering but I was not fully honest with the hospital about the reasons. My therapist said I did that because I knew they might admit me if they knew the real reason. She then said if I am passively suicidal and ending up in the hospital maybe I need to be in the hospital like psych wise...I don't want her to be right I don't want to be here yet again...and coming up I know far from now but Halloween is a trauma anniversary trigger and I go downhill in the seasons coming and she said this was not a good start to it. I hope to come out of this I shouldn't have lied at the hospital. Maybe I do need to be in the hospital right now but there is work of course. I already took one medical leave and here I am again only a year and a few months later...I hate myself for this,_admin_moderator,"Thu,08/29/2019-2:01pm",Support numbers,"Dear hermione3, it sounds like you are going through a difficult time and we are concerned about your safety. This number is really important to have: (800)273-TALK(8255). If you don't feel comfortable talking, please text ""NEDA"" to 741741 or visit one of these websites:
Please stay safe! ",_admin_moderator,"Wed,09/04/2019-6:53pm",Medical Signs and Symptoms ,"For precaution we are posting up some signs and symptoms to keep an eye out for. The following are just some of the signs of a serious problem that demands immediate medical attention:• accidentally or deliberately caused themselves a physical injury• become suicidal• confused thinking and is not making any sense• delusions (false beliefs) or hallucinations (experiencing things that aren’t there)• disoriented; doesn’t know what day it is, where they are or who they are• vomiting several times a day or has uncontrollable vomiting or diarrhea• experiencing dizziness or fainting spells• too weak to walk or collapses• painful muscle spasms• complaining of chest pain or having trouble breathing• blood in their bowel movements, urine or vomit• a body mass index (BMI) of less than 16• an irregular heartbeat, and fast heartbeat, or very low heart beat (less than 50 beats per minute)• cold or clammy skin indicating a low body temperature or has a body temperature of less than 35 degrees Celsius/95 degrees FahrenheitOr any other serious medical concernsIf you happen to experience any of the above, we highly recommend that you seek medical attention as soon as possible. Another option is 911.  Seek medical help soon on an outpatient basis if you:• have significant heartburn and/or a burning sensation after eating• have other gastrointestinal concerns• have high blood pressure• struggle with significant joint or muscle pain• have difficulty sleeping (falling and/or remaining asleep)• struggle with fatigue, sudden weight gain, and/or hair loss• have frequent urination or unquenchable thirst• have gained and lost significant weight repeatedly• have gained significant weight in a short period of time • struggle with chronic diarrhea or constipationPlease take care. "
106,Adrii16,08/26/2019,Confused about intake and weight gain,"Hello everyone
I've recently started true recovery from anorexia. By this I mean I don't exercise try not to restrict and try to eat a minimum amount a day without using a meal plan. Now I'm about two weeks into eating like this consistently, and totally freaking out. I don't have a problem eating this amount at all, in fact I often eat more. But my main concern is my weight gain. I'm just confused if I should eat like this. Also sometimes I feel like I eat unnecessarily. I sometimes am unable to decide if I want to eat or not, I mostly do eat but these situations just leave me confused and often feeling guilty. Also, if I do continue to eat this amount will I ever stop gaining weight without eating less? Or will I just want less food?
Thank you so so much for the replies.",_admin_moderator,"Mon,08/26/2019-11:50pm",Welcome!,"Hi, Adrii16! Welcome! We are so happy you’re here. Your post had to be edited as you included specifics about calories and weight. Please leave numbers out of it when posting on the forum! You can take a look at our Community Guidelines here: https://www.nationaleatingdisorders.org/forums/community-guidelines.We also want to make sure you know about the NEDA Helpline! In addition to these forums, please feel free to contact the Helpline at (800) 931-2237, open Mondays-Thursdays 9AM-9PM EST and Fridays 9AM-5PM EST. During these hours, you can chat with us also by clicking the chat now option at the top right hand corner! And please continue posting. :)",_admin_moderator,"Fri,08/30/2019-12:51pm","Dear bettertogether, we would","Dear bettertogether, we would like to inform you that we edited your post to remove the nurtitional advice. Any type of advice is not allowed on the forums. You can review our community guidelines here. Thanks for your understanding and please continue posting! "
107,twobsinabbigail...,08/25/2019,Struggling,"I’ve been in recovery for about 3 1/2 years, give or take. I’ve had a few backslides and relapses since but nothing that lasted longer than a couple of months. Today I found out my mother is putting down my childhood pet in two days and she wants me to be there. I’m having a bit of difficulty coping. I haven’t eaten much in the last few days as I’ve been sick, then I got this news this morning and haven’t eaten anything. It was like 6 pm when while watching TV and crying a little I got the urge to exercise so I immediately popped up and did a bunch of exercises until I was coughing so badly I catch my breath and I felt so lightheaded I was about to pass out. I instantly knew I needed help of some kind because why would I spontaneously start exercising when I haven’t eaten properly in days and am in bed with a cold. But I know it was in response to the stress and that’s just concerning because I’m going away to a different country for college in a week. I’m worried all of this accumulated stress will make me relapse as I’m needing to be at my best for school and meeting all new people. Any advice on how to avoid a serious relapse despite stress?",_admin_moderator,"Mon,08/26/2019-5:14pm","Hello, We would like to","Hello, We would like to inform you that some of the signs you described are signs of a medical emergency that require immediate medical attention. The following are just some of the signs of a serious problem that demands immediate medical attention:accidentally or deliberately caused themselves a physical injury
Seek medical help soon on an outpatient basis if you:
We recommend that you seek medical attention as soon as possible. Please also send an email to [email protected] to change your username since sharing personal information is not allowed on the forums. You can review our community guidelines here. Thanks for your understanding! ",,,,
108,Blue44,08/27/2019,Slippery Slope ,I have my kids back in school now. I’m alone during the day now. I have looked for a job with no success. My therapist doesn’t think that I’m able to work anyway. It has been hard to eat lately. I have a lot of anxiety. My husband’s job is not very secure right now. I feel like I’m on a very slippery slope. I have already lost some since discharge from PHP/IOP. I have that anorexic thought in my head that things will be better if I lose a few more pounds. I feel like just giving up and letting the eating disorder win. Life is hard. Sometimes I feel that I don’t want to keep fighting. I have a lot of thoughts that are self destructive. Sorry that I’m being negative today.,_admin_moderator,"Wed,08/28/2019-7:37pm",Resources ,"Blue44, you mentioned some concerning feelings so we are posting resources so that you can reach out for support.  
Please take care! ",,,,
109,Savedbygrace ,08/27/2019,Feeling sad,Right now I am embracing and allowing myself to feel the sadness.  Sadness from a decade of abuse from my dad.  Sadness over traumas in my early adulthood.   Sadness over everything I lost.  Sad over my teacher doing things to me.  Sadness because of verbal domestic violence.   Sadness because I'm not normal like everyone else.,_admin_moderator,"Wed,08/28/2019-9:01pm",Resources ,"Hi, savedbygrace. Just wanted to provide you with a resource to reach out to: 
Please take care! ",,,,
110,jester,08/28/2019,Wanting to relapse,"I don't think I'll say much here but. I've been wanting to relapse. I think the main thing in the way is simply that it takes effort to restrict. And that there's food in the house I feel obligated to eat. But I feel bad about eating... At some point I started doing body checks with the intention of reassuring myself that I'm not rapidly gaining weight (I am aware that this is not healthy). I guess the hope was that I can try to eat unrestricted and I don't need to worry about it if I don't see any physical changes... But that hasn't worked. I really don't feel like being in recovery right now, and I feel gross for eating anything that's not an orthorexia safe food. Life is really tough right now...",_admin_moderator,"Wed,08/28/2019-7:35pm",Resources ,"You mentioned some concerning feelings so are posting resources in case you would like to reach out for support.  
Please take care. ",,,,
111,hermione3,08/20/2019,Struggling a little ,Doing well eating wise but struggling with constipation and some of that is on me. I am struggling with a different form of self harm that my therapist and I discussed last night as a form of self harm. She said until the behaviors are all under control we can’t work fully on other healing. I am trying but not 100% my therapist said I am setting myself up for failure and she knows this story she doesn’t want me to fall backwards. Also coming up are tough months for me.,_admin_moderator,"Thu,08/22/2019-4:16pm",Resources ,"Hi, hermione3. We just wanted to post some resources in case you or someone else would like to reach out for support. 
Please take care! ",,,,
112,smartcookie,08/14/2019,Really hard time falling a sleep and Fatigue throughout day,"Hi! I'm new to this forum and i am writing with a question that has long gone unanswered. i will explain. i have been trying to recover for anorexia for a little over 6  months. i have reached my target weight and been trying to maintain it the best i can. Even throughout my restriction days i had a very hard falling asleep and even after eating a ton more this problem has not gone away. i lie awake for hours at a time, and even though i feel really tired i can't seem to fall asleep. At some point on the night i pass out and then wake in the morning but it really not sustainable. i feel terrible and can't sleep though the day also to make up for lost sleep. Anyone have any support to offer on this issue? i am grateful for anything at this point!",_admin_moderator,"Thu,08/15/2019-4:14pm",Welcome! ,"Hi! Thank you for posting. Please take a look at our community guidelines here: https://www.nationaleatingdisorders.org/forums/community-guidelines. Since you mentioned some symptoms, for precaution we just wanted to provide you with a list to look out for.The following are just some of the signs of a serious problem that demands immediate medical attention:• accidentally or deliberately caused themselves a physical injury• become suicidal• confused thinking and is not making any sense• delusions (false beliefs) or hallucinations (experiencing things that aren’t there)• disoriented; doesn’t know what day it is, where they are or who they are• vomiting several times a day or has uncontrollable vomiting or diarrhea• experiencing dizziness or fainting spells• too weak to walk or collapses• painful muscle spasms• complaining of chest pain or having trouble breathing• blood in their bowel movements, urine or vomit• a body mass index (BMI) of less than 16• an irregular heartbeat, and fast heartbeat, or very low heart beat (less than 50 beats per minute)• cold or clammy skin indicating a low body temperature or has a body temperature of less than 35 degrees Celsius/95 degrees FahrenheitOr any other serious medical concernsIf you happen to experience any of the above, we highly recommend that you seek medical attention as soon as possible. Another option is 911. Seek medical help soon on an outpatient basis if you:• have significant heartburn and/or a burning sensation after eating• have other gastrointestinal concerns• have high blood pressure• struggle with significant joint or muscle pain• have difficulty sleeping (falling and/or remaining asleep)• struggle with fatigue, sudden weight gain, and/or hair loss• have frequent urination or unquenchable thirst• have gained and lost significant weight repeatedly• have gained significant weight in a short period of time • struggle with chronic diarrhea or constipationIf you’re looking for resources, please feel free to contact the Helpline at (800) 931-2237. The Helpline is open Mondays-Thursdays 9AM-9PM EST and Fridays 9AM-5PM EST. During these hours you can chat with us also by clicking the chat now option at the top right hand corner! Please continue posting! ",,,,
113,BitterMeringue,08/13/2019,Feels wrong,"Hello,I'm still trying to gain weight to keep myself out of recovery however in the past week or two it's become increasingly hard due to some troubling thoughts.It's hard enough trying to get my weight up and to be okay with seeing the number increase, even harder still is how guilty my ED voice makes me feel for eating or trying to cut back on the excessive exercising.I feel piggish and gluttonous whenever I eat and It's gotten almost impossible to cope with these feelings as I find myself shutting down when the thought's get loud.I feel like I just need to hear it from others: Is it okay to focus solely on eating and restoring my weight right now?A part of me (I like to think that this part is my more rational side) says that it is okay to be focused on this right now. But another side (the ED voice) says that it's not, and because i'm so focused on it I will gain too much weight and spiral out of control in the other direction.I really can't go back to treatment right now as school starts next week and missing more than two days will result in failed classes regardless of weather I do the work or not.I don't know what I should be focused on right now. I want to focus on my hobbies, skills, friends, personal projects, school. But a part of me feels that if I don't put a large portion of my focus towards restoring weight I won't gain what needs to be gained by next week.",_admin_moderator,"Fri,08/16/2019-2:56pm",Resources ,"Since you mentioned having some troubling thoughts we just wanted to provide you with some resources, just in case.  
Please take care! ",,,,
