,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
122,Tryingtoheal,02/26/2021,Update ,So I've just started not eating lunch now and then.  I just want to get things and pretty.  I feel so ugly.  I don't feel good enough.   Maybe I should just fade away.,_admin_moderator,"Sat,02/27/2021-9:06am","Hi Tryingtoheal, ","Hi Tryingtoheal, we hope that you are safe and well. We are concerned about some of the behaviors you mentioned and care about your safety. We’re glad to hear that you reached out to your health professional and hope that you can get the support you need. In the meantime, we’d like to remind you that the NEDA helpline is also an available resource that can help put you in contact with available treatment options. The National Suicide Prevention Lifeline and Crisis Text Line are also available resources; if you’re ever feeling suicidal or overcome with stress, please don’t hesitate to contact the suicide lifeline at 800-273-TALK (8255) and the CrisisText Line by texting “NEDA” to 741741. Please stay safe and take care.",_admin_moderator,"Sun,02/28/2021-11:27pm",Blue44,"Hi Blue44, we hope you are staying safe and well. If you need additional help we’d like to encourage you to reach out to the Crisis Text Line by texting 741741 or the National Suicide Prevention Hotline, which can be reached at 1-800- 273- TALK (8255). Please don’t hesitate to reach out and take care. ",,,,
123,khappy,02/27/2021,"I need resources and help, asap.","I am going to try to shorten ""my story"" down as much as possible, but in order for me to get help, I have to start from the beginning. My situation is so unique... I am terrified I will never find help. Because so far, i havn't.
I was abused and neglected as a child, my parents withheld food as punishment, but would also force feed me my least favorite foods as punishment. Because of that, I have always been an EXTREMELY picky eater. Im super sensitive to taste and texture. I dont like most healthy foods.
Around the age of 14, my parents got divorced, and when that happened my life went from a world of no freedom and abuse, to a world with no parents at all. After they divorced, it was like they didn't have to be parents anymore. And suddenly I had no rules or anything. Around that time, I started to experience severe nausea almost constantly. I would get nauseous if I ate, but also if I didn't eat. It was horrible, but manageable.
At the age of 15 I got pregnant and of course the nausea increased immensely, I had severe Hyperemesis gravidarum my entire pregnancy, threw up constantly.
After my son was born, the sickness with food never went away. I struggled to eat, and would go days without eating despite being a breastfeeding mother.
After 2 months of this, I finally found something that helped, medical Marijuana. I have always been very against Marijuana, but it really did help, it was life changing, I could eat again! I never would take enough to get high, just enough to eat.
Fast forward 2 years, I am 18 now(19 in April lol)and I have now grown extremely dependent on Marijuana to eat. everytime I try to quit smoking, I end up being hospitalized from starving. The longest I went without smoking, I couldn't eat the entire time without throwing up.But I CANNOT keep smoking. I hate it, it makes me feel awful, despite how it helps me eat. I'm on day 2 of quitting now and I just cannot seem to make myself eat, im so sick and weak. The one thing I did eat, it instantly came back up despite trying SO hard to not throw it up.
I don't know what to do. I do not have enough money to see any of the ED specialists around me, and nobody around here accepts my insurance. There are VERY few ED specialists around here, so i like have no options it feels like.
I need to find someone who is able to help me fight off the mental fear I have of food, due to my parents. And I need someone who can maybe help me develop a diet plan based around the foods I like. I am not mentally ready to start combating the extreme picky eating yet, first I need to just focus on telling my brain and stomach to let me eat and keep it down.",_admin_moderator,"Sun,02/28/2021-11:22pm",khappy,"Hi khappy, welcome to the forums. We’re sorry to hear about what’s been going on. We encourage you to reach out to the NEDA Helpline at 800.931.2237 M-Th 11am-9pm ET and F 11am-5pm ET to talk about options for finding treatment. Additionally, you can chat with us online M-Th 9am-9pm ET and F 9am-5pm ET. You may also find some of these free & low cost support options helpful. Please don’t hesitate to reach out, and take care.",,,,,,,,
124,Depressedkid_1,02/26/2021,Recovery,"Is actually going really good right now. My guy best friend asked me out and now we're dating and he's helping me so much. I almost passed out at volleyball practice though yesterday, but I'm starting to eat more and feel better. I don't think I could do this without my best friend/boyfriend. :)",_admin_moderator,"Sat,02/27/2021-9:29am","Hi Depressedkid_1,","Hi Depressedkid_1, we are glad you are feeling better and getting support from others. We are concerned about some of the symptoms you mentioned and care about your safety. We’d like to remind you of some symptoms that require immediate medical attention:
Please seek medical attention if you are experiencing any of these symptoms. If you need help finding treatment options available to you, contacting the NEDA helpline can help you find support options. To contact the helpline, call 800.931.2237 or chat online (http://www.nationaleatingdisorders.org/helplinechat). Please stay safe and take care. ",,,,,,,,
125,mollyk6,02/26/2021,do I ask for hep?,I haven't eaten anything in 2 days. I usually have at least some fruit but these past few days have been really hard. I feel that im stuck in a cycle of not eating for a few days and then eating a normal meal  then feeling guilty for eating and throwing it up and the next few days eating nothing or just some fruit this has been going on for about 5 months and im starting to worry about my health. I can't stop. I don't know how to or if im even sick enough to get or even ask for help. If you think I do can you please guide me on how to start the conversation because I feel like no one will understand.,_admin_moderator,"Sat,02/27/2021-9:14am","Hi Mollyk6,","Hi Mollyk6, we hope that you are doing well. We had to edit small portions of your post as it did not align with community guidelines. As a gentle reminder, posts should refrain from mentioning specific types of foods or amounts of foods in order to avoid triggering others. Also, we are concerned about some of the behaviors you mentioned in your post; we recommend that you reach out to a professional for additional guidance. The NEDA helpline can help you find treatment options in your area. You can call 800-931-2237 or chat online to discuss support options. Helpline phone hours are Monday-Thursday 11am-9pm ET, Friday 11am-5pm ET. Helpline chat hours are Monday-Thursday 9am-9pm ET, Friday 9am-5pm ET.",,,,,,,,
126,mollyk6,02/25/2021,am I sick?,"I feel that im in a never ending cycle of not eating anything for 3 days then binging and purging another day. Sometimes I binge and purge twice in one day. Today I ""binged"" and purged twice. I felt so ashamed and guilty after.  I purged . My second time I ate a little bit and immediately after I felt ashamed for eating and went to the bathroom. The only thing my mind can ever think about is food and wether im eating X for diner or nothing at all. I don't know how to stop myself when. I haven't told anyone about what I do or how I feel because I don't think im sick enough but im also doing all the things a bulimic person does. Am I sick enough to where I need to reach out for help and if I am how do I?",_admin_moderator,"Thu,02/25/2021-2:05pm",Welcome! ,"Hi Mollyk6! We're glad you reached out to forums and the NEDA helpline and chat can help. It sounds like you could benefit from the guidance of a professional. The Helpline number is 1-800-931-2237 or you can chat online at: https://www.nationaleatingdisorders.org/helplinechat. The hours are Mon-Thurs 9-9EST and Fri 9-5EST. We also editied your post to remove the food items and specific disorded eating bahaviors, which could be triggering other users. You can review the NEDA chat guidelines here, https://www.nationaleatingdisorders.org/forums/community-guidelines. Please keep posting! ",,,,,,,,
127,Depressedkid_1,02/22/2021,I just wanna give up,"Am I the only one who ends up having breakdown after eating? I feel so bad and then I wanna give up, I don't know if I can do this anymore. I keep fighting but I don't know how to continue because every time I eat it feels like I'm giving up and I don't know how to handle the guilt.",_admin_moderator,"Mon,02/22/2021-12:43pm","Dear Depressedkid_1, we are","Dear Depressedkid_1, we are concerned about some of the feelings you expressed. If you are in crisis, please contact the Crisis Text Line by texting “NEDA” to 741-741 or call the National Suicide Prevention Lifeline at 1-800-273-TALK (8255) or go to: http://www.suicidepreventionlifeline.org. We hope you find the support you are looking for and keep posting! ",,,,,,,,
128,fightingbee,02/16/2021,developing binge eating? :( (chewing and spitting),"Hi. Haven't been here for quite some time but now I'm faced with a new eating disorder symptom, which really troubles me. So coming from a restrictive past, one of my greatest fears besides weight gain was/is developing binge eating disorder. I'm not as restrictive as in the past and allowing a number of foods that I forbade myself when I was anorexic but now I started stuffing my face with the most absurd and random things and don't swallow them. This really scares me. In these moments it seems I'm losing all control of my mind, body,.... I can't stop. Is this the first step into binge eating disorder? How do I stop this stupid behaviour? I have truly never before in my life been so ashamed of something. It makes me feel utterly disgusting, weak, scared... why can't I control myself anymore? Has anyone else experienced this? Please help me. I can't have food in my house...",_admin_moderator,"Tue,02/16/2021-9:56am","Dear fightingbee, we would","Dear fightingbee, we would like to inform you that we edited your post to remove the details of disordered eating behaviors, which could be triggering to other users. You can review our community guidelines here. Thanks for your understanding and please continue to post! ",_admin_moderator,"Thu,02/18/2021-9:30am","Dear sockpin, we would like","Dear sockpin, we would like to inform you that we edited your post to remove details about disordered eating behaviors, which could be trigerring to other users. You can review our community guidelines here. Thanks for your understanding and please continue to post! ",_admin_moderator,"Mon,02/22/2021-12:55am",Edited your comment,"Dear 2Healthy4Me, we would like to inform you that we edited your comment to remove the details of disordered eating behaviors and specific advice to other users. You can review our community guidelines here. Thanks for your understanding and please continue to post! "
129,Tryingtoheal,02/18/2021,Can't do this,I can't keep going.   Nothing I do is right.  Trauma memories won't leave me alone.   I mess everything up.   My husband and cat deserve better.  I just want to turn back to the eating disorder and slowly fade away.  I wish you all the best.  I don't care about anything anymore.  Not staying in recovery.  Not cleaning up the apartment.   Nothing.,_admin_moderator,"Thu,02/18/2021-2:48pm",Hi Tryingtoheal ,"Hi Tryingtoheal, We're sorry you are feeling hopeless and are concerned about you. We are glad you reached out and want you to be safe. The Crisis Text Line can help, text NEDA to 741-741 or call the National Suicide Prevention Lifeline at 1(800)-273-TALK(8255). It sounds like you could benefit from the guidance of a professional! The NEDA Helpline can help you in many ways. You can call 800-931-2237 or chat online at (https://nationaleatingdisorders.org/helplinechat). The Helpline phone and online chat hours are Monday-Thursday 9-9 EST and Friday 9-5 EST. We hope you find the support you are looking for! ",,,,,,,,
130,Elle_95,02/16/2021,Binge Eating ,"I am really struggling at the moment. I have been overweight my entire life and have always over eaten but was at my worse at the end of last year. I mainly binge eat in the evening so much that I make myself feel sick, I always say this will be the last time, I’ll get back on my diet tomorrow but it never is! I managed 4 weeks of no binge eating at the beginning of this year and lost weight and felt so much better in myself but I have slipped back to binge eating every day the last couple of weeks and I don’t know why. There are some food that are the worst and I managed to cut them out at the beginning of the year and that really helped but I just can’t seem to get a grip on it anymore. I’m miserable about my weight and just want to be healthy. I spoke to a friend about it and she said ‘well just stop eating’ so I don’t want to speak to anyone else about it incase they think I’m being ridiculous too.",_admin_moderator,"Wed,02/17/2021-11:21am","Dear Elle_95, we would like","Dear Elle_95, we would like to inform you that we edited your post to remove weight numbers and specific food items, which could be triggering to other users. You can review your community guidelines here. Thanks for your understanding and please continue to post! ",,,,,,,,
131,Girliesgotblues,02/18/2021,I think I’m giving up.,"Nobody knows about my disorder except my parents and it’s been 7 yrs. since we’ve discussed it. I genuinely think they’ve forgotten. Either that or they just refuse to acknowledge it. I was fool enough to believe that I’d beaten it a few years ago bc I actually wanted to eat and gain weight. Boy was I naive. Even though I’m no longer obsessed with being as thin as possible i still have crippling body image issues. I still feel worthless after every meal. I still starve myself when I’m stressed, anxious, or depressed. I have numerous digestive issues, some of which could be hereditary but I’ve convinced myself that I caused them. I finally went to see a doctor today about them. I told myself that this was it and I’d finally tell someone what was really going on. Then she, like every doctor before, complimented me on how thin i was and told me i was lucky to be thin w/o having to exercise. I smiled and said “thank you” as you do... but my heart broke. Now I just feel low. No lower than I’ve been before but slowly accepting that this disorder might prove to be unbeatable for me.",_admin_moderator,"Thu,02/18/2021-3:23pm",Hi Girliesgotblues ,"Hi Girliesgotblues! We're so sorry you are suffering from body image issues and losing hope. It's great that you went to see a doctor, that's a big step. It sounds like you could benefit from the guidance from a professional  the NEDA Helpline or online chat can help you find resources near you. The Helpline number is 1-800-931-2237 or you can chat online at: https://www.nationaleatingdisorders.org/helplinechat. The hours are Mon-Thurs 9-9EST and Fri 9-5EST. We are also concerned for you safety. We are glad you reached out and want you to be safe. You can contact the Crisis Text Line by texting “NEDA” to 741-741 or call the National Suicide Prevention Lifeline at 1-800-273-TALK (8255) or go to: http://www.suicidepreventionlifeline.org. We hope you find the support you are looking for and keep posting! ",,,,,,,,
132,icantstopeating,02/09/2021,trying to stop binge eating,"help i have binge eating disorder and it’s been really bad i can’t control myself i’m just spiraling everyday then i try to restrict but end up failing and feel worse, any tips on how to stop binge eating? i’ve tried eating bigger meals but i still end up binging and i just feel worse.",_admin_moderator,"Thu,02/18/2021-9:25am","Dear sockpin, we would like","Dear sockpin, we would like to inform you that we edited your post to remove details about disordered eating that could be triggering to other users. You can review our community guidelines here. We are sorry to hear that you are struggling and are concerned about you. If you are in crisis, please contact the following resources.
Please stay safe!",,,,,,,,
133,Tryingtoheal,02/08/2021,Blue,Did anyone respond yet?  Please keep me posted.,_admin_moderator,"Wed,02/10/2021-4:29pm",Resources,"Dear Blue44 We’re sorry to hear that you’re feeling this way right now. We care about your safety and want to make sure you have all the support you need. As a reminder, you can also reach out to the NEDA helpline if you feel like you need more support or access to more resources in the meantime. The helpline phone hours are Monday through Thursday 11am-9pm ET and Friday 9am-5pm ET and can be reached by calling 800-932-2237; you can also use the online chat to speak to someone Monday through Thursday 9am-9pm ET and Friday 9am-5pm ET. The National Suicide Prevention Lifeline and Crisis Text Line are also available resources; if you’re ever feeling suicidal or overcome with stress, please don’t hesitate to contact the suicide lifeline at 800-273-TALK (8255) and the Crisis Text Line by texting “NEDA” to 741741. Please stay safe and take care.",,,,,,,,
134,Ballet_girl,02/12/2021,:(,Hate myself when I make myself sick. Always want to cry. Don't know how to tell my parents.,_admin_moderator,"Mon,02/15/2021-2:09am",Ballet_girl,"Hi Ballet_girl – we are concerned about your well-being and we want to encourage you to reach out to the following resources if you need support:You matter, and you are not alone. Please don’t hesitate to reach out.",,,,,,,,
135,healn,02/17/2021,any resources on dance/ movement therapy for eating disorder recovery,"does anyone know of any therapy or support group resources on dance/ movement therapy for eating disorder recovery? i know NEDA does not want people to post any names of therapists, treatment centers, support group offerings. so NEDA admin, is there a way you can revise this to still ask the question? or send a webpage of resources? thank you-",_admin_moderator,"Wed,02/17/2021-12:05pm","Dear healn, we encourage you","Dear healn, we encourage you to contact our Helpline to discuss treatment and support options. You can call or text 800-931-2237 or chat online here. Helpline phone hours are Monday-Thursday 11AM-9PM ET & Friday 11AM-5PM ET. Helpline chat hours are Monday-Thursday 9AM-9PM ET & Friday 9AM-5PM ET. Helpline text pilot hours are Monday-Thursday 3PM-6PM ET.",,,,,,,,
136,Depressedkid_1,02/08/2021,How to handle stress in recovery,"So not that it's very important but I just auditioned for a certain televised talent show and I think I passed the audition.. But anyways, I'm dealing with so much stress with singing and going back to school and All my family and friends. How do I handle that without falling back to my ED? My teachers give me extra time for assignments bc they know I'm dealing with some stuff but just going back to in person school is really worrying me. I don't want everyone to make fun of me for breaking down over not knowing the calories in the school lunches. I'm just really scared and don't know what to do. Does anyone have any advice on how to handle all this stress and going back to school with my ED?",_admin_moderator,"Tue,02/16/2021-7:14am",Depressedkid_1,"Hi Depressedkid_1. We are sorry to hear that you are feeling this way. The NEDA Helpline can help with finding more support or resources. The helpline phone, which can be reached by calling 800-931-2237 is accessible Monday through Thursday 11am-9pm ET and Friday 9am-5pm ET. You can also use the online chat to speak to someone Monday through Thursday 9am-9pm ET and Friday 9am-5pm ET. You are not alone in this process. Please don’t hesitate to reach out, keep posting and stay well!",,,,,,,,
137,2Healthy4me,02/08/2021,"Am Broke, and Bored so Off to Work i GO","Today is my last evening shift b4 my 3 days off from work, and on again beginning over the weekend, ughhh. I feel happy knowing that I have a job in spite of the covid crisis taking my last 2 meaningful jobs from me. I work in my community and we have many repeat customers, which is great as long as they behave.A few come in intoxicated, or just in a totally mindless state. I feel good seeing them gather their favorite items and rush up for me to ring them up.This entire week my left side has been aching. I use OTC Ibuprofen but I ache all day until I crashed at night. I eat snacks at night as a reward for my making it through an 8 hr shift, 4 days in a row.Some nights I just feel down about my life feeling in Limbo. No longer limber, cant even clip my own right side toenails. Want a newer used car but cant decide on 1. Feeling stressed out over what i shall do about a living situation from age 55 on ? I miss my crazy parents too....They were a crazy couple, like watching a sit com whenever I was around them. They were like the perfect couple, like Lucy and her Cuban, musician husband. Always happy and supporting of 1 another.My life and former love life was supposed to end like theirs, in a long, happy, trusting marriage to 1 loyal partner and yet I can't seem to find any single men who are like me   My last love fizzled out after we dated for 8 yrs +, and we went our separate ways...I Have agoraphobia so i cant just pull myself up by My Bootstraps and Keep on Going like The Eveready Bunny. I CAN'T. I'm SCARED of My Future. It's not like medications will ail me of this reality of Total Change.It seems easier to go to sleep and Never awaken to another day of Wondering, or Anxiety, or Hard Work and not enough pay , during the year that I had finally earned almost 50K. No, everything seems so frozen and unreal and I cant accomplish anything like i had in the past that seemed to have actually meant something to Me.No More Days of Looking Forward to Hope and Happiness, just free floating anxiety and red tape in planning out my future for a few tiny people in my life...It's like eating all grapes for now!!!My side hurts, all round my left ribs, and gotta get ready for my last night shift at the pharm store...Bye all.....",_admin_moderator,"Thu,02/11/2021-2:31pm",Support Options,"Hi 2Healthy4me! We're sorry you are feeling hopeless and are concerned about you. We are glad you reached out to the forums and we want you to be safe. Please contact the Suicide Hotline if you are feeling suicidal at 800-273-TALK. It sounds like you could benefit from the guidance of a professional, the NEDA Helpline can help with that. You can call 800-931-2237 or chat online at (https://nationaleatingdisorders.org/helplinechat). The Helpline phone and online chat hours are Monday-Thursday 9-9 EST and Friday 9-5 EST. We hope you find the support you are looking for! ",,,,,,,,
138,Blue44,02/07/2021,I ate so I feel badly,I’ve eaten fairly well this weekend but now I’m feeling very badly. I hate myself now. I feel like I ate too much. All I can think about now is restricting this week. I am really depressed about my work. I hate my life. I don’t want to live this way anymore.,_admin_moderator,"Mon,02/08/2021-12:03am",Resources,"Hi Blue44 – we are concerned about your well-being and we want to encourage you to reach out to the following resources if you need support:You matter, and you are not alone. Please don’t hesitate to reach out.",,,,,,,,
139,alligatorob,02/06/2021,Looking for advice,"This is my first post here, hope I am in the right place.I am a 68 year old man who has been a binge eater all my life, my mother told me more or less since birth, certainly all of it I can remember.  I have been on lots of diets and gained and lost a lot of weight over the years.  My all time high was X pounds a number of years ago. Last year in the spring when I was at X pounds I started a very low calorie diet and exercise. In about a year I got down to X pounds and I have been maintaining the loss for the last 6 months. So success on the weight side of things. I am down a little over X pounds from my peak. I am quite lucky on the heath side, no real health problems... so far.However I do not believe I have cured my binge eating disorder, only held it in place with a combination of will power and finding very low calorie things to binge on.  Problem is as I struggle to maintain it feels harder and harder to hold the binges back.  I have urges every day, some days much of the time.  One thing I have been doing is eating a lot of low calorie foods most days... It feels like I am still bingeing, just doing it with things that don't cause weight gain. Not nearly so satisfying as bingeing on higher calorie foods, but it helps. I have to say I am not so happy with what the high mass does to my digestive system, but right now I prefer that to obesity...Problem is I still have the urge to eat high calorie things, often a strong urge, and it seems to be be getting worse.  When I was losing weight there was a real reinforcement value to seeing progress, but that is gone now, maintaining just doesn't feel as rewarding as losing.  This is the first time in my life I have had any success maintaining weight loss, I usually start regaining weight within days of ending a diet.  I sure do not want to regain the weight, and any advice or suggestions are welcome.",_admin_moderator,"Sun,02/07/2021-11:35pm",alligatorob,"Hi alligatorrob, welcome to the forums. You are in the right place and we’re glad you’re here. We edited your post slightly to remove specific numbers and mentions of specific foods that could be triggering to others, which are not allowed on the forums – you can review our community guidelines here.
The NEDA Helpline can provide help with finding more support or resources. The helpline phone hours are Monday through Thursday 11am-9pm ET and Friday 9am-5pm ET and can be reached by calling 800-932-2237; you can also use the online chat to speak to someone Monday through Thursday 9am-9pm ET and Friday 9am-5pm ET. Please don’t hesitate to reach out, keep posting and stay well!",,,,,,,,
140,Depressedkid_1,02/06/2021,Dizziness,Is it normal for me to get dizzy when standing up like 3 or more times everyday? It's been happening a lot lately and I'm a little concerned,_admin_moderator,"Mon,02/08/2021-12:58am",Medical Symptoms,"Hi Depressedkid_1, you mentioned a concerning medical symptom and we encourage you to speak with a physician about what you’ve been experiencing. The following are just some of the signs of a serious problem that demands immediate medical attention: If you experience anything above, we highly recommend seeking help from a medical professional as soon as possible.",,,,,,,,
141,Depressedkid_1,02/07/2021,How to start recovery,"How do I start recovery after a relapse? If I'm honest, I haven't really been in recovery for very long before I relapse. I want to do better but i don't even know how to start recovery and I'm about to start in person school again so I don't know how I'm supposed to handle both of those. I don't want everyone in my school seeing me breakdown because i don't know the calories in the school lunch or because I feel like I'm eating too much, So what do I do? I really need some advice",_admin_moderator,"Sun,02/07/2021-11:37pm",NEDA Helpline,"Hi Depressedkid_1, we’re sorry to hear about what’s going on. The NEDA Helpline can provide help with finding more support or resources. The helpline phone hours are Monday through Thursday 11am-9pm ET and Friday 9am-5pm ET and can be reached by calling 800-932-2237; you can also use the online chat to speak to someone Monday through Thursday 9am-9pm ET and Friday 9am-5pm ET. Please don’t hesitate to reach out, and keep posting.",,,,,,,,
142,TripleA,02/07/2021,Not getting enough calories,ok so about my history in a nutshell from birth to age 7. I was underweight then had tonsils and adnoids removed and started to gain weight tried everything from eating right to exercising and at age 10 or 11 started to restrict and purge started therapy and still in therapy. I think my family and friends are naieve about the fact that i have an eating disorder because i'm currently overweight and they've never seen the warning signs and just thought o she ate something that didn't agree or typical teenage diet etc. Fast forward to current I'm an adult and only a handful of people know that I'm struggling with my eating such as my therapist and a few friends but the hardest part for me is getting enough calories per day and when I do then my mind automatically goes to how much exercise i need to do in order to burn off those calories. I don't fit the typical eating disorder criteria therefor i'm unable to recieve help from a treatment center. Just wondering how can I change my mindset so that food doesn't seem like a danger and not let my eating disorder kill me.,_admin_moderator,"Sun,02/07/2021-11:36pm",TripleA,"Hi TripleA, welcome to the forums. We hope they can be of help to you. We edited your post slightly to remove a specific calorie number, which is not allowed on the forums – you can review our community guidelines here.
If you want to talk about options for finding more support or resources, please don’t hesitate to reach out to the NEDA helpline. The helpline phone hours are Monday through Thursday 11am-9pm ET and Friday 9am-5pm ET and can be reached by calling 800-932-2237; you can also use the online chat to speak to someone Monday through Thursday 9am-9pm ET and Friday 9am-5pm ET. Keep posting and stay well!",,,,,,,,
143,Depressedkid_1,02/05/2021,Need some advice,"So my grandma hears me throwing up a couple days ago but I lied and told her I wasn't. I hate lying to her but I'm so ashamed about it, I don't know whether I should tell her the truth about what I've been doing. Any help would be really appreciated",_admin_moderator,"Sat,02/06/2021-9:24am","Hi Depresedkid_1,","Hi Depressedkid_1, we hope you are doing well and finding the support you need on the forums. We care about your safety and we’re concerned about some of the behaviors you mentioned. It sounds like you’re going through a difficult time right now and it seems like the help of a professional might be beneficial for you. The NEDA helpline has trained volunteers that can help put you in contact with the many different resources, treatment/support options available to you. You can call 800-931-2237 or chat online to discuss support options. Helpline phone hours are Monday-Thursday 11m-9pm ET, and Friday 11am-5pm ET. Helpline chat hours are Monday-Thursday 9am-9pm ET and Friday 9am-5pm ET. Please stay safe and take care.",,,,,,,,
144,Blue44,02/02/2021,Work interfering with therapy,I was supposed to have a session tomorrow with my therapist but I canceled because of my work. It is going to be hard for me to get away for my lunch hour at my appointment time. I’m really going to miss talking to my therapist. I have a lot of issues in my life that I need to talk about. I hate my job but I feel trapped because I need the money. I hate my life. I’m so depressed. I just want it all to end.,_admin_moderator,"Wed,02/03/2021-3:54pm","Dear Blue44, If you are","Dear Blue44, If you are having thoughts about hurting yourself please go to the emergency room or call 911. You can also contact the following resources:
Please stay safe!",,,,,,,,
145,JustMe23,02/03/2021,What do I do now .. ,"This is the first time I have ever posted to a forum or sought to discuss my eating problems with anyone. I'm not even certain I have an 'eating disorder' but I know my behaviour is unhealthy.. I just don't know how to stop.
I have had issues with food for about 15 years now - since I was a teenager, after being bullied at school and called fat - although I have never been over-weight medically speaking. Also the attitude within my family was always 'fat is bad'.
It started with controlling my food intake due to body image and self confidence issues. I exercise obsessively. Weight loss leads to compliments so I continue to eat less and exercise more. I eventually get so hungry I binge - then feel guilty and purge.
This is a cycle that just seem to go on and on.
As I have got older I have got very good at hiding my behaviour - my husband knows I have some body image issues but he has no idea how bad. My parents, friends etc know nothing.
I have always managed to stop just short of passing out, although being dizzy is an everyday feeling for me so I am just sort of used to it. My mum once asked me if I was anorexic after I lost a lot of weight in a month but she didn't question me any further after I said no.
My weight goes up and down a lot depending on my mental health - when I am not doing well I stop eating, so I lose weight and I receive compliments from friends and mums on the playground. This acts as a boost for my mental health so if I start to feel better, my eating normalises for a while. Then some weight goes back on and the compliments stop - which makes me stop eating again.
I get pains a lot, especially around my ribs, I think this may be down to purging.
If I do have an eating disorder, I have no idea what 'type' - I have never read about one that fits the description of how I am.
I'm honestly scared of getting help as I feel like recovery will end up with me gaining weight which is my worst nightmare. I just have no idea what to do now.",_admin_moderator,"Thu,02/04/2021-12:58pm","Dear JustMe23, welcome to the","Dear JustMe23, welcome to the NEDA Forums! You have mentioned some concerning symptoms and we would like to share the following list. The following are just some of the signs of a serious problem that demands immediate medical attention:
Or for any other medical concerns. Seek medical help soon on an outpatient basis if you:
If you have any of the symtoms listed above, we encourage you to seek medical help immediately. Please stay safe!",,,,,,,,
146,Tryingtoheal,01/25/2021,To those,"Who have felt like giving up, how are you doing now?",_admin_moderator,"Mon,01/25/2021-9:05pm",Edited Your Post,"Hi Chessie - your post had to be edited as weight stigmatizing language violates our Community Guidelines. Please take a moment to review our guidelines, and please continue posting.",_admin_moderator,"Mon,01/25/2021-9:05pm",Resources,"Hi folks. I wanted to post some resources here for anyone who feels hopeless or like giving up:
Take good care of yourselves. You are not alone!",,,,
147,Depressedkid_1,02/02/2021,Am I being rude?,"So one of my friends offers to get me a treat for my birthday which triggered my ED bc I can barely eat a meal, so I definitely can't eat this treat. So i told her i didn't want the treat, was I being mean? I didn't mean to seem rude but I feel like i should've taken the treat even though i wouldn't of eaten it.",_admin_moderator,"Tue,02/02/2021-1:43pm","Dear Depressedkid_1, we would","Dear Depressedkid_1, we would like to inform you that we removed the name of the treat you mentioned since it could be triggering to other users. You can review our community guidelines here. Thanks for your understanding and please continue to post!  ",,,,,,,,
148,Tryingtoheal,01/28/2021,Blue,Checking to see what's been going on lately.   Are you safe?  Going to the hospital?  Doing what you need to stay safe?,_admin_moderator,"Sat,01/30/2021-8:46am","Hi Blue44,","Hi Blue44, we hope you are doing well. We are glad to see you on the forums; battling these feelings are hard and it takes  strength to talk about and work through them. If you need additional help we’d like to encourage you to reach out to the National Suicide Prevention Hotline, which can be reached at 1-800- 273- TALK (8255). You can also reach out to the S.A.F.E. Alternatives Self-Harm Information Hotline at 1-800-DON’T-CUT(366-8288) or Crisis Text Line by texting 741741. We hope you stay safe and take care. ",_admin_moderator,"Mon,02/01/2021-1:52am",Blue44,"Hi Blue44, we’re sorry you’re dealing with these feelings and hope you can access the help you need. You described having some worrying thoughts and feelings – if you feel you are in crisis, please text “NEDA” to 741-741. Don’t hesitate to reach out and please keep posting.",,,,
149,Depressedkid_1,01/30/2021,Went out to eat,I went out to eat for the first time in a long time. I feel really bad for eating and I'm kinda wanting to purge.,_admin_moderator,"Mon,02/01/2021-1:53am",Depressedkidi_1,"Hi Depressedkid_1, we hope things are going okay. You described having some worrying thoughts and feelings – if you ever feel you are in crisis, please text “NEDA” to 741-741. Wishing you well, don’t hesitate to reach out and please keep posting.",,,,,,,,
150,benefields,01/30/2021,Painful burps!,"I’m 14 weeks into treatment and making lots of progress, but have been plagued by painful burps and pressure in my chest.  The pain can be debilitating until I “get the burp out”. My doc and nurse at the treatment facility say it’s part of the GI tract healing itself and it will go away with time. But I’ve had this problem well before even seeking treatment. Been going on for almost 9 months now. Anyone have a similar problem?  If so, any suggestions on how to treat?  I’ve tried every OTC product for gas and indigestion. Baking soda and water. Walking.....deep breathing....etc.  I’m currently taking a prescription med and have not seen a huge improvement. Help!",_admin_moderator,"Mon,02/01/2021-1:47am",Medical Symptoms,"Hi benefields, welcome to the forums. We edited your post slightly to remove a specific medication name, which is not allowed on the forums – you can review our community guidelines here. We’re glad to hear about the progress you’re making but are sorry to hear about the symptoms you’re experiencing, and we encourage you to continue to speak to a physician about these concerns. The following are just some of the signs of a serious problem that demands immediate medical attention:If you experience anything above, we highly recommend seeking help from a medical professional as soon as possible. Seek medical help soon on an outpatient basis if you:If you need assistance finding resources in your area, please feel free to contact the NEDA Helpline at 800.931.2237 M-Th 11am-9pm ET and F 11am-5pm ET. Additionally, you can chat with us online M-Th 9am-9pm ET and F 9am-5pm ET. Please don’t hesitate to reach out and take care.",,,,,,,,
