,0,1,2,3,4,5,6,7,8,9,10,11
40,hermione3,04/08/2021,Out of control ,My therapist basically said you know you have needed to be in treatment a long time now... I know that but I can’t go and it’s harder now with insurance stuff and a new job. I have hoped to turn it around but it’s like I can’t stop at all..I am so out of control. I keep losing and just it’s all a mess but my labs are fine but they still said I could be in the hospital. I feel I am invincible but my nutritionist said this will kill me...,_admin_moderator,"Mon,04/12/2021-1:54am",hermione3,"Hi hermione3, we’re sorry to hear about what’s going on. Please remember that you can reach out to the NEDA helpline to find available treatment options if you need more support. Helpline hours are Mon-Thurs 11a-9p ET and Fri 11a-5p ET. The helpline chat can be accessed Mon-Thurs 9a-9p ET, and Fri 9a-5p ET. Also, if you ever feel in crisis, you can contact the Crisis Text Line by texting NEDA to 741-741. The suicide hotline is also a resource to use; if you’re ever feeling suicidal or overcome with stress, please contact the hotline at 800-273-TALK. We hope you’re staying safe and continue to reach our to the forums. Please take care.",,,,
41,luness,04/08/2021,Relapsing - But with Different Symptoms?,"Has anyone else experienced a complete lack of appetite and/or food repulsions in their recovery? I can't find anything about this online!
I began my recovery from anorexia almost three years ago and can acknowledge that I never fully recovered, both in terms of weight restoration as well as healing my relationship with food. When I was in the thick of the ED, I craved almost all foods but heavily restricted because I believed everything was unhealthy. I thought about food all the time and frequently cooked for other people. Now I am much less rigid (I abolished most of my food rules), and I don't feel guilty after I eat. However, I almost never feel like eating. My hunger cues are shot, so that doesn't help.  Picking food, cooking food, eating food and cleaning up after food feels like such a waste of time. Occasionally I will make an elegant meal that I feel excited about only to feel repulsed by it halfway through my plate. Some food smells even make me feel sick (and no, I'm not pregnant). Most of the time, though, it's just me scrolling through dozens of recipes on Pinterest only for nothing to look appetizing in the slightest.
I know I need help.  My husband has to literally coerce me into eating every meal, and it's a source of a lot of tension. But my university counseling center turned me away because I needed ""more specialized care,"" and I'm too broke from paying for grad school to be able to pay for the care I need (assuming I can even can get on the long wait list).",_admin_moderator,"Sat,04/10/2021-11:28am",Welcome!,"Hi luness, Welcome to the forums! We wanted to let you know that the NEDA helpline is available for more support. It is open Monday-Thursday from 11am to 9pm ET, and Friday from 11am to 5pm ET. You can also chat with our Helpline! Helpline chat hours are Monday-Thursday from 9am to 9pm ET, and Friday from 9am to 5pm ET.Stay safe and keep posting!",,,,
42,LCheveke,04/09/2021,New to eating disorder and have some questions,"I have have become new to having an eating disorder. I have alot of symptoms and trying to put together a team to help me recover. I have alot symptoms I cant explain. Like legs hurt, crap up alot, feeling HOT or cold.. mostly hot. I have bathroom issues and I cant really sleep. what causes these and other things I didnt mention. My axiety is always high and Im super sensitive to alot of things. I am up to eat 4x a day. but its a struggle.I cant be the only person who has these and other symptoms. anyone can help give me a clue? or suggestions.",_admin_moderator,"Sat,04/10/2021-11:01am",Welcome!,"Hi LCheveke,  Welcome to the forums! LCheveke, you mentioned some concerning symptoms in your post. The following are just some of the signs of a serious problem that demands immediate medical attention:
Seek medical help soon on an outpatient basis if you:
 We also wanted to let you know that we are unable to give medical advice on the forum. Please reach out to your doctor if you have questions. For more support, you can contact the NEDA helpline Monday-Thursday from 11am to 9pm ET, and Friday from 11am to 5pm ET. You can also chat with our Helpline! Helpline chat hours are Monday-Thursday from 9am to 9pm ET, and Friday from 9am to 5pm ET. Stay safe!",,,,
43,hermione3,04/03/2021,Back and still struggling ,I haven’t posted in ages but I am struggling so incredibly bad. I am at a point where I am medically unstable according to my team like I am really On thin ice. My medical doctor is away this week but said I have to be improved weight wise and medically or really she should hospitalize me...I am terrified I can’t go to the hospital now. I got a new job and just started last week so it might have been the wrong choice while in a bad relapse to start a new job bud j have never been in recovery. My nutritionist asked why I still see my team if I do nothing they say. We came to the realization that I need them for intimacy because I can’t be intimate with anyone due to my many traumas. I can talk to my team it’s sad I need professionals in that way but I plan on exploring this deeper with my therapist.,_admin_moderator,"Mon,04/05/2021-1:01am",hermione3,"Hi hermione3, we’re sorry to hear about this challenging time. The forums are here for you, and if you find yourself struggling, we’d like to encourage you to reach out to the Crisis Text Line by texting 741741 or the National Suicide Prevention Hotline, which can be reached at 1-800- 273- TALK (8255). Please don’t hesitate to reach out, and take care. ",,,,
44,imstillgrowing,03/25/2021,The end of dietician sessions and ED Nostalgia,"Hi Recovery Family!It's been so long since I've used this forum. I've been in recovery two years now, which is a huge accomplishment and I'm very proud of myself. But my dietician, who I've been seeing for 3 1/2 years, thinks I'm ready to stop seeing her. I thought I would be excited when this moment came. After all, we've only been seeing each other about once a month for quite some time now. However, I'm feeling fearful and lonely instead of excited. I am pretty solid in my recovery AND I still have a lot of ED nostalgia. There are many nights when I lie awake imagining a relapse. I never thought that two years out I'd still have such pervasive thoughts. I am so thankful that I'm at a space where I can acknowledge these thoughts as just thoughts, and not fall into them. But with the ending of my dietician sessions, I am finding the nostalgia is kicking up a notch, and part of me thinks it's because losing my dietician feels like that--a loss. I know I'm not really losing her, as she says I can always schedule another session if I need it. I think it's also a reminder that I'm not sick anymore. That I don't really fit into the ED community anymore, which was also a loss. Why did no one tell me there would be so much loss in recovery??So I thought I would post here, because I need a little support. I love recovery and all that's it's allowed me to do. And I hate the ED, and the way it's always trying to sneak back into my life. Blessings, fam.",_admin_moderator,"Wed,03/31/2021-5:01pm",Resources ,"Hello, we're sorry to hear about this. Since suicide has been dicussed in this thread, we just wanted to share these resources in case anyone may need to reach out: 
Dial Help Inc.: Call (906) 482-4357 or Text (906) 356-3337 or www.dialhelp.org",_admin_moderator,"Wed,03/31/2021-4:59pm",Editing Note,We’re sorry about what you’ve experienced and we hope that you’re able to get the help and support you need and deserve. Here is a resources that might be helpful: https://hotline.rainn.org/onlineWe had to edit your post because specific details can be triggering for other members on the forum. Please take a look at our guidelines here: https://www.nationaleatingdisorders.org/forums/community-guidelines
45,barewithme,03/15/2021,What Has Happened To My Body - Metabolism ,"Hi All,I've suffered with an eating disorder for over 10 years, starting when I was 17.
I started restricting my food intake-this lasted for about a year or 2 (I was never extremely underweight)I then developed the habit of chewing and spitting my food out (CHSP) starting this was the worst decision I ever made!
I went on with it for 10 years, never eating meals just snacking , and chewing mounds of food in solidarity.During this period my weight fluctuated a lot, I imagine I was taking in some calories from the chewing, so when I wasn't happy with my weight I restricted the chewing (it feels absurd thinking about it)Anyway, I finally reached a breaking point when I was larger in size and the restricting wasn't helping me lose any weight, I wanted to eat normally and be healthy but happy with my body, so I had my resting metabolic rate tested at a university in London.
The results were shocking, my predicted RMR was Xkcal but my actual RMR came back at Xkcal.I was told they had never seen such a low RMR in anyone of my healthy weight (healthy, but in reality I wasn't healthy at all)
How was my body a healthy weight when I wasn't ingesting any meals? And at that point I was chsp on some food.I decided to turn things around and began eating meals along with lifting weights, initially I thought I was putting on weight, but I was reassured but a DR in Australia who specialised in ED and was looking into CHSP, that this was just water weight from what I was taking on. Eventually things levelled out and I dropped the pounds and gained more muscle and I was happy with myself! Even though I lost a couple of pounds I was still a healthy weight (I've never wanted to be incredibly skinny) the only problem was I still wasn't eating enough, I was consuming the amount of calories people would when dieting, or less. Eventually my muscle gains plateaued and slowly the weight crept back on. This was roughly 2 years ago and I'm not entirely sure why - maybe my body got use the the amount of calories, so I  should have continued increasing them.I now eat maybe a little bit more than then, but it is still a considerably low amount of calories yet I am not happy with my weight. I am not over weight and have a normal BMI. I just want to be able to eat a normal amount without gaining even more weight, but I'm scared to.I imagine my metabolism is to blame for this, or for some reason my body is holding onto the fat and not wanting to burn it? (Now I am heavier my recent test showed my RMR is Xkcal)I just can't understand how I am the size when I still don't eat enough. Has anyone else experienced this?Would appreciated any replies and stories if anyone would like to share.
Hope everyone is ok xx Amy",_admin_moderator,"Mon,03/15/2021-12:36pm","Dear barewithme, we would","Dear barewithme, we would like to inform you that we edited your post to remove detailed descriptions of disordered eating behaviors, as well as calorie numbers, which are not allowed on our forums and could be triggering to other users. You can review our community guidelines here. Thanks for your understanding and please continue to post! ",,,,
46,booster22,02/23/2021,Am I Still Worthy of Recovery?,"Hello, I am 16 years old, and I was diagnosed with anorexia nervosa in June of 2020.  I got my period back in December (yay),which is great news. However, I still eat so much now. I don't think I can distinguish between what is hunger and what is not.  I restricted yesterday, but I become frustrated because I can't restrict they way I use to.  Before, I'd eat X calories or less. Now, I eat X or more calories! That is way too much and I know it. I have an obsession with mirrors and the scale. Exercise is something that triggers me to feel awful about myself. I fear that when I see my doctor in over a week, she'll tell me I'm too fat and that I need to go on a diet..I'm new to this, so I'm sorry if this is all over the place. I'm just so worried and confused..",_admin_moderator,"Wed,02/24/2021-10:57am","Dear booster22, welcome to","Dear booster22, welcome to the NEDA Forums! We are writing to inform you that we edited your post to remove calorie numbers, and edited language about disordered eating behaviors, which could be triggering to other users. You can review our community guidelines here. Thanks for your understanding and please continue to post!  ",,,,
47,survivingtothriving,01/27/2021,Recovering when I was never medically underweight,"Hey y’all! I guess I just wanted to let off some stuff about this. I’ve recently started recovery and I’m really struggling with the fact that recovery doesn’t always have to mean weight restoration. I feel like every other anorexia/restrictive eating survivor had to go through this long, intense battle of gaining weight back, and although I do have serious medical issues from losing weight and I am at a low weight for my height, I’m not medically unstable enough to warrant having to regain a lot of weight. I think this is because I’m a fairly tall girl (5’7”) and also naturally have a pretty muscular frame, so I don’t lose weight all that easily and I’m just pretty sturdy naturally. It makes me feel really bad because I want recovery, but I feel like I don’t deserve to eat normal amounts as my frame is naturally bigger and I’m not visibly or medically considered underweight. I also feel like people see the whole “naturally bigger frame” thing as an excuse, and I just feel so invalidated in my struggles because I don’t fit the stereotypical image of my disorder. I know recovery looks different for everybody, and everyone’s set point weight is different, but it just hurts knowing that people think I look fine now when I’m not, and that I likely won’t fit the beauty standard when I get back to a healthy weight for me. Urgh. Anyone else with a more muscular/bigger build and AN relate to this? What helped you during recovery? Any words of wisdom or support? Big hugs and best wishes to all of you. <3",_admin_moderator,"Wed,02/10/2021-10:09am","Dear kyuxin, we would like to","Dear kyuxin, we would like to inform you that we edited your post to remove the name of the Youtouber and a description of physical appearance. You can review our community guidelines here. Thanks for your understanding and please continue to post! ",_admin_moderator,"Mon,02/22/2021-12:57am",Edited your comment,"Dear minigherkins, we would like to inform you that we edited your comment to remove weight and size numbers, which are not allowed on the forums. You can review our community guidelines here. Thanks for your understanding and please continue to post! "
48,amyie,02/15/2021,Weight gain during first week of treatment,"If you were inpatient and were on a meal plan, what was your experience with weight gain during the first week? And what about other weeks? Was it slower?
Thank you very much for answering!",_admin_moderator,"Mon,02/15/2021-8:44pm",Edited your post!,"Hi Amyrie - welcome to the forums! We’re glad you’re here. Your post had to be edited to comply with our Community Guidelines. Weight and calorie specifics can be triggering to other users. Please take a moment to review the guidelines, and please continue posting!",,,,
49,MacCroc,10/24/2020,Looking for recovery buddy,"Hello beautiful people! :)
I am looking for an online recovery buddy to support each other and keep each other accountable (like messaging every day and during crisis situations).
A bit about me: female in my late twenties, had an earting disorder for over 10 years, last 3 years in treatment and (more or less) recovery. Have been relapsing recently due to all the pandemic pressure and the fact that I think I was in ""pseudo-recovery"" before. This time I want to commit to full recovery without any ""safe thoughts"",  which probably means gaining weight and scares me.
Anyway, please message if you are also recovering and would like to be in touch to help each other!
PS I would prefer someone who is also still in recovery as opposed to already recovered and willing to help. Just a personal preference:)",_admin_moderator,"Sat,10/24/2020-10:02am",Hi MacCroc,"Hi MacCroc, we are glad to see you using the forums for the support. As a reminder, the NEDA forum guidelines do not allow the sharing of personal information, such as email/home addresses, phone numbers, real names, and social media details as a safety precaution. However, you’re more than welcome to continue to communicate with other members while on the forums. When you get a chance, please take a look at our community guidelines here: https://www.nationaleatingdisorders.org/forums/community-guidelines. If you need help locating resources, please contact the Helpline at (800) 931-2237. Phones are open Monday-Thursday 11AM-9PM EST and Friday 11 AM-5PM EST. Our online chat helpline is open Monday-Thursday 9AM-9PM EST and Friday 9AM-5PM EST. Please take care. ",,,,
50,kyuxin,02/10/2021,Preventing a relapse?,"Hey guys,During the last days I found it getting continuously harder staying on track with my recovery and I just feel like I'm on the verge of breaking down and relapsing?
Do you have any suggestions or experience as to what helped you if you ever felt like that?",_admin_moderator,"Wed,02/10/2021-6:30pm",Resources,"Dear Kyuxin, We’re sorry to hear that you’re feeling this way right now. We care about your safety and want to make sure you have all the support you need. As a reminder, you can also reach out to the NEDA helpline if you feel like you need more support or access to more resources in the meantime. The helpline phone hours are Monday through Thursday 11am-9pm ET and Friday 9am-5pm ET and can be reached by calling 800-932-2237; you can also use the online chat to speak to someone Monday through Thursday 9am-9pm ET and Friday 9am-5pm ET. The National Suicide Prevention Lifeline and Crisis Text Line are also available resources; if you’re ever feeling suicidal or overcome with stress, please don’t hesitate to contact the suicide lifeline at 800-273-TALK (8255) and the Crisis Text Line by texting “NEDA” to 741741. Please stay safe and take care.",,,,
51,Tosayimtrying,02/06/2021,"Lost of appetite w no triggers, 5 months into full recovery?","Hi everyone,Some bg info:
I've had no triggers or behaviors for about 5 months now. I do not have a theripast as we completed in October progress wise. :) My psychiatrist had even commented on my progress saying I was doing well recently, I was happy.It was all going well until about a week ago, I've suddenly lost my appetite for anything. I'm not pregnant (100% like period 2 days ago %) and I've had no recent change in plans or expectations. Now I've always had a hard time being hungry but I usually can snack and make myself meals to keep myself in check. As of recently though, I lack the motivation to even find the appeal in some simple foods.
I had tried talking to my boyfriend (I live by myself currently and hes been a great support, since I've been diagnosed and gotten treatment, relapses etc. (Since 15, OSFED, only done therapy) and he said I should try to eat something at least and confirmed the fact that I should be hungry. But somehow I can't even stomach things. I tried to eat some baked goods I made and I had a little bit but I just didn't want anymore. I feel kind of frustrated because I know I should he hungry, my body is hungry, but part of me is starting to go ""well you're not physically or mentally hungry.. so why eat?"" Which is the mindset that my eating disorder stems from but it feels logical! I'm not even weighing myself. I don't feel fat either. I feel happy too, or good/neutral/optimistic.I just don't want to eat.:/",_admin_moderator,"Sun,02/07/2021-11:50pm",Tosayimtrying,"Hi Tosayimtrying, welcome to the forums. We slightly edited your post to remove mentions of specific foods, which are not allowed on the forums in case they’re triggering to others – you can review our community guidelines here. 
We recommend that you speak with a medical doctor about your concerns with loss of appetite. The NEDA Helpline is also available for help with finding support or resources. The helpline phone hours are Monday through Thursday 11am-9pm ET and Friday 9am-5pm ET and can be reached by calling 800-932-2237; you can also use the online chat to speak to someone Monday through Thursday 9am-9pm ET and Friday 9am-5pm ET. Please don’t hesitate to reach out and keep posting.",,,,
52,Rhath,02/05/2021,Slipping and just not hungry,"I started therapy for restrictive eating after decades of skirting around the issue and it finally got really bad. I was doing great the first 4 months with sticking to my meal plan and getting more comfortable with adding a little weight, though still not thrilled. Then I hit the wall and just don't feel the same motivation as I did at the beginning of recovery. I have slowly been slipping into less eating and now this week I am really having to force myself. It is extra difficult right now because my 14 year old son has ulcerative colitis and we have to be at Children's Hospital for 3+ days. It is so hard to find things I want to eat here and my anxiety just has my stomach in knots so eating really doesn't feel good. I know I won't let it get as bad as before but it's just such a struggle when I have no appetite. How do I stop slipping backwards?",_admin_moderator,"Sat,02/06/2021-8:58am","Hi Tosayimtrying,","Hi Tosayimtrying, we hope you are doing well. Unfortunately, we had to edit a portion of your post, as mentioning specific foods is against community guidelines. Please stay safe and keep posting! ",,,,
53,survivingtothriving,01/27/2021,Crushed it tonight!,"I had the same meal that the rest of my family ate tonight, plus some dessert because i was still hungry!! trying not to feel guilt about the extreme hunger aspect- i know that it’s normal after restricting for so long, and i’m trying to let my body eat what it wants and know that i won’t hurt it again. i feel really happy right now... a little weird because i’m not used to feeling full, but happy. it was so good and i’m worth so much more than however my body looks after a delicious meal (which, TMI, is very bloated right now, hahaha) i know recovery is up and down, but i really hope this can lead to more “up” moments for me. i’m trying to eat and repair my body first, and hoping that the self-love can come after if i keep taking care of my body. recovery is so tricky, there’s no formula for everybody, but if i can try to do it, so can you. i just wanted to share my victory tonight and hope that you can all eat something delicious, balanced, and filling as well. you deserve it, and you need it. <3",_admin_moderator,"Thu,01/28/2021-9:25am","Dear survivingtothriving, we","Dear survivingtothriving, we would like to inform you that we edited your post to remove mentions of specific food items. You can review our community guidelines here. Thanks for your understanding and please continue to post!  ",,,,
54,ariel0115,02/02/2021,Weight gain/inability to lose weight post recovery,"Hi! I am in 'recovery' from restrictive eating habits and intense exercising although I have never formally been diagnosed with an ED. I started becoming uber conscious of food and restrictive around age 15 and went through periods where I was really restrictive versus more 'normal' healthier periods. Shortly after I started becoming more conscious of my food choices (at 15) I lost my period until age 19. Age 19-21 I gained X lbs despite still eating fairly little and exercising. Halfway through being 21 I stopped restricting, have been seeing a nutritionist and am following her caloric target which is above what i used to eat, but is still a 'losing weight' target for someone of my height. Since being 19 (for 3 yrs now) I have been completely unable to lose weight and seem to keep gaining weight. During the last few months I have tried to trust the process and keep hoping my metabolism will sort itself out from the restriction, but its already been almost 6 months and I am stil gaining weight. I am well above a healthy weight/above my pre-ed weight. I know I restricted for a long time but does anyone have experience with how long it will take for things to regulate and my weight to come down a bit / if they ever will?",_admin_moderator,"Tue,02/02/2021-1:38pm","Dear ariel0115, we would like","Dear ariel0115, we would like to inform you that we edited your post to remove weight numbers, which could be triggering to other users. You can review our community guidelines here. Thanks for your understanding and please continue to post! ",,,,
55,mila123,01/30/2021,Is overeating a part of the recovery or is that still a part of my eating disorder?,"Hey everyone, I started my recovery around this time last year. I have gotten so far with my recovery, I feel much better, I can focus on my life, my weight and what I eat doesn't bother me anymore. A little background on my eating disorder, I was an anorexic when it started, but after two years, as I was losing weight, I got hungrier and hungrier, and so I became a binger, I would binge on a few different foods and in that period I became a bulimic, and things got out of control. I was stuck in that cycle for so long, and I decided to finally seek recovery. I was on antidepressants and all  that things, and so I feel much better. I have one thing that still reminds me of that part of my life, which is why I'm writing. Since my recovery, I don't control myself over what I eat, but once a week since I started recovery, I overeat. It used to be really big quantities of food, but now I'd say it's just the size of one extra meal. The eating itself doesn't bother me, but what bothers me is that I'm tying this habit to my past bingeing and purging, like a leftover of that habit. The thing is I can even recall of this habit even before my eating disorder, it is what brought me to my eating disorder, because I was aware of this behaviour but I didn't know hot change it, I was around 13 when I remember it first started happening. So my question is, is this a normal part of the recovery, or should I try and fix my habits?",_admin_moderator,"Sat,01/30/2021-10:47am",Welcome!,"Hi mila123, Welcome to the forums! We edited your post to remove mentions of specific foods which can be triggering to other users. You can check out the community guidelines here. We are glad to have you here, keep posting and stay safe!",,,,
56,rose647888,01/26/2021,Binging,"Hi.
I'm almost 18 and was underweight from anorexia for one year. Since last Thanksgiving, I have been binge eating nearly every day. I'm not really hungry when I eat like this, and I don't really have cravings anymore, I just don't stop eating...ever. From November 26th to today, I gained a whole lot. My period stopped before I had lost the weight, and it hasn't come back. Am I supposed to keep eating too much until it returns? I have been trying to give myself unlimited permission to eat anything I want so that I can heal my relationship with food, but I don't think it's working, and I don't feel well at all.",_admin_moderator,"Wed,01/27/2021-9:30am","Dear rose647888, we would","Dear rose647888, we would like to inform you that we edited your post to remove weight and height numbers, which are not allowed on the forums. You can review our community guidelines here. Thanks for your understanding and please continue to post! ",,,,
57,zofia,01/09/2021,Relapsing,"Hello, I'm new to the forum. I'm sorry for how long this post is going to be... I'm 19 and I've considered myself to be recovered for about a year. My eating disorder didn't last very long, because I quickly received help (therapy and small dose antidepressant medication), but it was still quite intense and very damaging for me. I started to starve myself when I was 16/17, which was partly a coping mechanism for my feelings of horrible loneliness and self-hatred, partly a suicide attempt, and it quickly became an eating disorder. My life turned around completely after I started going to therapy and taking meds and after I managed to make friends. I gained A LOT of weight over the summer last year, compensating for all the kilograms that I've lost, but I dealt with it quite well,though I still took my medication and went to therapy for another year. I stopped doing both of these things around September this year, because, despite the covid situation, I was feeling well. I was also excited because of the start of my first year at university. Unfortunately, lately things have seemed to be going downhill. I've been struggling to find any motivation that I need to actually study - because of that I feel as if I hadn't learned anything and continuing to try seems pointless sometimes. I don't even know why I chose this particular major anymore, all I have to learn seems worthless to me now. On some days I feel overwhelmed by feelings of hopelessness and then I might struggle to get out of bed, take care of myself, let alone study. And obviously, with the pandemic and usual lack of time, I rarely see any of my friends. I chat with some of them and try to keep in touch, but lately I've become growingly disgusted with myself, which makes me feel like I should stop bothering other people and cut ties with them. I've already had a time latelt when I deleted my social media for around a week and did not contact with anyone, but, obviously it just makes me feel worse. That's obviously when the ed comes in. I've been feeling worse and worse about myself for a few months now, but I think it became even worse around a month ago and some of my old habits seem to be coming back. As it was two years ago, it started with several days of fasting and these were the days when I didn't feel motivated enough for anything. From time to time there were days when I had sudden surge of energy or motivation, but most of the time everything seems to be painfully chaotic, unorganized, it seems like I'm not doing anything to change it and I know that I'm just so awfully pathetic and disgusting. I've started to restrict again, though I wasn't as successful in it as I wanted to be. Eight after Christmas I was left alone at home after my family went away for a week or two and once again I was using restriction and fasting as a way of punishing myself, creating order  in my life or something. I'm starting to feel like I'm not able to keep going without heavily restricting, though i think it's different from what it used to be. I only wanted to do this for a day or two, maybe more, and then it would be over, but I'm not any less angry at myself. I've binged multiple times over these days and it makes me even more angry at myself. It makes me want to restrict even more, even though I am aware, that hunger is the reason for binging. But I started to feel discomfort after eating anything, like something is not right, and something is telling me that maybe this is the only way to make things right and to make life livable. I'm so angry at myself most of the days, but this seems like compensating for everything that I do incorrectly and all the ways in which I am incorrect. I don't want to relapse though. I don't want to lose as much weight as I did two years ago - I feel worse about my weight than I did a few months ago, but I don't want to destroy my body like this again and most of all I don't want anyone to worry about me. This is the main reason why I'm concerned about this, really, that I don't want to upset other people. I not that my grandparents would be horrified if this happened. I'm also worried about my sister. She has been the first person to notice anything two years ago and yesterday she accidently saw my notebook with all my meals and calories written down. She didn't tell anyone else, but she got very angry at me. I obviously told her that it only happened for a few days,but I'm okay. I don't know though. After I talked to her I felt like I really need to start eating normally and regularly again, but right after that all the thoughts that I had had before came right back to. I don't know if I'm going to bear all of this without having some form of restriction. I don't know why, but it's hard for me to convince myself otherwise. Nothing happens z really, but that just makes it seem worse. Days just pass and I don't even notice. Everything seems so chaotic and I can't make anything right. My friend has recently suggested that I could go back to therapy, but I don't think it's a good idea. I don't think it is going to help me in any way right now, my parents will have to pay for it again (I don't have a job yet, I intended to get one, but I'm already not able to deal with my upcoming exams and probably too dumb even for my worthless major). And as I said, I haven't even lost weight and I keep eating too much in the end. Whenever I try to talk to someone, I realize that everyone is struggling,especially now, during the pandemic. It makes me feel like I don't need any more help than others do. I might feel better tomorrow or several days from now. Sometimes I end up convincing myself that I only do everything for attention and I deserve to beat myself up for it. Again, I'm sorry for making this overly long. I guess I just needed to get some things of my chest, but maybe I should've kept it shorter.",_admin_moderator,"Sun,01/10/2021-11:58pm",zofia,"Hi zofia, welcome to the forums. We’re sorry to hear about what a challenging time this has been, and you are worthy of help and support. You mentioned some concerning feelings and we want to make sure you know there are resources here for you:
 If you want to talk about resources, including low-cost options, the NEDA Information and Treatment Option Helpline phone number is 800-931-2237, or there is a chat function on this website to discuss support options. Helpline phone hours are Monday-Thursday 11am-9pm ET, Friday 11am-5pm ET. Helpline chat hours are Monday-Thursday 9am-9pm ET, Friday 9am-5pm ET. Please don’t hesitate to reach out and take care. You are not alone.",,,,
58,horseshoecrab,12/19/2020,home for the holidays,"I'm a freshman in college, just moved out this fall and I'm back home now for the holidays.Change is hard -- I'm struggling to get readjusted and I'm binging as a way to deal with that. I think. I've gained some weight. I do body-weight exercises and I'm a very serious athlete, so I'm also not as strong as I used to be. Plus I'm taking a little time off for the holidays, or not pushing as hard, or something. Which is good... but yeah :(I've had anorexia, I went to the hospital, my parents know about that. Now I've been trying to not eat, because I'm not hungry or to purge after binging, and they say stuff like, ""Should we be worried this is the anorexia again? No, wait, you're clearly not underweight so it's not a problem.""Needless to say this is not a helpful statement. I know EDs happen in all bodies, I know. I miss being anorexic, though, because it was a)obvious to other people that there was a problem and b)felt better -- that was control, this is just fat and out of control and stuff like that. I haven't actually purged, like thrown up yet. But I really want to, sometimes -- it would make some things easier. I get close, and then I don't because I know how bad that is for you medically.But I think binging and having too many calories is bad too. I can't restrict anymore, I don't know why. My body won't let me go back to having bad anorexia, which I guess is a good thing but maybe not. I can't even really overexercise right now, so it feels like purging is the only way out. I want to have good holidays, I don't want to be worried about all this crap right now. I weighed myself for the first time today in seven (?) months... I'm so sorry.",_admin_moderator,"Sun,01/03/2021-11:39pm",horseshoecrab,"Hi horseshoecrab, thank you for posting. We hope you’ve been getting through the holiday season okay and are sorry you’ve been dealing with these difficult feelings. We encourage you to reach out to the NEDA Helpline if you want to look further into support options for your recovery. The Helpline phone number is 800-931-2237, or there is a chat function on this website to discuss support options. Helpline phone hours are Monday-Thursday 11am-9pm ET, Friday 11am-5pm ET. Helpline chat hours are Monday-Thursday 9am-9pm ET, Friday 9am-5pm ET. Please don’t hesitate to reach out and take care. You are not alone!",,,,
59,MeowMeow,12/30/2020,severe anemia 5 years into recovery,"Hey everyone,I'm new here.  I struggled with anorexia all through my teenage years.  For the past 5 years I have been weight-restored and behavior free.  I have never received professional help.Due to some complications, I went 3 years without seeing a doctor.  But just last year I got a physical and was due for blood work.  They found that I was severely anemic and sent me to the emergency room, where they decided I was stable enough not to require a blood transfusion and instead prescribed me iron supplements.  Within a week after I started taking the pills, I noticed a HUGE energy difference.  And after a couple months, I noticed that my hair was growing in much darker, thicker, and curlier (the old hair looked almost blond and the new hair was brown).My doctor ordered a bunch of tests to try to figure out the cause of the anemia (looking for various sources of internal bleeding) and all came back negative.  After describing my periods to her, she said they didn't seem heavy enough to explain such severe anemia.I am wondering if the anemia was caused by my ED history.  It just feels strange that such a severe mineral defficiency could still happen after eating normally for several years.  Has anyone had a similar experience?(I haven't yet told my doctor about the ED.)",_admin_moderator,"Thu,12/31/2020-9:09am",Welcome! ,"Hi! Thank you for posting. We’re sorry to hear about what’s going on but we're glad you were able to get medical help for your situation. Whenever someone mentions having health related issues, we do recommend that you bring up your eating disorder to the medical staff so that you can be treated accurately. When you get the chance, please take a look at our community guidelines here: https://www.nationaleatingdisorders.org/forums/community-guidelines. If you’re looking for resources, please feel free to contact the Helpline at (800) 931-2237. Phones are open Monday-Thursday 11AM-9PM EST and Friday 11 AM-5PM EST. Our Click to Chat is open Monday-Thursday 9AM-9PM EST and Friday 9AM-5PM EST. You can click the chat now option at the top right hand corner! ",,,,
