,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
361,Tryingtoheal,11/19/2020,Should I say goodbye?,I'm Really struggling with my mental health.  Should I say goodbye to my loved ones?,Annet,"Fri,11/20/2020-7:59pm","Hi Tryingto heal,","I think you would benefit from ""sharing the load"" with your loved ones. Even though you have not told them, I am sure they somehow notice something is not completely alright with you.Please talk to your doctor as soon as you can. Life is hard sometimes but with the appropriate support, you can feel better.Please, please, please, TAKE CARE of yourself.I care about you.Hugs
Annet",Tryingtoheal,"Fri,11/20/2020-9:10pm",Thank you,I need to hear that right now.  Every night seems to get harder to survive through.,Annet,"Fri,11/20/2020-9:37pm","Hi Tryingto heal,","When you feel like that but can not say any words, hug your cat, hug your husband, hug yourself.
You will get better. Virtual hugs to you!",Tryingtoheal,"Sat,11/21/2020-10:16am",That's a great idea ,I will try that.  Thank you for your suggestion.,Annet,"Sat,11/21/2020-5:08pm",How are you feeling today?,"If you need to vent or write how you are feeling to someone, please feel free to come here.
I hope you are doing better. Life is full of ups and downs. But any of them last forever.
Everything shall pass...Also, we are what we ""think"". So, every time trauma memories come to your mind, try to exchange them for some good memories or for the way you would like your life to be.Hugs
Annet",2Healthy4me,"Sat,11/21/2020-11:47pm",That's a great suggestion...,"Many sports coaches and psychologists weather in health, general, or sport psychology this positive visualization and visualizing a positive outcome, or a successful goal. When we're born into a life of lemons we must adjust and make lemonade, make the best out of the life dealt to us. Life has challenges and what you suggested is an actual technique in psychology and coaching. We must be good sports, and continue practicing to rise above our challenges in life.",Tryingtoheal,"Sat,11/21/2020-9:03pm",I don't agree ,"So if we are what we we think, you're saying I'm worthless.",Annet,"Sat,11/21/2020-9:13pm","Hi Tryingto heal,","No, that is not what I meant. What I meant is that if you change your negative thoughts (let's say the ""worthless"" word) by something positive (like ""You are worth""), then, you will start feeling better. It is not magic but the more we think we are something negative, the worse we feel.
I know it may sound ridiculous but we need to work hard on our self-talk. We have repeated the same things over and over to ourselves that we have ended up believing them. Of course, the people who is around you, for sure loves you and sees you as someone of value. But no matter how many times they tell u so, you will not believe it. Until you start thinking of you in a more positive way.You are a nice person, you are worth and you deserve to be happy. Annet",2Healthy4me,"Sun,11/22/2020-2:53pm","Sorry,that is Not what I meant for U to think","Perhaps every day is a 2nd chance for humans alike and not alike, to try and think Good thoughts. Journal the 1's u can't rid yourself of and trash the memo you just wrote. Go break some glass, stand in a long line at the mall and enjoy current reason to be emotionally moved by all the people, waiting there, just like YOU. Bring yourself back. Somehow you seem to have gone too far backwards and need to pull out of the emotional mode you are somehow stuck in currently. Only YOU have the POWER to get back on the donkey and keep on riding, spite any falls in the past.Good Day and hope you may rest up well and feel better soon.",Tryingtoheal,"Sun,11/22/2020-10:18am",Thank you ,For clarifying.,CASACERA,"Sun,11/22/2020-11:40am",sometimes at night in the shower,"when I'm discouraged I say out loud to myself: ""o.k. what's good CC?, what's good?"" and I invariably come up with supportive answers. I'm a music person. Songs for everything. Irene Cara ""Out There On My Own""...but how 'bout ""There's Got To Be A Morning After""., Writing helps me too. Just getting ""it"" out. I'm in ""the pits"" right now so one thing is for sure. You are not alone. CC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,Blue44,11/18/2020,Going downhill fast,I haven’t posted here in several weeks. I started a new job a couple of months ago so I’m very busy. I have lost a lot of weight since starting this new job. I’m not doing well mentally or physically. I feel lightheaded at work sometimes. Sometimes I feel like just driving away and hurting myself. I really feel lost and don’t know how to start living again. It’s really hard to get in a session with my therapist. My job hasn’t allowed time for me to see my psychiatrist so I quit my medicine,Annet,"Wed,11/18/2020-9:57pm","Hi Blue44,","I think your health and wellbeing should be the priority. Why not to ask your manager for permission to see your therapist and phychiatrist every other week?
Quitting all medicine without professional supervision is usually not a good idea. I have done it and I have only ended up feeling worse. If you have been losing weight and feeling like hurting yourself, I think you are in a dark spot and you could benefit from seeing your team.
Talk to your therapist/pdoc. Talk to your manager. If there is a will, there is a way. If your manager does not want to collaborate with permissions, then, he has an issue. But you look after yourself.Now with technology, you could attend your therapy session in a work break or even at lunch time.Hugs
Annet",Blue44,"Thu,11/19/2020-6:40am",Thanks Annet ,I appreciate the support. I did talk to my therapist yesterday during my lunch break. She wants me to talk to my psychiatrist immediately. She also wants me to see a medical doctor immediately. It’s just hard for me to care about eating or making these appointments right now being in a dark place,Annet,"Fri,11/20/2020-7:54pm","Hi Blue44,","I know you feel within a wall and a hard place. That is the way we see things when we are struggling or in crisis. Congratulations on talking to your therapist, yesterday. That is a signal of your strength and desire to change things.
Please be patient and take one little step at a time. For example: one day, talk to your phychiatrist. Another day, go and see your medical doctor. Next week, talk to your therapist.
Little by little your life will start to improve.
Trust me. Darkness does not last forever and there is a light at the end of these difficult days.Hugs
Annet",Blue44,"Fri,11/20/2020-7:34am",Feeling really depressed ,I feel like just going away.,CASACERA,"Sun,11/22/2020-10:01am",It's Sunday....,"My eating food addiction doesn't leave till weekday office/business hours. I have eaten enough this AM for the whole day. There is no 24/7 connection/help with enough women to respond to with such different schedules and issues they're struggling hard with. Obesity the 2nd most serious risk factor with covid. And nothing out there. OA phone sessions? ""You have to have 3 months ""abstinence"" to talk. What is wrong with this world when phone numbers for alcohol or hard drug addiction and centers to stay in are all over the place. When I called my analyst that ""I can't stop eating"". He said ""Go to the hospital clinic and throw a fit"". I wasn't crazy, just a desperate food addict needing help. I'll spare you the story of how I got in, but the 3 weeks in patient stint gave me the break I needed. I've done everything my whole life to manage this but it doesn't go away. I have bless-ed remissions from time to time I 'm just trying to survive till the next one. CC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,2Healthy4me,11/18/2020,Zoom online Therapy Session Later,"I'm being haunted by this new wave of upgraded, complicated technology. Feel like I have been hibernating inside of a broom closet and will remain there instead of catching up w/ all this technology Stuff.  It strains my eye muscles to even stare at a stupid phone. Luv my laptop, but that feels as small as i can go for communicating. I still use a land line phone, along w/ my and bro's room TV's and my small laptop, and house phone....I have a video conference call later due on my laptop w/ my shrink. I'm nervous over this as again it requires some tech savvy ability just to log on to enter a video conference. It's like the process of this video call is leading me to feel anxious. Can't even recall all my issues of content that I would like to address. IE, feeling flat daily after awakening to a new CV-19 Shelter in Place Day, all over again. Secondly my weight gain as a result partly from sheltering in place and not having my 2 physical jobs anymore, career change back to a new retail job requiring me to stand at attention for almost 3 hrs before each break and lunch.Not feeling energetic enough to walk briskly when I do have time out from work. I just feel like my old  self back in my late 20's when I had been working retail as well as subbing for 3 different school districts, and managing my energy quite well too.So now I must await my 4:15 video appointment.Hope you all have a great day...",Annet,"Wed,11/18/2020-9:51pm","Hi 2Healthy4me,","How did your therapy appointment go? Were you able to connect to zoom with no issues?
Practice makes mastery. So, it is just a matter of using technology.
If technology is causing you a lot of stress, ask a friend or someone you know is good at it, to help you practice joining video-conferences. You will see it is a fun way to learn something and at the same time, that will help you reduce the technology stress before your therapy sessions.This is call ""fear to the unknown"" but once it stops being unknown, you start enjoying the benefits of it. Like your first therapy session. I am sure you were nervous and stressed. Well, technology is the same thing. You can do it.Annet",2Healthy4me,"Thu,11/19/2020-12:34am",Thanks for Asking ,"My session went well. Dr was delayed by 10 mins or so. There were no problems actually in going from my Gmail email to a click away from entering the session. The Dr said we wont have session again for few months. He is very busy so my session was only about 25 mins. I feel even better knowing I was able to actually hook up so easily. You are right, thanks...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,2Healthy4me,11/13/2020,A Day Off from Work and feeling Flat as a Tapeworm,"I worked longer shifts this week, and yet am frusterated that when I receive my bi-weekly pay check, it has so much tax taken out of all of the long hours which I have worked for.This only further reminds me that we are, ""Not out of The Forest Yet!"" The dominating CV-19 is such a hard knox fact to deal with. I enjoy being an educator but my computer doesn't have Remote access. Therefore it's like a,  ""Publish or Parish"" situation for me. I must work Long hours to make up for what am not currently earning with my last 2 jobs with my local employers. Then to make it even worse the taxes taken from my bi-monthly pay checks is just unjust for a single, female, out in the cold world working just to earn enough to pay my rent and a few worthless bills.With CV-19, I feel like I cant even run and hide. I cant even go anywhere- Buses and BART are yucky, planes and ferry boats are even worse. Marriot's(California's) Great America is Not even OPEN for,  ""The Pleasure of the Board"",  to enjoy....I've gained weight during this Shelter in Place, lost my focus to walk daily, my diet has even changed. Planning meals has become a very boring event. I hate wearing my mask to the grocery store; I try to shop 2x a week at least.Food Preparation has become programmed in my mind as being a negative chore. I'm Relapsing back to restricting. It seems easier for this New Life Style, to just exist for as long as I can.  Like AIDS, and Cancer, CV-19 has also become a Silent Killer, and a Very Expensive 1 at that...First we had heat waves where I exist, now it's so cold that we had to request that out heater be turned on for this, ""Bone Chilling Winter"" to be.",Annet,"Fri,11/13/2020-8:32pm","Hi 2Healthy4me,","I really do not know what to say. However, I do agree with you. Life has changed in such a way that all of us, either with mental illness or not, have been struggling a lot.
In my personal case, I have felt quite depressed and anxious. Although I have kept myself in recovery, there have been moments when I have felt my diet going out of control. I have also found myself either over-exercising or being completely inactive.I used to travel a lot (personal and business). I used to work with groups. Now, I work from home on my engineering work but I am missing all the funny things i used to do (volunteering, human development workshops, traveling, studying photography, modeling).My life is boring, now..I hope you do not feel alone... I am with you and I send u a warm hug.Annet",Annet,"Fri,11/13/2020-8:32pm","Hi 2Healthy4me,","I really do not know what to say. However, I do agree with you. Life has changed in such a way that all of us, either with mental illness or not, have been struggling a lot.
In my personal case, I have felt quite depressed and anxious. Although I have kept myself in recovery, there have been moments when I have felt my diet going out of control. I have also found myself either over-exercising or being completely inactive.I used to travel a lot (personal and business). I used to work with groups. Now, I work from home on my engineering work but I am missing all the funny things i used to do (volunteering, human development workshops, traveling, studying photography, modeling).My life is boring, now..I hope you do not feel alone... I am with you and I send u a warm hug.Annet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,Tryingtoheal,11/13/2020,Feeling down,"It's really difficult place to be in an unstable time.  I think this time of year is triggering.   I think I might need a medication adjustment.   I've been seeing my therapist and have been in contact with my psychiatrist.   I hope my depression doesn't get worse.  On the eating disorder front, I continue to maintain recovery.  I hope everyone is doing ok.",Annet,"Fri,11/13/2020-8:35pm","Hi Tryingto heal,","Congratulations on mantaining your ED recovery! That is a great accomplishment!
I understand this time of the year is very triggering for many people. Also, the world's situation does not help us much.
However, I want you to know that there is HOPE. I know when we are in a hard place, we just do not believe it. But that light exists and will come to your life.
Just keep working on the things that are bothering you and keep in touch with your team.
Soon, you will see all this difficult times in the past.I send u a warm hug.
Annet",Tryingtoheal,"Sun,11/15/2020-8:09pm",Thank you,It's nice to know I'm not alone.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,milkbuns,11/14/2020,Binge-eat and Can't Stop Thinking About Food,"hi everyone! i'd like to share what i've been feeling these past few days. before this pandemic, i was quite overweight but i didn't have any problem with food. however, since march i've lost some weight. i think i've developed an ED. a couple of months ago, i hit plateau where i couldn't lose anymore weight except if i starve myself. therefore, i decided that i would like to have a normal and healthy eating habit. but it's been very very hard. especially because my younger sister is very restrictive with her diet, with her only eating one meal at 5PM every day. i was quite affected with her behavior but it changed this past week. i think it was stress from school, but i started to eat ""very much"". i couldn't and still can't stop thinking about food even when i already feel full. this bothers me so much because it distracts me from work and even makes me unable to sleep at night because i crave food. moreover, at home we have a stock of snacks that i really love (hence username milkbuns). i binge-ate those, probably a few a day, with the addition of my meals too. every moment after i binge-eat i feel extremely guilty and i beat myself up. my mood becomes ruined. i want to get help, but idk how. every online counseling needs payment and i haven't mustered up the courage yet to talk to my parents about this... :(",CASACERA,"Sat,11/14/2020-10:30am",what about help on weekends and holidays?,"HELPLINE only available weekdays. Have a therapist. Need more phone emergency numbers aside from weekday business. Food does not take a holiday. My food ""terrorist"" lurks. Second largest risk factor with Covid 19 is obesity. Why only 24/7 emergency phone numbers for hard drugs and alcohol? So much suffering in private. We have to keep eating unlike any other addiction.",2Healthy4me,"Sat,11/14/2020-5:44pm",What Would Happen if you Allow Yourself to Eat until Satisfied?,"Can you take a day off from guilt to give in to this food craving? I took days off from eating my usual arranged meals and sometimes ate until satisfied. I drank tons of water in-between meals. I felt content with myself knowing I have 2x a week which I was allowed to feed myself until I felt satisfied, no matter what i ate. I do lite exercise on my arranged eating days and on all i can eat days don't usually exercise as my heightened sugar levels usually put me into a sugar, or carb Induced Stupor of No Energy.  For myself this usually happens 2 weeks b4 period is due. Try and be less strict on your body. Just rest and do what you want until you feel yourself again. I know this is partly from being Sheltered in Place from CV-19. I believe it's all related for me.Good luck in your recovery and listen and go with your gut feeling. Everything within reason, and live a little too.....",CASACERA,"Sat,11/14/2020-8:21pm","""satisfied?"" I only know...","the wonderful feeling of freedom and peace when my appetite and scavenger behavior is gone. I often breath a big sigh of relief and say ""thank you, oh thank you"".
BTW, I love protein, vegetables and fruit as much as sweets and carbs. Love them all as long as they are good quality and well prepared. Of course when on a food rampage some of that or most of that goes out the window. Just must have a taste of everything. We're all different. DNA, fingerprints, life history and the behavior that goes along with it I guess. CC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,awasi9,11/14/2020,Void,"Void. That’s all I think when trying to find eating disorder treatment in my town. First I went to my PP who referred me to my psychiatrist, who referred me to my therapist, who then referred me back to my psychiatrist before I got a diagnosis. And in between all that I told my mental health case manager about my issues with food and all she did was give me more diet tips which made me want to get worse. Now that I have a diagnosis, no ones knows how to treat me. The only ED treatment program near me is 15 mins away in a different state so my insurance won’t pay for it. Aaaaaand there are no outpatient dieticians in my town either.I feel like I’m failing at recovery because I don’t know how to help myself anymore at this point. I’ve tried everything I know of to get help but I’ve failed. I think I might just accept that I’ll always struggle.",jess64,"Sat,11/14/2020-11:44am","Hi awasi9, ","Hi awasi9, That all sounds very hard to deal with, and I am so sorry that you are having such a hard time getting help. Just wanted to comment some encouragement to keep trying. Using the NEDA resources is definitely a good idea, and hopefully you can find a program or a person that is able to help you out. Just remember you deserve recovery, and you are worth all this effort you are putting in. Don’t give up! You can do this and we are all here rooting for you. Sending hugs.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,myneckmybackmyh...,11-10-20,I’m,"What do people eat? Where do you get the food?? How do you decide?! Hello everyone, I am new here. I don’t know what I “have,” if it’s technically an ED or not, but",Tryingtoheal,"Thu,11/12/2020-3:26pm",Unfortunately ,"We aren't allowed to mention specific food on here.  The best advice i can give is to seek out a registered dietitian who has experience with eating disorders so you can get an individual plan.  Everyone is different,  so it's not possible to say that what someone else eats will be best for you.  I'm sorry you are struggling.",2Healthy4me,"Fri,11/13/2020-4:35pm",Eating foods and what they are is Private-guideline,"We usually use the process of the act of how and why we are eating xyz's, or why some people don't feel like eating and why? So if you want that kind of,   foody info,   I would recommend looking at a menu online or anything you are curious is also online. under key words like Binging ....., etc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,Tryingtoheal,11-08-20,Worthless; hurting ,I'm hurting.   I feel worthless.  I just want to sleep forever.,Annet,"Sun,11/08/2020-10:17pm","Hi Tryingto heal,","I am hurting to read this message. You are worth of living and having a happy life.
Please keep going. I know there are horrible days. It has happened to me that I see it all gray.
I have also wanted to sleep forever and have done silly things. BUT once I look at the things now, I realize that bad days pass and we eventually feel better.
Please hug your husband and cat. Scream if you need. I am sure they love you and will be there for you.
Hugs for u
Annet",Tryingtoheal,"Mon,11/09/2020-6:57pm",Thank you,I'm a mistake.,Annet,"Tue,11/10/2020-3:48pm","Hi Tryingto heal,",How are you doing today? Have you contacted your doctors and have you shared your struggles with your husband?,2Healthy4me,"Fri,11/13/2020-5:00pm",Life Can Be a Challenge: Sometimes Uphill-Sometimes Downhill Too,"I hope that in your time of feeling the blues, that you are able to see through the dark clouds and struggle to see the light that is Precious from God. Try and communicate with your sig others, and try not to close down. Breath, Thank God for all your Precious Moments so far in Life."" Reach out and Touch Faith. ""(Depesh Mode, 1990 album).",Tryingtoheal,"Tue,11/10/2020-8:37pm",I'm overwhelmed ,"My husband is going through a lot, so I'm trying not to burden him.",2Healthy4me,"Wed,11/11/2020-3:31pm",I hope that he also finds the help he needs during this time,"Is he ill, or more of a career stressor?   Whatever it is I hope you both can see this struggle as a challenge from God. Be strong,  and keep up the battle until you both see the benefits of staying and fighting this as a team.Hope your cat is doing well too.",Tryingtoheal,"Thu,11/12/2020-12:57pm",That information ,Is between him and I.   I don't need to explain details of our situation.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,2Healthy4me,11-10-20,I Made it Through Work Yesterday,"I thought that my anxiety would have made my 7 hr shift difficult. I took my focus OTC caffeine, and pulled up my boot straps and went to work, though I felt the need to sleep ALL day prior.Once at work I just got right into my job as a cashier/merchandise replenishment clerk. My job is keeping me busy, and not focused on CV-19. However, I am aware of my complete vocational disruption so it's hard to completely Go On w/o feeling this anxiety of ,""What tomorrow holds for me in God's deck of cards.""  I can only thank him for protecting me so far since CV-19 began back in March. Had to replace 2 jobs for 1, almost FT job that pays less than my former teaching job. That felt more like my career, and this job I keep hoping will become my weekend-evening PT job after school resumes onsite once again.I must keep up my hope, pray for a stable end of all this crazy killer virus to just end. I work again today, same shift, and still feel anxious. But hey, my Anxiety gets me out the door and provides a gust of energy for me to hold up my head and keep on going for as long as i can.Thanks for reading my post, and I wish everyone the best of hope and prayer to continue to thank God for all the good things in life first, and the gift of choice to help yourself heal and recover, at your own pace. Good Day everyone",Annet,"Tue,11/10/2020-7:52pm","Hi 2Healthy4me,","I did love your positive words and your encouragement to thank you God for all the good and nice things we have in our lives.
The current work environment is being challenging to everyone. However, I trust our resilience and our ability to cope with changes.
Recovery is a journey not a destination. As you mentioned, we all will do it at our own pace. And even when it is hard and difficult quite often, we should try to enjoy it and see its positives.
I am glad you enjoyed your day at work.Hugs
Annet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,zaffiedil,06/18/2020,New and uncomfy,"Hi all,
I am extremely new to do this and have never really openly talked about my issues with food. For starters, i have never been formally diagnosed with an eating disorder and im honestly not sure if I would like too. I dont know if what im experiencing is considered an eating disorder or something. However, within the past year I have had issues with eating, my weight and food in general and at this point its the only thing I really think about or care about. Growing up, I was always overweight and didn't eat right, which I acknowledge. However, I never actively tried to get healthy or to get to a healthy weight. My weight didn't really matter to me so I never thought about it. Though within this past year, I just felt so distressed about my appearance and so I turned to severe restricting and over excercising. I don't know honestly how I fell down the hole, it seemed to happen so quickly, but within 6 months I had lost almost half of my body weight and was continuing to lose. I was severly restricting, and over working my body in order to continue to lose weight and avoid food. My coworkers, family, and friends all noticed my rapid weight loss and several expressed concern over it, though I just played it off and said it was from me working so much (I was working 50+ hours a week in a restaurant). I eventually began to experience the negative impact of avoiding eating and I experienced a bunch of different medical issues, which are all still an issue and scare me. Calories and weight loss just consumed my life; I have tried to become better and work on my rituals and restrictions by myself though Ive gotten to the point where I know I cant do it alone. I think my family knows that theres something going on, though choose to not comment on it. I dont want to bring it up, or talk to them about it-- I get immense anxiety thinking about talking about my issues with them, and would rather avoid the entire experience all together. That being said, I would like to begin therapy and try to establish some form of recovery but I know I can't get away without my family knowing about it. I am just lost, and don't know who to turn to. I still am struggling with restricting and obssessing over my weight. Its my entire life now and I just dont know how to fix it.",yoyokay,"Tue,07/14/2020-6:57pm",Find a Support System,"It definitely seems like you could use some support. This may not be your parents, but even friends or close coworkers. I am wishing you the best from my computer screen!
I know admitting there is something wrong and accepting a diagnosis is scary, but getting connected with care providers who can help is essential. I am going through a similar phase in my eating disorder, where I know that I need help and am having scary symptoms from undereating and losing so much weight. Getting the right doctors involved can really help, but I do encourage you to find a support system in your personal life as well. This can help keep you motivated towards getting better, feel loved and worthy throughout this difficult process and hold you accountable to actually taking the steps you need. Maybe have an agreement to check in your meals with someone or make sure someone else knows when your doctor's appointments are and keep them updated on your health.",Thaemono,"Tue,11/10/2020-9:48am",my wife is suffering from,"my wife is suffering from something very similar to what you're describing up there. wondering how are you doing now?
i really want to help her  - i need to learn more about her health issues",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,2Healthy4me,11-08-20,"I'm Experiencing a Bad Hair Day, Working Round Holiday Sweets Still....","It's now 9:30 AM, couldn't do much w/ my overgrown mane, thanks to the Bubonic Plague...So I need be at work in about 10 mins and just couldn't get hair to even go into a girly ponytail.I feel flat again today. Don't like feeling this way. When i feel this way must drink 3 cups of hot to go beverage or take my morning AM dose of OTC caffeine. This really doesn't do much for me, perhaps save me from Bradycardic rhythm I'm currently in. Still around food all day and work next 3 days so not much down time at home to binge this week...Wish me luck---",Annet,"Sun,11/08/2020-10:23pm","Hi 2Healthy4me,","Cheers with work and with the next 3 days.
Please try to relax during the moments when you are surrounded by food. I can understand how stressful and triggering may be to see everyone buying/having that food you just love to binge on. However, please stop, take a breath and observe people. Pay attention to how they behave with regards to food. Try to notice what a ""normal eating behavior"" looks like for people. Imagine yourself being able to get a large bag and to just eat one sweet at a time. Sometimes, imagining things is the first step to get them done.Stop imaging or thinking how your next binge will be and instead, image a binge-free day, week and year.Visualization is a real thing but it takes practice to get its real benefits.Hugs
Annet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,Tryingtoheal,11-06-20,Gastroenteritis ,"I have been having diarrhea for the past year.   I just got labs and other tests done and it turns out as sapovirus, a type of gastroenteritis.   I think it's linked to 30 years of eating disorders. I'm communicating back and forth with my doctor. So I'm waiting to hear back from her.  It pretty much happens after every meal.  I'm also lactose intollerant.  That's the latest on me.",jess64,"Sat,11/07/2020-11:57am","Hi Tryingtoheal, ","Hi Tryingtoheal, I am sorry to hear that you are struggling with your health. I just wanted to comment in support and a bit of commiseration as I am lactose intolerant too and have some other digestion issues. It is not fun having to go back and forth to the doctor all the time and talk about what you eat. I really understand how frustrating this must be, and potentially triggering. Make sure you are taking care of yourself right now mentally as well. Sending love and hugs",Tryingtoheal,"Sun,11/08/2020-1:26pm",Thank you.,I appreciate it.   I'm sorry you struggle as well.  I know it's partially due to 30 years of eating disorders.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,2Healthy4me,11-06-20,Junk Food Induced Binge Triggered by Holiday Sweets @ My Retail Job....,"I was doing so well. Then tons of customers came through my front end line having bags and bags of my favorite types of_________.  These trigger snacks were ALL up to 70% off. By end of my shift I caved to purchase 1 large bag of my trigger flavored snack. I am almost all finished binging on this large bag, already. It's like someone waving a red cloth in front of a big bull. Only I'm the Girl Faster having her fav snacks checked out right under her nose. My 5 senses are extra sensitive,  and my body is experiencing a seemingly delayed Period. This craving is made worse by having an extended delay and suffering from PMS, like almost all month, ughhhhh.",marty2020,"Sat,11/07/2020-9:22am",Hi 2Healthy4Me!,"Hi 2Healthy4Me, I hope you are doing well; it is nice to see you on the forums again. Being faced with triggers can be a frustrating experience, especially in your case when you can’t really escape your triggers. But, I think it’s helpful to remember that binges and relapses are part of the recovery process and are completely normal. I think using the forums to discuss your thoughts and to recap your day is a healthy way of processing your feelings around your triggers and binges. As always, I look forward to hearing from you on the forums. Please take care and stay safe.",jess64,"Sat,11/07/2020-11:53am","Hi 2Healthy4Me,","Hi 2Healthy4Me,
I totally understand what you mean about cravings especially with PMS. It is so hard to cope with those feelings especially when your hormones take over. Nothing to be ashamed of by giving in once in a while to what your body is asking for! I am glad you shared this, it is definitely good to talk about and to be able to relate to. Hope you are well, sending hugs.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,Tryingtoheal,10/24/2020,Back home,I'm back home.  The stay itself was challenging since I am physical disabled and it was like pulling teeth trying to get 2 basic accommodations.   The techs in the ER either slept while they were supposed to be watching me or watching YouTube videos or playing games or texting their husband.   They left me alone during meal times since the distance to the cafeteria was too far.  They wouldn't wheel me to off the unit activities to be able to fully participate.,Tryingtoheal,"Mon,10/26/2020-9:44pm",Not sure,"What language i used against the community standards, but I apologize for whatever it was i said.",Annet,"Mon,10/26/2020-11:59pm","Hi Tryingto heal,","How are you feeling after being discharged? Are you better than before?
I am sorry to hear about the treatment you got in the ER. Sometimes, some personnel do that.
However, I hope they helped you to stop any risky and/or uncomfortable behaviors and thoughts.I saw your post on the 24th and it looks exactly the same as it was by then. I think the moderator just got confused because I also do not remember having seen anything innapropriate...Hugs
Annet",Tryingtoheal,"Fri,11/06/2020-4:57pm",Feeling,"I've overall doing much better, some mood swings,  but back on track.  Some eating disorder thoughts, but able to stay on the path to recovery.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,efernihough,11-03-20,Texting support buddy,I'm 23 and struggled with bulimia for 5 years now. My husband is in the royal Australian Navy and so I'm home alot on my own with my two little girls. I struggle every single afternoon/evening to not end up bingeing and then purging and I need someone who would maybe want to be my text buddy to message in times of temptation or when I need some encouragement or support. Of course it would go both ways and I'd love to be there for someone else too. I'm in western Australia. Thanks :) xx,Tryingtoheal,"Wed,11/04/2020-3:46pm",Unfortunately ,"We are not allowed to provide this information,  but we are always here on the forums to lift you up.  The best help you could get would be with a therapist or search for treatment.",papayak,"Thu,11/05/2020-8:58pm",need to find a way to heal,does anyone have any ways of coping through bulimia/ body dysmorphia?,Tryingtoheal,"Fri,11/06/2020-4:55pm",Advice,"The only way to heal from an eating disorder is to face, talk about and confront the underlying issues that are behind the eating disorder, finding out what you are trying to run away from, distract from.  What hurts and experiences you're trying to avoid, not feel.  But before that happens with the help of a professional,  you need to get the eating disorder under control.  This only happens with a trained professional,  a team of trained professionals.   That may mean starting off in a specialized hospital for eating disorders, then possibly residential treatment, partial hospitalization,  intensive outpatient treatment and outpatient treatment.   It's taken me relapsing and continually getting help over the past 4 years.  In total, I wasted 30 years in eating disorders.   Please seek out a doctor, psychiatrist and therapist to start with.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
